"","","cofip_sub","cofip_nbr_nbr"
"3391",1999,22107,28049
"3392",1999,22107,28037
"3393",1999,22107,28085
"3394",1999,22107,28163
"3395",1999,1107,28025
"3396",1999,1107,28105
"3397",1999,1107,28159
"3398",1999,1129,28111
"3399",1999,1129,28061
"3400",1999,1129,28067
"3401",1999,1075,28017
"3402",1999,1075,28025
"3403",1999,1075,28081
"3404",1999,1075,28105
"3405",1999,22117,28085
"3406",1999,22117,28035
"3407",1999,22117,28047
"3408",1999,22117,28073
"3409",1999,22117,28131
"3410",1999,22117,28077
"3411",1999,22117,28065
"3412",1999,5077,28107
"3413",1999,5077,28119
"3414",1999,5077,28137
"3415",1999,1077,28117
"3416",1999,1077,47039
"3417",1999,1077,47101
"3418",1999,1077,47135
"3419",1999,1077,47119
"3420",1999,1077,47117
"3421",1999,1077,47023
"3422",1999,1077,47077
"3423",1999,5107,28107
"3424",1999,5107,28119
"3425",1999,5107,28137
"3426",1999,5107,28133
"3427",1999,5107,28135
"3428",1999,1093,28081
"3429",1999,1093,28117
"3430",1999,1093,28017
"3431",1999,1093,28025
"3432",1999,22037,28037
"3433",1999,22037,28085
"3434",1999,1119,28105
"3435",1999,1119,28159
"3436",1999,1119,28061
"3437",1999,1119,28099
"3438",1999,1119,28101
"3439",1999,22029,28037
"3440",1999,22065,28049
"3441",1999,22065,28163
"3442",1999,22105,28085
"3443",1999,22105,28037
"3444",1999,22035,28049
"3445",1999,22035,28163
"3446",1999,22035,28125
"3447",1999,1059,28117
"3448",1999,1059,28081
"3449",1999,1097,28111
"3450",1999,1097,28047
"3451",1999,1097,28131
"3452",1999,22125,28037
"3453",1999,22103,22087
"3454",1999,22103,28047
"3455",1999,22103,28131
"3456",1999,22103,28035
"3457",1999,22103,28073
"3458",1999,5035,28107
"3459",1999,5035,28119
"3460",1999,5035,28137
"3461",1999,5035,47075
"3462",1999,22091,28037
"3463",1999,22091,28085
"3464",1999,1033,28117
"3465",1999,5041,28133
"3466",1999,17157,29017
"3467",1999,17157,29123
"3468",1999,17157,29187
"3469",1999,20121,29083
"3470",1999,20121,29185
"3471",1999,20121,29101
"3472",1999,21075,29207
"3473",1999,21075,47053
"3474",1999,17119,29071
"3475",1999,17119,29219
"3476",1999,19051,29001
"3477",1999,19051,29103
"3478",1999,19177,29103
"3479",1999,19177,29001
"3480",1999,17149,29137
"3481",1999,17149,29205
"3482",1999,17149,29007
"3483",1999,17149,29139
"3484",1999,20209,29101
"3485",1999,20209,29107
"3486",1999,20209,29177
"3487",1999,20209,29049
"3488",1999,5015,29043
"3489",1999,5015,29109
"3490",1999,5015,29067
"3491",1999,20091,29083
"3492",1999,20091,29101
"3493",1999,20091,29107
"3494",1999,20091,29177
"3495",1999,20037,29039
"3496",1999,20037,29057
"3497",1999,20037,29185
"3498",1999,20037,29109
"3499",1999,19185,29079
"3500",1999,19185,29211
"3501",1999,19185,29001
"3502",1999,17083,29071
"3503",1999,17083,29219
"3504",1999,19071,31109
"3505",1999,19071,31155
"3506",1999,19071,31097
"3507",1999,5009,29043
"3508",1999,5009,29067
"3509",1999,20107,29083
"3510",1999,20107,29185
"3511",1999,20107,29039
"3512",1999,17133,29071
"3513",1999,17133,29187
"3514",1999,17133,29221
"3515",1999,5021,29035
"3516",1999,5021,29207
"3517",1999,5021,29223
"3518",1999,17013,29007
"3519",1999,17013,29139
"3520",1999,17013,29071
"3521",1999,17013,29219
"3522",1999,19145,29075
"3523",1999,19053,29079
"3524",1999,19053,29211
"3525",1999,19053,29061
"3526",1999,19053,29075
"3527",1999,5135,29035
"3528",1999,5135,29203
"3529",1999,19111,29103
"3530",1999,20043,29063
"3531",1999,20043,29075
"3532",1999,20043,29049
"3533",1999,17181,29017
"3534",1999,17181,29207
"3535",1999,17181,29123
"3536",1999,17181,29187
"3537",1999,20021,29109
"3538",1999,20021,29057
"3539",1999,20021,40097
"3540",1999,20021,40131
"3541",1999,19159,29075
"3542",1999,19159,29061
"3543",1999,19159,29079
"3544",1999,5093,29207
"3545",1999,5093,47033
"3546",1999,5093,47075
"3547",1999,5093,47053
"3548",1999,5007,29109
"3549",1999,5007,40021
"3550",1999,5007,40097
"3551",1999,5049,29067
"3552",1999,5049,29035
"3553",1999,5049,29203
"3554",1999,5049,29215
"3555",1999,20005,29049
"3556",1999,20005,29063
"3557",1999,19173,29075
"3558",1999,20011,29039
"3559",1999,20011,29185
"3560",1999,5031,29207
"3561",1999,5121,29035
"3562",1999,5121,29203
"3563",1999,19007,29001
"3564",1999,19007,29211
"3565",1999,5089,29067
"3566",1999,5089,29043
"3567",1999,20103,29049
"3568",1999,5055,29207
"3569",1999,5005,29067
"3570",1999,17163,29071
"3571",1999,21105,47017
"3572",1999,21105,47053
"3573",1999,17077,29017
"3574",1999,17077,29123
"3575",1999,17077,29187
"3576",1999,17001,29137
"3577",1999,17001,29205
"3578",1999,17001,29103
"3579",1999,16049,30023
"3580",1999,16049,30039
"3581",1999,16049,30029
"3582",1999,16049,30047
"3583",1999,16049,30077
"3584",1999,16049,41061
"3585",1999,16021,30029
"3586",1999,16021,53065
"3587",1999,16017,30029
"3588",1999,16017,30047
"3589",1999,16017,53043
"3590",1999,16017,53065
"3591",1999,16079,30029
"3592",1999,16079,30047
"3593",1999,16033,30023
"3594",1999,16033,30093
"3595",1999,16059,30023
"3596",1999,16059,30093
"3597",1999,16059,30039
"3598",1999,16035,30029
"3599",1999,16035,30039
"3600",1999,16035,30047
"3601",1999,16035,30077
"3602",1999,16043,30007
"3603",1999,16043,30043
"3604",1999,16043,30059
"3605",1999,16043,30023
"3606",1999,16043,30093
"3607",1999,16043,56013
"3608",1999,16043,56035
"3609",1999,29087,31097
"3610",1999,20201,31059
"3611",1999,20201,31151
"3612",1999,20201,31097
"3613",1999,20201,31109
"3614",1999,8095,31085
"3615",1999,8095,31101
"3616",1999,8095,31111
"3617",1999,20153,31085
"3618",1999,20153,31063
"3619",1999,20157,31059
"3620",1999,20157,31151
"3621",1999,20157,31035
"3622",1999,20183,31001
"3623",1999,20183,31035
"3624",1999,20183,31099
"3625",1999,20183,31137
"3626",1999,19085,31053
"3627",1999,19085,31039
"3628",1999,20117,31097
"3629",1999,20117,31109
"3630",1999,20117,31151
"3631",1999,20039,31063
"3632",1999,20039,31073
"3633",1999,20039,31137
"3634",1999,20131,31097
"3635",1999,20147,31099
"3636",1999,20147,31137
"3637",1999,19193,31039
"3638",1999,19193,31179
"3639",1999,8075,31069
"3640",1999,8075,31123
"3641",1999,29005,31097
"3642",1999,29005,31109
"3643",1999,20089,31001
"3644",1999,20089,31035
"3645",1999,20089,31099
"3646",1999,20089,31059
"3647",1999,8115,31069
"3648",1999,8115,31123
"3649",1999,8115,31085
"3650",1999,8115,31101
"3651",1999,8115,31111
"3652",1999,19155,31053
"3653",1999,19155,31155
"3654",1999,19133,31039
"3655",1999,19133,31179
"3656",1999,19133,31053
"3657",1999,19129,31155
"3658",1999,19129,31109
"3659",1999,20137,31099
"3660",1999,20137,31137
"3661",1999,20137,31063
"3662",1999,20137,31073
"3663",1999,8123,56031
"3664",1999,20023,31085
"3665",1999,6049,32001
"3666",1999,6049,32027
"3667",1999,6049,32029
"3668",1999,6049,41017
"3669",1999,6049,41019
"3670",1999,6049,41039
"3671",1999,6051,32001
"3672",1999,6051,32029
"3673",1999,16073,32011
"3674",1999,16073,32015
"3675",1999,16073,32027
"3676",1999,16073,41023
"3677",1999,6091,32001
"3678",1999,6091,32027
"3679",1999,6091,32029
"3680",1999,16031,32011
"3681",1999,16031,32015
"3682",1999,16031,49011
"3683",1999,16031,49057
"3684",1999,6057,32001
"3685",1999,6057,32027
"3686",1999,6057,32029
"3687",1999,6027,32001
"3688",1999,6027,32011
"3689",1999,6027,32015
"3690",1999,6061,32029
"3691",1999,6061,32001
"3692",1999,6061,32027
"3693",1999,6035,32001
"3694",1999,6035,32027
"3695",1999,6035,32029
"3696",1999,16083,32011
"3697",1999,16083,32015
"3698",1999,23031,33001
"3699",1999,23031,33013
"3700",1999,25009,33013
"3701",1999,25027,33013
"3702",1999,25017,33013
"3703",1999,23017,33001
"3704",1999,4011,35029
"3705",1999,4011,35051
"3706",1999,4011,35053
"3707",1999,8007,35043
"3708",1999,8007,35028
"3709",1999,8007,35033
"3710",1999,8007,35049
"3711",1999,8067,35043
"3712",1999,8071,35021
"3713",1999,8071,35033
"3714",1999,8023,35021
"3715",1999,8023,35033
"3716",1999,4003,35029
"3717",1999,8021,35028
"3718",1999,8021,35033
"3719",1999,8021,35043
"3720",1999,8021,35049
"3721",1999,8083,35043
"3722",1999,8083,49015
"3723",1999,8083,49017
"3724",1999,8083,49055
"3725",1999,34003,36059
"3726",1999,34003,36047
"3727",1999,34003,36081
"3728",1999,34037,36111
"3729",1999,34037,42025
"3730",1999,34037,42069
"3731",1999,34037,42079
"3732",1999,34031,36111
"3733",1999,25003,36001
"3734",1999,25003,36039
"3735",1999,25003,36111
"3736",1999,25003,36091
"3737",1999,9001,36059
"3738",1999,9001,36111
"3739",1999,34017,36047
"3740",1999,34017,36081
"3741",1999,13111,47107
"3742",1999,27027,38073
"3743",1999,27027,38003
"3744",1999,27027,38091
"3745",1999,27089,38019
"3746",1999,27089,38063
"3747",1999,27089,38071
"3748",1999,27089,38091
"3749",1999,30085,38013
"3750",1999,30085,38061
"3751",1999,30085,38007
"3752",1999,30085,38025
"3753",1999,27155,38073
"3754",1999,27155,46037
"3755",1999,27069,38019
"3756",1999,27107,38091
"3757",1999,27107,38003
"3758",1999,27107,38073
"3759",1999,30025,38007
"3760",1999,30025,38041
"3761",1999,30025,38089
"3762",1999,30091,38013
"3763",1999,30091,38061
"3764",1999,27119,38091
"3765",1999,27119,38063
"3766",1999,30109,38007
"3767",1999,30109,38025
"3768",1999,30109,38061
"3769",1999,30083,38013
"3770",1999,30083,38061
"3771",1999,30083,38007
"3772",1999,30083,38025
"3773",1999,27167,38073
"3774",1999,26115,39069
"3775",1999,26115,39123
"3776",1999,26115,39173
"3777",1999,21161,39071
"3778",1999,21161,39131
"3779",1999,21161,39027
"3780",1999,26059,39069
"3781",1999,18001,39003
"3782",1999,18001,39011
"3783",1999,18001,39137
"3784",1999,18001,39149
"3785",1999,21191,39027
"3786",1999,21191,39165
"3787",1999,18075,39109
"3788",1999,18075,39113
"3789",1999,18075,39149
"3790",1999,18075,39011
"3791",1999,21089,39079
"3792",1999,21089,39131
"3793",1999,26091,39069
"3794",1999,26091,39123
"3795",1999,26091,39173
"3796",1999,18177,39113
"3797",1999,18177,39109
"3798",1999,18177,39149
"3799",1999,18033,39069
"3800",1999,18033,39137
"3801",1999,21019,39079
"3802",1999,21019,54043
"3803",1999,21037,39165
"3804",1999,21037,39027
"3805",1999,18161,39113
"3806",1999,18161,39165
"3807",1999,18047,39165
"3808",1999,18047,39113
"3809",1999,21023,39027
"3810",1999,21023,39165
"3811",1999,21023,39071
"3812",1999,18003,39137
"3813",1999,18003,39069
"3814",1999,18003,39003
"3815",1999,18003,39011
"3816",1999,18135,39109
"3817",1999,18135,39113
"3818",1999,18135,39149
"3819",1999,21015,39165
"3820",1999,21117,39165
"3821",1999,21135,39079
"3822",1999,21135,39131
"3823",1999,21135,39071
"3824",1999,5033,40021
"3825",1999,5033,40061
"3826",1999,5033,40101
"3827",1999,20191,40047
"3828",1999,20191,40103
"3829",1999,5127,40061
"3830",1999,5127,40077
"3831",1999,5127,40127
"3832",1999,20007,40047
"3833",1999,20007,40093
"3834",1999,20007,40153
"3835",1999,20025,40153
"3836",1999,20099,40097
"3837",1999,20099,40131
"3838",1999,20077,40047
"3839",1999,20077,40093
"3840",1999,20125,40131
"3841",1999,20125,40143
"3842",1999,20035,40103
"3843",1999,20035,40117
"3844",1999,20035,40143
"3845",1999,20035,40047
"3846",1999,35059,48341
"3847",1999,5113,40061
"3848",1999,5113,40077
"3849",1999,5113,40127
"3850",1999,5081,40127
"3851",1999,5081,48343
"3852",1999,5133,40127
"3853",1999,20033,40153
"3854",1999,20033,40093
"3855",1999,5131,40021
"3856",1999,5131,40061
"3857",1999,5131,40101
"3858",1999,5131,40077
"3859",1999,5131,40127
"3860",1999,29119,40021
"3861",1999,29119,40097
"3862",1999,20019,40103
"3863",1999,20019,40117
"3864",1999,20019,40143
"3865",1999,20019,40131
"3866",1999,5143,40021
"3867",1999,32031,41017
"3868",1999,32031,41013
"3869",1999,32031,41023
"3870",1999,6093,41017
"3871",1999,6093,41019
"3872",1999,6093,41039
"3873",1999,6015,41019
"3874",1999,6015,41011
"3875",1999,16087,41023
"3876",1999,16087,41061
"3877",1999,32013,41013
"3878",1999,32013,41017
"3879",1999,32013,41023
"3880",1999,16003,41061
"3881",1999,16003,41023
"3882",1999,16069,41061
"3883",1999,16069,53001
"3884",1999,16069,53021
"3885",1999,16069,53043
"3886",1999,16075,41023
"3887",1999,16027,41023
"3888",1999,34041,42077
"3889",1999,34041,42091
"3890",1999,34041,42025
"3891",1999,34041,42069
"3892",1999,34041,42079
"3893",1999,24021,42041
"3894",1999,24021,42061
"3895",1999,24021,42067
"3896",1999,24021,42099
"3897",1999,24021,51061
"3898",1999,24021,51153
"3899",1999,36025,42069
"3900",1999,24025,42011
"3901",1999,24025,42043
"3902",1999,24025,42075
"3903",1999,24025,42041
"3904",1999,24001,42013
"3905",1999,24001,42021
"3906",1999,24001,42061
"3907",1999,24001,42129
"3908",1999,34015,42091
"3909",1999,36007,42069
"3910",1999,36007,42131
"3911",1999,36107,42069
"3912",1999,36107,42131
"3913",1999,36107,42081
"3914",1999,36107,42113
"3915",1999,24013,42041
"3916",1999,24013,42043
"3917",1999,36105,42069
"3918",1999,39007,42121
"3919",1999,36013,42047
"3920",1999,36013,42053
"3921",1999,36013,42121
"3922",1999,36015,42081
"3923",1999,36015,42113
"3924",1999,36015,42131
"3925",1999,39099,42019
"3926",1999,39099,42121
"3927",1999,39029,42003
"3928",1999,39029,42019
"3929",1999,24015,42011
"3930",1999,24015,42091
"3931",1999,24015,42043
"3932",1999,24015,42075
"3933",1999,24023,42021
"3934",1999,24023,42129
"3935",1999,24023,54001
"3936",1999,24023,54091
"3937",1999,24023,54093
"3938",1999,24023,54083
"3939",1999,36003,42023
"3940",1999,36003,42047
"3941",1999,36003,42035
"3942",1999,36003,42081
"3943",1999,24043,42061
"3944",1999,24043,42041
"3945",1999,24043,42067
"3946",1999,24043,42099
"3947",1999,24043,51061
"3948",1999,24043,51153
"3949",1999,36009,42047
"3950",1999,36009,42053
"3951",1999,36009,42121
"3952",1999,36009,42023
"3953",1999,34021,42077
"3954",1999,34021,42091
"3955",1999,39155,42019
"3956",1999,39155,42121
"3957",1999,34019,42077
"3958",1999,34019,42091
"3959",1999,24005,42041
"3960",1999,24005,42043
"3961",1999,34005,42091
"3962",1999,34005,42077
"3963",1999,36101,42081
"3964",1999,36101,42023
"3965",1999,36101,42035
"3966",1999,34007,42091
"3967",1999,9011,36103
"3968",1999,37161,45087
"3969",1999,37161,45059
"3970",1999,37155,45041
"3971",1999,37155,45067
"3972",1999,37155,45031
"3973",1999,37155,45043
"3974",1999,37089,45059
"3975",1999,37175,45059
"3976",1999,13033,45063
"3977",1999,13033,45075
"3978",1999,13033,45081
"3979",1999,13033,45009
"3980",1999,13033,45029
"3981",1999,13051,45013
"3982",1999,37153,45031
"3983",1999,37153,45041
"3984",1999,37153,45055
"3985",1999,37045,45087
"3986",1999,37045,45023
"3987",1999,37149,45059
"3988",1999,37149,45087
"3989",1999,37179,45023
"3990",1999,37179,45039
"3991",1999,37179,45055
"3992",1999,37179,45031
"3993",1999,13181,45047
"3994",1999,13251,45009
"3995",1999,13251,45029
"3996",1999,13251,45013
"3997",1999,13073,45047
"3998",1999,13073,45081
"3999",1999,13147,45059
"4000",1999,37119,45023
"4001",1999,37119,45087
"4002",1999,37119,45039
"4003",1999,37119,45055
"4004",1999,13103,45013
"4005",1999,13103,45009
"4006",1999,13103,45029
"4007",1999,13245,45047
"4008",1999,13245,45081
"4009",1999,13245,45063
"4010",1999,13245,45075
"4011",1999,37007,45031
"4012",1999,37007,45041
"4013",1999,37007,45055
"4014",1999,13105,45047
"4015",1999,13105,45059
"4016",1999,37019,45043
"4017",1999,37019,45067
"4018",1999,37047,45043
"4019",1999,37047,45067
"4020",1999,37047,45041
"4021",1999,37165,45031
"4022",1999,37165,45041
"4023",1999,37071,45023
"4024",1999,37071,45087
"4025",1999,38051,46129
"4026",1999,38051,46045
"4027",1999,31031,46071
"4028",1999,31031,46095
"4029",1999,31031,46085
"4030",1999,27133,46079
"4031",1999,27133,46087
"4032",1999,27133,46125
"4033",1999,27117,46079
"4034",1999,27117,46057
"4035",1999,27117,46077
"4036",1999,27117,46087
"4037",1999,27117,46125
"4038",1999,27073,46029
"4039",1999,27073,46037
"4040",1999,27073,46057
"4041",1999,38081,46037
"4042",1999,38081,46045
"4043",1999,38081,46049
"4044",1999,38081,46115
"4045",1999,27081,46079
"4046",1999,27081,46029
"4047",1999,27081,46057
"4048",1999,27081,46077
"4049",1999,38001,46093
"4050",1999,38001,46137
"4051",1999,38001,46041
"4052",1999,38001,46129
"4053",1999,31027,46125
"4054",1999,31027,46067
"4055",1999,31051,46125
"4056",1999,31107,46067
"4057",1999,31107,46003
"4058",1999,31107,46015
"4059",1999,31107,46043
"4060",1999,31107,46085
"4061",1999,31107,46125
"4062",1999,31015,46003
"4063",1999,31015,46015
"4064",1999,31015,46043
"4065",1999,31015,46067
"4066",1999,31015,46085
"4067",1999,38085,46041
"4068",1999,38085,46129
"4069",1999,38085,46137
"4070",1999,38029,46041
"4071",1999,38029,46129
"4072",1999,38029,46137
"4073",1999,38021,46037
"4074",1999,38021,46045
"4075",1999,38021,46049
"4076",1999,38021,46115
"4077",1999,38021,46129
"4078",1999,30011,46093
"4079",1999,31103,46085
"4080",1999,31103,46095
"4081",1999,31103,46071
"4082",1999,38077,46037
"4083",1999,27011,46029
"4084",1999,27011,46037
"4085",1999,31045,46071
"4086",1999,19167,46125
"4087",1999,31165,56031
"4088",1999,31165,56009
"4089",1999,31161,46071
"4090",1999,27173,46029
"4091",1999,27173,46057
"4092",1999,28003,47023
"4093",1999,28003,47039
"4094",1999,28003,47077
"4095",1999,28003,47075
"4096",1999,28003,47113
"4097",1999,37011,47179
"4098",1999,37115,47179
"4099",1999,37115,47063
"4100",1999,37115,47089
"4101",1999,1089,47003
"4102",1999,1089,47117
"4103",1999,1089,47127
"4104",1999,1089,47031
"4105",1999,1089,47061
"4106",1999,37039,47105
"4107",1999,37039,47107
"4108",1999,21171,47087
"4109",1999,21171,47159
"4110",1999,21171,47169
"4111",1999,21171,47133
"4112",1999,1083,47003
"4113",1999,1083,47117
"4114",1999,1083,47127
"4115",1999,1083,47119
"4116",1999,37009,51173
"4117",1999,37009,51197
"4118",1999,37009,51640
"4119",1999,21219,47021
"4120",1999,21219,47043
"4121",1999,21219,47083
"4122",1999,21219,47037
"4123",1999,37173,47093
"4124",1999,37173,47105
"4125",1999,37173,47089
"4126",1999,28141,47023
"4127",1999,28141,47039
"4128",1999,28141,47077
"4129",1999,21147,47001
"4130",1999,21147,47173
"4131",1999,21147,47049
"4132",1999,21147,47129
"4133",1999,37199,47179
"4134",1999,21035,47005
"4135",1999,21035,47083
"4136",1999,21035,47017
"4137",1999,21083,47005
"4138",1999,21083,47017
"4139",1999,21083,47053
"4140",1999,37075,47105
"4141",1999,37075,47107
"4142",1999,37075,47093
"4143",1999,21047,47021
"4144",1999,21047,47043
"4145",1999,21047,47083
"4146",1999,21047,47005
"4147",1999,21141,47021
"4148",1999,21141,47037
"4149",1999,37087,47063
"4150",1999,37087,47089
"4151",1999,37087,47093
"4152",1999,21053,47049
"4153",1999,21053,47133
"4154",1999,21053,47087
"4155",1999,37121,47179
"4156",1999,21003,47087
"4157",1999,21003,47159
"4158",1999,21003,47169
"4159",1999,21003,47037
"4160",1999,21003,47189
"4161",1999,21235,47057
"4162",1999,21235,47173
"4163",1999,21235,47001
"4164",1999,13083,47007
"4165",1999,13083,47121
"4166",1999,13083,47143
"4167",1999,13083,47153
"4168",1999,13083,47061
"4169",1999,28093,47075
"4170",1999,29155,47033
"4171",1999,29155,47053
"4172",1999,13213,47107
"4173",1999,13213,47121
"4174",1999,21057,47087
"4175",1999,21057,47133
"4176",1999,21013,47057
"4177",1999,21013,47173
"4178",1999,13313,47007
"4179",1999,13313,47121
"4180",1999,13313,47143
"4181",1999,13313,47153
"4182",1999,13313,47107
"4183",1999,21213,47021
"4184",1999,21213,47037
"4185",1999,21213,47169
"4186",1999,21213,47189
"4187",1999,13295,47007
"4188",1999,13295,47121
"4189",1999,13295,47143
"4190",1999,13295,47153
"4191",1999,28139,47023
"4192",1999,28139,47075
"4193",1999,28139,47113
"4194",1999,28009,47023
"4195",1999,28009,47075
"4196",1999,28009,47113
"4197",1999,21231,47001
"4198",1999,21231,47049
"4199",1999,21231,47129
"4200",1999,21231,47133
"4201",1999,21221,47005
"4202",1999,21221,47083
"4203",1999,13047,47007
"4204",1999,13047,47121
"4205",1999,13047,47143
"4206",1999,13047,47153
"4207",1999,40025,48341
"4208",1999,40025,48233
"4209",1999,40023,48119
"4210",1999,40023,48159
"4211",1999,40023,48343
"4212",1999,40023,48449
"4213",1999,35015,48475
"4214",1999,35015,48243
"4215",1999,35015,48371
"4216",1999,35037,48069
"4217",1999,35037,48375
"4218",1999,35037,48381
"4219",1999,35037,48341
"4220",1999,40009,48129
"4221",1999,40009,48179
"4222",1999,40009,48393
"4223",1999,40009,48191
"4224",1999,40129,48129
"4225",1999,40129,48179
"4226",1999,40129,48393
"4227",1999,40139,48393
"4228",1999,40139,48233
"4229",1999,40139,48341
"4230",1999,22019,48241
"4231",1999,22019,48199
"4232",1999,40007,48393
"4233",1999,35025,48135
"4234",1999,35025,48317
"4235",1999,35025,48329
"4236",1999,35025,48219
"4237",1999,35025,48445
"4238",1999,35025,48475
"4239",1999,35025,48279
"4240",1999,35025,48115
"4241",1999,40045,48393
"4242",1999,40045,48179
"4243",1999,35035,48243
"4244",1999,35035,48377
"4245",1999,22017,48401
"4246",1999,22017,48343
"4247",1999,22017,48183
"4248",1999,22017,48459
"4249",1999,40033,48009
"4250",1999,40033,48023
"4251",1999,40033,48237
"4252",1999,22085,48241
"4253",1999,22085,48405
"4254",1999,22085,48347
"4255",1999,22085,48401
"4256",1999,22031,48401
"4257",1999,22031,48347
"4258",1999,22031,48405
"4259",1999,35009,48069
"4260",1999,35009,48375
"4261",1999,35009,48381
"4262",1999,35009,48219
"4263",1999,35009,48279
"4264",1999,40057,48101
"4265",1999,40057,48191
"4266",1999,40057,48155
"4267",1999,40057,48129
"4268",1999,40057,48179
"4269",1999,35041,48219
"4270",1999,35041,48279
"4271",1999,35041,48445
"4272",1999,40085,48237
"4273",1999,40085,48497
"4274",1999,40085,48121
"4275",1999,40085,48085
"4276",1999,40095,48085
"4277",1999,40095,48121
"4278",1999,40089,48343
"4279",1999,40089,48119
"4280",1999,40089,48159
"4281",1999,40089,48449
"4282",1999,40141,48009
"4283",1999,40141,48023
"4284",1999,40141,48155
"4285",1999,40013,48085
"4286",1999,40013,48121
"4287",1999,40013,48119
"4288",1999,40013,48231
"4289",1999,22115,48241
"4290",1999,40067,48237
"4291",1999,40067,48497
"4292",1999,40067,48009
"4293",1999,22023,48071
"4294",1999,22023,48199
"4295",1999,22023,48291
"4296",1999,22023,48241
"4297",1999,40065,48101
"4298",1999,40065,48155
"4299",1999,40065,48009
"4300",1999,40065,48023
"4301",1999,22011,48241
"4302",1999,8085,49015
"4303",1999,8085,49017
"4304",1999,8085,49055
"4305",1999,8033,49015
"4306",1999,8033,49017
"4307",1999,8033,49055
"4308",1999,32017,49017
"4309",1999,32017,49031
"4310",1999,32017,49041
"4311",1999,32017,49039
"4312",1999,8077,49015
"4313",1999,8077,49017
"4314",1999,8077,49055
"4315",1999,16041,49029
"4316",1999,16041,49057
"4317",1999,8113,49015
"4318",1999,8113,49017
"4319",1999,8113,49055
"4320",1999,32033,49039
"4321",1999,32033,49049
"4322",1999,32033,49041
"4323",1999,32033,49011
"4324",1999,32033,49035
"4325",1999,32033,49057
"4326",1999,4005,49017
"4327",1999,4005,49015
"4328",1999,4005,49055
"4329",1999,16007,49057
"4330",1999,16007,49029
"4331",1999,16007,56035
"4332",1999,8081,49007
"4333",1999,8081,49013
"4334",1999,8081,49015
"4335",1999,8081,56009
"4336",1999,8081,56013
"4337",1999,8081,56025
"4338",1999,8081,56035
"4339",1999,8045,49007
"4340",1999,8045,49013
"4341",1999,8045,49015
"4342",1999,8045,49055
"4343",1999,16071,49057
"4344",1999,16071,49011
"4345",1999,35045,49015
"4346",1999,35045,49017
"4347",1999,35045,49055
"4348",1999,4017,49015
"4349",1999,4017,49017
"4350",1999,4017,49055
"4351",1999,8103,49007
"4352",1999,8103,49013
"4353",1999,8103,49015
"4354",1999,32007,49011
"4355",1999,32007,49035
"4356",1999,32007,49049
"4357",1999,32007,49057
"4358",1999,33009,50023
"4359",1999,33009,50019
"4360",1999,33009,50015
"4361",1999,36115,50023
"4362",1999,36031,50011
"4363",1999,36031,50015
"4364",1999,36031,50023
"4365",1999,36019,50011
"4366",1999,36019,50015
"4367",1999,36019,50023
"4368",1999,33007,50019
"4369",1999,47067,51167
"4370",1999,37033,51019
"4371",1999,37033,51031
"4372",1999,37033,51067
"4373",1999,37033,51037
"4374",1999,37145,51031
"4375",1999,37145,51037
"4376",1999,47163,51167
"4377",1999,47163,51173
"4378",1999,37185,51053
"4379",1999,37185,51111
"4380",1999,37185,51135
"4381",1999,37185,51037
"4382",1999,47091,51167
"4383",1999,47091,51173
"4384",1999,47091,51197
"4385",1999,47091,51640
"4386",1999,24017,11001
"4387",1999,24017,51153
"4388",1999,24017,51600
"4389",1999,24017,51610
"4390",1999,37073,51093
"4391",1999,37073,51181
"4392",1999,37073,51183
"4393",1999,37073,51620
"4394",1999,37073,51700
"4395",1999,37073,51740
"4396",1999,21195,51167
"4397",1999,21195,51720
"4398",1999,21195,54043
"4399",1999,21195,54045
"4400",1999,21195,54109
"4401",1999,37053,51131
"4402",1999,37053,51650
"4403",1999,37053,51710
"4404",1999,37053,51740
"4405",1999,37171,51173
"4406",1999,37171,51197
"4407",1999,37171,51640
"4408",1999,37171,51063
"4409",1999,37171,51155
"4410",1999,37171,51067
"4411",1999,47073,51167
"4412",1999,37169,51063
"4413",1999,37169,51067
"4414",1999,37169,51690
"4415",1999,37029,51710
"4416",1999,37029,51740
"4417",1999,37029,51093
"4418",1999,37029,51700
"4419",1999,37157,51067
"4420",1999,37157,51690
"4421",1999,37157,51019
"4422",1999,37157,51031
"4423",1999,37091,51093
"4424",1999,37091,51181
"4425",1999,37091,51183
"4426",1999,37091,51620
"4427",1999,24031,11001
"4428",1999,24031,51610
"4429",1999,24031,51061
"4430",1999,24031,51153
"4431",1999,24031,51600
"4432",1999,37077,51037
"4433",1999,37077,51111
"4434",1999,37077,51031
"4435",1999,21095,51167
"4436",1999,21095,51720
"4437",1999,24039,51103
"4438",1999,24039,51115
"4439",1999,24039,51119
"4440",1999,24039,51131
"4441",1999,24039,51133
"4442",1999,24033,11001
"4443",1999,24033,51153
"4444",1999,24033,51600
"4445",1999,24033,51610
"4446",1999,37131,51053
"4447",1999,37131,51183
"4448",1999,37131,51595
"4449",1999,37131,51111
"4450",1999,37131,51135
"4451",1999,37131,51093
"4452",1999,37131,51181
"4453",1999,37131,51620
"4454",1999,37005,51173
"4455",1999,37005,51197
"4456",1999,37005,51640
"4457",1999,37181,51037
"4458",1999,37181,51111
"4459",1999,21133,51167
"4460",1999,21133,51720
"4461",1999,24047,51103
"4462",1999,24047,51115
"4463",1999,24047,51119
"4464",1999,24047,51131
"4465",1999,24047,51133
