"","","cofip_sub","cofip_nbr_nbr"
"9965",1999,30083,38013
"9966",1999,30083,38061
"9967",1999,30083,38007
"9968",1999,30083,38025
"9969",1999,27167,38073
"9970",1999,26115,39069
"9971",1999,26115,39123
"9972",1999,26115,39173
"9973",1999,21161,39071
"9974",1999,21161,39131
"9975",1999,21161,39027
"9976",1999,26059,39069
"9977",1999,18001,39003
"9978",1999,18001,39011
"9979",1999,18001,39137
"9980",1999,18001,39149
"9981",1999,21191,39027
"9982",1999,21191,39165
"9983",1999,18075,39109
"9984",1999,18075,39113
"9985",1999,18075,39149
"9986",1999,18075,39011
"9987",1999,21089,39079
"9988",1999,21089,39131
"9989",1999,26091,39069
"9990",1999,26091,39123
"9991",1999,26091,39173
"9992",1999,18177,39113
"9993",1999,18177,39109
"9994",1999,18177,39149
"9995",1999,18033,39069
"9996",1999,18033,39137
"9997",1999,21019,39079
"9998",1999,21019,54043
"9999",1999,21037,39165
"10000",1999,21037,39027
"10001",1999,18161,39113
"10002",1999,18161,39165
"10003",1999,18047,39165
"10004",1999,18047,39113
"10005",1999,21023,39027
"10006",1999,21023,39165
"10007",1999,21023,39071
"10008",1999,18003,39137
"10009",1999,18003,39069
"10010",1999,18003,39003
"10011",1999,18003,39011
"10012",1999,18135,39109
"10013",1999,18135,39113
"10014",1999,18135,39149
"10015",1999,21015,39165
"10016",1999,21117,39165
"10017",1999,21135,39079
"10018",1999,21135,39131
"10019",1999,21135,39071
"10020",1999,5033,40021
"10021",1999,5033,40061
"10022",1999,5033,40101
"10023",1999,20191,40047
"10024",1999,20191,40103
"10025",1999,5127,40061
"10026",1999,5127,40077
"10027",1999,5127,40127
"10028",1999,20007,40047
"10029",1999,20007,40093
"10030",1999,20007,40153
"10031",1999,20025,40153
"10032",1999,20099,40097
"10033",1999,20099,40131
"10034",1999,20077,40047
"10035",1999,20077,40093
"10036",1999,20125,40131
"10037",1999,20125,40143
"10038",1999,20035,40103
"10039",1999,20035,40117
"10040",1999,20035,40143
"10041",1999,20035,40047
"10042",1999,35059,48341
"10043",1999,5113,40061
"10044",1999,5113,40077
"10045",1999,5113,40127
"10046",1999,5081,40127
"10047",1999,5081,48343
"10048",1999,5133,40127
"10049",1999,20033,40153
"10050",1999,20033,40093
"10051",1999,5131,40021
"10052",1999,5131,40061
"10053",1999,5131,40101
"10054",1999,5131,40077
"10055",1999,5131,40127
"10056",1999,29119,40021
"10057",1999,29119,40097
"10058",1999,20019,40103
"10059",1999,20019,40117
"10060",1999,20019,40143
"10061",1999,20019,40131
"10062",1999,5143,40021
"10063",1999,32031,41017
"10064",1999,32031,41013
"10065",1999,32031,41023
"10066",1999,6093,41017
"10067",1999,6093,41019
"10068",1999,6093,41039
"10069",1999,6015,41019
"10070",1999,6015,41011
"10071",1999,16087,41023
"10072",1999,16087,41061
"10073",1999,32013,41013
"10074",1999,32013,41017
"10075",1999,32013,41023
"10076",1999,16003,41061
"10077",1999,16003,41023
"10078",1999,16069,41061
"10079",1999,16069,53001
"10080",1999,16069,53021
"10081",1999,16069,53043
"10082",1999,16075,41023
"10083",1999,16027,41023
"10084",1999,34041,42077
"10085",1999,34041,42091
"10086",1999,34041,42025
"10087",1999,34041,42069
"10088",1999,34041,42079
"10089",1999,24021,42041
"10090",1999,24021,42061
"10091",1999,24021,42067
"10092",1999,24021,42099
"10093",1999,24021,51061
"10094",1999,24021,51153
"10095",1999,36025,42069
"10096",1999,24025,42011
"10097",1999,24025,42043
"10098",1999,24025,42075
"10099",1999,24025,42041
"10100",1999,24001,42013
"10101",1999,24001,42021
"10102",1999,24001,42061
"10103",1999,24001,42129
"10104",1999,34015,42091
"10105",1999,36007,42069
"10106",1999,36007,42131
"10107",1999,36107,42069
"10108",1999,36107,42131
"10109",1999,36107,42081
"10110",1999,36107,42113
"10111",1999,24013,42041
"10112",1999,24013,42043
"10113",1999,36105,42069
"10114",1999,39007,42121
"10115",1999,36013,42047
"10116",1999,36013,42053
"10117",1999,36013,42121
"10118",1999,36015,42081
"10119",1999,36015,42113
"10120",1999,36015,42131
"10121",1999,39099,42019
"10122",1999,39099,42121
"10123",1999,39029,42003
"10124",1999,39029,42019
"10125",1999,24015,42011
"10126",1999,24015,42091
"10127",1999,24015,42043
"10128",1999,24015,42075
"10129",1999,24023,42021
"10130",1999,24023,42129
"10131",1999,24023,54001
"10132",1999,24023,54091
"10133",1999,24023,54093
"10134",1999,24023,54083
"10135",1999,36003,42023
"10136",1999,36003,42047
"10137",1999,36003,42035
"10138",1999,36003,42081
"10139",1999,24043,42061
"10140",1999,24043,42041
"10141",1999,24043,42067
"10142",1999,24043,42099
"10143",1999,24043,51061
"10144",1999,24043,51153
"10145",1999,36009,42047
"10146",1999,36009,42053
"10147",1999,36009,42121
"10148",1999,36009,42023
"10149",1999,34021,42077
"10150",1999,34021,42091
"10151",1999,39155,42019
"10152",1999,39155,42121
"10153",1999,34019,42077
"10154",1999,34019,42091
"10155",1999,24005,42041
"10156",1999,24005,42043
"10157",1999,34005,42091
"10158",1999,34005,42077
"10159",1999,36101,42081
"10160",1999,36101,42023
"10161",1999,36101,42035
"10162",1999,34007,42091
"10163",1999,9011,36103
"10164",1999,37161,45087
"10165",1999,37161,45059
"10166",1999,37155,45041
"10167",1999,37155,45067
"10168",1999,37155,45031
"10169",1999,37155,45043
"10170",1999,37089,45059
"10171",1999,37175,45059
"10172",1999,13033,45063
"10173",1999,13033,45075
"10174",1999,13033,45081
"10175",1999,13033,45009
"10176",1999,13033,45029
"10177",1999,13051,45013
"10178",1999,37153,45031
"10179",1999,37153,45041
"10180",1999,37153,45055
"10181",1999,37045,45087
"10182",1999,37045,45023
"10183",1999,37149,45059
"10184",1999,37149,45087
"10185",1999,37179,45023
"10186",1999,37179,45039
"10187",1999,37179,45055
"10188",1999,37179,45031
"10189",1999,13181,45047
"10190",1999,13251,45009
"10191",1999,13251,45029
"10192",1999,13251,45013
"10193",1999,13073,45047
"10194",1999,13073,45081
"10195",1999,13147,45059
"10196",1999,37119,45023
"10197",1999,37119,45087
"10198",1999,37119,45039
"10199",1999,37119,45055
"10200",1999,13103,45013
"10201",1999,13103,45009
"10202",1999,13103,45029
"10203",1999,13245,45047
"10204",1999,13245,45081
"10205",1999,13245,45063
"10206",1999,13245,45075
"10207",1999,37007,45031
"10208",1999,37007,45041
"10209",1999,37007,45055
"10210",1999,13105,45047
"10211",1999,13105,45059
"10212",1999,37019,45043
"10213",1999,37019,45067
"10214",1999,37047,45043
"10215",1999,37047,45067
"10216",1999,37047,45041
"10217",1999,37165,45031
"10218",1999,37165,45041
"10219",1999,37071,45023
"10220",1999,37071,45087
"10221",1999,38051,46129
"10222",1999,38051,46045
"10223",1999,31031,46071
"10224",1999,31031,46095
"10225",1999,31031,46085
"10226",1999,27133,46079
"10227",1999,27133,46087
"10228",1999,27133,46125
"10229",1999,27117,46079
"10230",1999,27117,46057
"10231",1999,27117,46077
"10232",1999,27117,46087
"10233",1999,27117,46125
"10234",1999,27073,46029
"10235",1999,27073,46037
"10236",1999,27073,46057
"10237",1999,38081,46037
"10238",1999,38081,46045
"10239",1999,38081,46049
"10240",1999,38081,46115
"10241",1999,27081,46079
"10242",1999,27081,46029
"10243",1999,27081,46057
"10244",1999,27081,46077
"10245",1999,38001,46093
"10246",1999,38001,46137
"10247",1999,38001,46041
"10248",1999,38001,46129
"10249",1999,31027,46125
"10250",1999,31027,46067
"10251",1999,31051,46125
"10252",1999,31107,46067
"10253",1999,31107,46003
"10254",1999,31107,46015
"10255",1999,31107,46043
"10256",1999,31107,46085
"10257",1999,31107,46125
"10258",1999,31015,46003
"10259",1999,31015,46015
"10260",1999,31015,46043
"10261",1999,31015,46067
"10262",1999,31015,46085
"10263",1999,38085,46041
"10264",1999,38085,46129
"10265",1999,38085,46137
"10266",1999,38029,46041
"10267",1999,38029,46129
"10268",1999,38029,46137
"10269",1999,38021,46037
"10270",1999,38021,46045
"10271",1999,38021,46049
"10272",1999,38021,46115
"10273",1999,38021,46129
"10274",1999,30011,46093
"10275",1999,31103,46085
"10276",1999,31103,46095
"10277",1999,31103,46071
"10278",1999,38077,46037
"10279",1999,27011,46029
"10280",1999,27011,46037
"10281",1999,31045,46071
"10282",1999,19167,46125
"10283",1999,31165,56031
"10284",1999,31165,56009
"10285",1999,31161,46071
"10286",1999,27173,46029
"10287",1999,27173,46057
"10288",1999,28003,47023
"10289",1999,28003,47039
"10290",1999,28003,47077
"10291",1999,28003,47075
"10292",1999,28003,47113
"10293",1999,37011,47179
"10294",1999,37115,47179
"10295",1999,37115,47063
"10296",1999,37115,47089
"10297",1999,1089,47003
"10298",1999,1089,47117
"10299",1999,1089,47127
"10300",1999,1089,47031
"10301",1999,1089,47061
"10302",1999,37039,47105
"10303",1999,37039,47107
"10304",1999,21171,47087
"10305",1999,21171,47159
"10306",1999,21171,47169
"10307",1999,21171,47133
"10308",1999,1083,47003
"10309",1999,1083,47117
"10310",1999,1083,47127
"10311",1999,1083,47119
"10312",1999,37009,51173
"10313",1999,37009,51197
"10314",1999,37009,51640
"10315",1999,21219,47021
"10316",1999,21219,47043
"10317",1999,21219,47083
"10318",1999,21219,47037
"10319",1999,37173,47093
"10320",1999,37173,47105
"10321",1999,37173,47089
"10322",1999,28141,47023
"10323",1999,28141,47039
"10324",1999,28141,47077
"10325",1999,21147,47001
"10326",1999,21147,47173
"10327",1999,21147,47049
"10328",1999,21147,47129
"10329",1999,37199,47179
"10330",1999,21035,47005
"10331",1999,21035,47083
"10332",1999,21035,47017
"10333",1999,21083,47005
"10334",1999,21083,47017
"10335",1999,21083,47053
"10336",1999,37075,47105
"10337",1999,37075,47107
"10338",1999,37075,47093
"10339",1999,21047,47021
"10340",1999,21047,47043
"10341",1999,21047,47083
"10342",1999,21047,47005
"10343",1999,21141,47021
"10344",1999,21141,47037
"10345",1999,37087,47063
"10346",1999,37087,47089
"10347",1999,37087,47093
"10348",1999,21053,47049
"10349",1999,21053,47133
"10350",1999,21053,47087
"10351",1999,37121,47179
"10352",1999,21003,47087
"10353",1999,21003,47159
"10354",1999,21003,47169
"10355",1999,21003,47037
"10356",1999,21003,47189
"10357",1999,21235,47057
"10358",1999,21235,47173
"10359",1999,21235,47001
"10360",1999,13083,47007
"10361",1999,13083,47121
"10362",1999,13083,47143
"10363",1999,13083,47153
"10364",1999,13083,47061
"10365",1999,28093,47075
"10366",1999,29155,47033
"10367",1999,29155,47053
"10368",1999,13213,47107
"10369",1999,13213,47121
"10370",1999,21057,47087
"10371",1999,21057,47133
"10372",1999,21013,47057
"10373",1999,21013,47173
"10374",1999,13313,47007
"10375",1999,13313,47121
"10376",1999,13313,47143
"10377",1999,13313,47153
"10378",1999,13313,47107
"10379",1999,21213,47021
"10380",1999,21213,47037
"10381",1999,21213,47169
"10382",1999,21213,47189
"10383",1999,13295,47007
"10384",1999,13295,47121
"10385",1999,13295,47143
"10386",1999,13295,47153
"10387",1999,28139,47023
"10388",1999,28139,47075
"10389",1999,28139,47113
"10390",1999,28009,47023
"10391",1999,28009,47075
"10392",1999,28009,47113
"10393",1999,21231,47001
"10394",1999,21231,47049
"10395",1999,21231,47129
"10396",1999,21231,47133
"10397",1999,21221,47005
"10398",1999,21221,47083
"10399",1999,13047,47007
"10400",1999,13047,47121
"10401",1999,13047,47143
"10402",1999,13047,47153
"10403",1999,40025,48341
"10404",1999,40025,48233
"10405",1999,40023,48119
"10406",1999,40023,48159
"10407",1999,40023,48343
"10408",1999,40023,48449
"10409",1999,35015,48475
"10410",1999,35015,48243
"10411",1999,35015,48371
"10412",1999,35037,48069
"10413",1999,35037,48375
"10414",1999,35037,48381
"10415",1999,35037,48341
"10416",1999,40009,48129
"10417",1999,40009,48179
"10418",1999,40009,48393
"10419",1999,40009,48191
"10420",1999,40129,48129
"10421",1999,40129,48179
"10422",1999,40129,48393
"10423",1999,40139,48393
"10424",1999,40139,48233
"10425",1999,40139,48341
"10426",1999,22019,48241
"10427",1999,22019,48199
"10428",1999,40007,48393
"10429",1999,35025,48135
"10430",1999,35025,48317
"10431",1999,35025,48329
"10432",1999,35025,48219
"10433",1999,35025,48445
"10434",1999,35025,48475
"10435",1999,35025,48279
"10436",1999,35025,48115
"10437",1999,40045,48393
"10438",1999,40045,48179
"10439",1999,35035,48243
"10440",1999,35035,48377
"10441",1999,22017,48401
"10442",1999,22017,48343
"10443",1999,22017,48183
"10444",1999,22017,48459
"10445",1999,40033,48009
"10446",1999,40033,48023
"10447",1999,40033,48237
"10448",1999,22085,48241
"10449",1999,22085,48405
"10450",1999,22085,48347
"10451",1999,22085,48401
"10452",1999,22031,48401
"10453",1999,22031,48347
"10454",1999,22031,48405
"10455",1999,35009,48069
"10456",1999,35009,48375
"10457",1999,35009,48381
"10458",1999,35009,48219
"10459",1999,35009,48279
"10460",1999,40057,48101
"10461",1999,40057,48191
"10462",1999,40057,48155
"10463",1999,40057,48129
"10464",1999,40057,48179
"10465",1999,35041,48219
"10466",1999,35041,48279
"10467",1999,35041,48445
"10468",1999,40085,48237
"10469",1999,40085,48497
"10470",1999,40085,48121
"10471",1999,40085,48085
"10472",1999,40095,48085
"10473",1999,40095,48121
"10474",1999,40089,48343
"10475",1999,40089,48119
"10476",1999,40089,48159
"10477",1999,40089,48449
"10478",1999,40141,48009
"10479",1999,40141,48023
"10480",1999,40141,48155
"10481",1999,40013,48085
"10482",1999,40013,48121
"10483",1999,40013,48119
"10484",1999,40013,48231
"10485",1999,22115,48241
"10486",1999,40067,48237
"10487",1999,40067,48497
"10488",1999,40067,48009
"10489",1999,22023,48071
"10490",1999,22023,48199
"10491",1999,22023,48291
"10492",1999,22023,48241
"10493",1999,40065,48101
"10494",1999,40065,48155
"10495",1999,40065,48009
"10496",1999,40065,48023
"10497",1999,22011,48241
"10498",1999,8085,49015
"10499",1999,8085,49017
"10500",1999,8085,49055
"10501",1999,8033,49015
"10502",1999,8033,49017
"10503",1999,8033,49055
"10504",1999,32017,49017
"10505",1999,32017,49031
"10506",1999,32017,49041
"10507",1999,32017,49039
"10508",1999,8077,49015
"10509",1999,8077,49017
"10510",1999,8077,49055
"10511",1999,16041,49029
"10512",1999,16041,49057
"10513",1999,8113,49015
"10514",1999,8113,49017
"10515",1999,8113,49055
"10516",1999,32033,49039
"10517",1999,32033,49049
"10518",1999,32033,49041
"10519",1999,32033,49011
"10520",1999,32033,49035
"10521",1999,32033,49057
"10522",1999,4005,49017
"10523",1999,4005,49015
"10524",1999,4005,49055
"10525",1999,16007,49057
"10526",1999,16007,49029
"10527",1999,16007,56035
"10528",1999,8081,49007
"10529",1999,8081,49013
"10530",1999,8081,49015
"10531",1999,8081,56009
"10532",1999,8081,56013
"10533",1999,8081,56025
"10534",1999,8081,56035
"10535",1999,8045,49007
"10536",1999,8045,49013
"10537",1999,8045,49015
"10538",1999,8045,49055
"10539",1999,16071,49057
"10540",1999,16071,49011
"10541",1999,35045,49015
"10542",1999,35045,49017
"10543",1999,35045,49055
"10544",1999,4017,49015
"10545",1999,4017,49017
"10546",1999,4017,49055
"10547",1999,8103,49007
"10548",1999,8103,49013
"10549",1999,8103,49015
"10550",1999,32007,49011
"10551",1999,32007,49035
"10552",1999,32007,49049
"10553",1999,32007,49057
"10554",1999,33009,50023
"10555",1999,33009,50019
"10556",1999,33009,50015
"10557",1999,36115,50023
"10558",1999,36031,50011
"10559",1999,36031,50015
"10560",1999,36031,50023
"10561",1999,36019,50011
"10562",1999,36019,50015
"10563",1999,36019,50023
"10564",1999,33007,50019
"10565",1999,47067,51167
"10566",1999,37033,51019
"10567",1999,37033,51031
"10568",1999,37033,51067
"10569",1999,37033,51037
"10570",1999,37145,51031
"10571",1999,37145,51037
"10572",1999,47163,51167
"10573",1999,47163,51173
"10574",1999,37185,51053
"10575",1999,37185,51111
"10576",1999,37185,51135
"10577",1999,37185,51037
"10578",1999,47091,51167
"10579",1999,47091,51173
"10580",1999,47091,51197
"10581",1999,47091,51640
"10582",1999,24017,11001
"10583",1999,24017,51153
"10584",1999,24017,51600
"10585",1999,24017,51610
"10586",1999,37073,51093
"10587",1999,37073,51181
"10588",1999,37073,51183
"10589",1999,37073,51620
"10590",1999,37073,51700
"10591",1999,37073,51740
"10592",1999,21195,51167
"10593",1999,21195,51720
"10594",1999,21195,54043
"10595",1999,21195,54045
"10596",1999,21195,54109
"10597",1999,37053,51131
"10598",1999,37053,51650
"10599",1999,37053,51710
"10600",1999,37053,51740
"10601",1999,37171,51173
"10602",1999,37171,51197
"10603",1999,37171,51640
"10604",1999,37171,51063
"10605",1999,37171,51155
"10606",1999,37171,51067
"10607",1999,47073,51167
"10608",1999,37169,51063
"10609",1999,37169,51067
"10610",1999,37169,51690
"10611",1999,37029,51710
"10612",1999,37029,51740
"10613",1999,37029,51093
"10614",1999,37029,51700
"10615",1999,37157,51067
"10616",1999,37157,51690
"10617",1999,37157,51019
"10618",1999,37157,51031
"10619",1999,37091,51093
"10620",1999,37091,51181
"10621",1999,37091,51183
"10622",1999,37091,51620
"10623",1999,24031,11001
"10624",1999,24031,51610
"10625",1999,24031,51061
"10626",1999,24031,51153
"10627",1999,24031,51600
"10628",1999,37077,51037
"10629",1999,37077,51111
"10630",1999,37077,51031
"10631",1999,21095,51167
"10632",1999,21095,51720
"10633",1999,24039,51103
"10634",1999,24039,51115
"10635",1999,24039,51119
"10636",1999,24039,51131
"10637",1999,24039,51133
"10638",1999,24033,11001
"10639",1999,24033,51153
"10640",1999,24033,51600
"10641",1999,24033,51610
"10642",1999,37131,51053
"10643",1999,37131,51183
"10644",1999,37131,51595
"10645",1999,37131,51111
"10646",1999,37131,51135
"10647",1999,37131,51093
"10648",1999,37131,51181
"10649",1999,37131,51620
"10650",1999,37005,51173
"10651",1999,37005,51197
"10652",1999,37005,51640
"10653",1999,37181,51037
"10654",1999,37181,51111
"10655",1999,21133,51167
"10656",1999,21133,51720
"10657",1999,24047,51103
"10658",1999,24047,51115
"10659",1999,24047,51119
"10660",1999,24047,51131
"10661",1999,24047,51133
"10662",1999,41049,53021
"10663",1999,41049,53025
"10664",1999,41049,53077
"10665",1999,41009,53041
"10666",1999,41009,53049
"10667",1999,41051,53041
"10668",1999,41051,53077
"10669",1999,41007,53041
"10670",1999,41007,53049
"10671",1999,41055,53077
"10672",1999,16057,53001
"10673",1999,16057,53021
"10674",1999,16057,53043
"10675",1999,41063,53021
"10676",1999,16055,53043
"10677",1999,16055,53065
"10678",1999,41059,53021
"10679",1999,41059,53025
"10680",1999,41059,53077
"10681",1999,41065,53077
"10682",1999,41027,53077
"10683",1999,41027,53041
"10684",1999,41021,53077
"10685",1999,16009,53043
"10686",1999,16009,53065
"10687",1999,16009,53001
"10688",1999,16009,53021
"10689",1999,39105,54079
"10690",1999,39105,54085
"10691",1999,39105,54105
"10692",1999,39105,54039
"10693",1999,39105,54087
"10694",1999,51091,54083
"10695",1999,51091,54101
"10696",1999,42051,54049
"10697",1999,42051,54091
"10698",1999,42051,54001
"10699",1999,42051,54093
"10700",1999,51027,54043
"10701",1999,51027,54045
"10702",1999,51027,54109
"10703",1999,39053,54079
"10704",1999,39053,54043
"10705",1999,42059,54049
"10706",1999,42059,54091
"10707",1999,42059,54017
"10708",1999,42059,54033
"10709",1999,39167,54085
"10710",1999,39167,54105
"10711",1999,39167,54017
"10712",1999,51071,54081
"10713",1999,51071,54109
"10714",1999,51071,54019
"10715",1999,39009,54085
"10716",1999,39009,54105
"10717",1999,21159,54043
"10718",1999,21159,54045
"10719",1999,21159,54109
"10720",1999,51165,54083
"10721",1999,51005,54019
"10722",1999,51005,54067
"10723",1999,51005,54101
"10724",1999,51015,54083
"10725",1999,51021,54081
"10726",1999,51021,54109
"10727",1999,51017,54083
"10728",1999,51017,54101
"10729",1999,51017,54019
"10730",1999,51017,54067
"10731",1999,39111,54017
"10732",1999,39111,54033
"10733",1999,39111,54049
"10734",1999,39111,54085
"10735",1999,21127,54043
"10736",1999,39087,54043
"10737",1999,39087,54079
"10738",1999,51185,54081
"10739",1999,51185,54109
"10740",1999,27169,55035
"10741",1999,27169,55053
"10742",1999,27169,55081
"10743",1999,27049,55033
"10744",1999,27049,55035
"10745",1999,17201,55025
"10746",1999,17201,55055
"10747",1999,17201,55049
"10748",1999,17111,26005
"10749",1999,17111,55101
"10750",1999,17111,55055
"10751",1999,17111,55133
"10752",1999,19061,55049
"10753",1999,19061,55103
"10754",1999,27115,27075
"10755",1999,27115,55007
"10756",1999,27115,55113
"10757",1999,27115,55129
"10758",1999,27115,55005
"10759",1999,27157,55035
"10760",1999,27157,55033
"10761",1999,19043,55103
"10762",1999,19043,55049
"10763",1999,26071,55067
"10764",1999,26071,55083
"10765",1999,26071,55085
"10766",1999,26071,55099
"10767",1999,27017,27075
"10768",1999,27017,55007
"10769",1999,27017,55113
"10770",1999,27017,55129
"10771",1999,17177,55049
"10772",1999,17177,55025
"10773",1999,26053,55003
"10774",1999,26053,55099
"10775",1999,26053,55085
"10776",1999,27025,55005
"10777",1999,27025,55129
"10778",1999,27025,55033
"10779",1999,17007,55055
"10780",1999,17007,55101
"10781",1999,17007,55133
"10782",1999,17007,55025
"10783",1999,17097,26005
"10784",1999,17097,55101
"10785",1999,27163,55033
"10786",1999,27163,55005
"10787",1999,27055,55057
"10788",1999,27055,55081
"10789",1999,27055,55103
"10790",1999,27055,55111
"10791",1999,27055,55053
"10792",1999,27037,55033
"10793",1999,26043,55029
"10794",1999,26043,55083
"10795",1999,26109,55029
"10796",1999,26109,55083
"10797",1999,27137,27075
"10798",1999,27137,55007
"10799",1999,27137,55113
"10800",1999,27137,55129
"10801",1999,46081,56009
"10802",1999,30075,56019
"10803",1999,30075,56009
"10804",1999,31105,56031
"10805",1999,30009,56019
"10806",1999,30009,56043
"10807",1999,30009,56013
"10808",1999,30009,56017
"10809",1999,46033,56009
"10810",1999,46033,56031
"10811",1999,49043,56013
"10812",1999,49043,56035
"10813",1999,8069,56031
"10814",1999,8069,56009
"10815",1999,30031,56013
"10816",1999,30031,56017
"10817",1999,30031,56043
"10818",1999,30031,56035
"10819",1999,16081,56013
"10820",1999,16081,56035
"10821",1999,16019,56035
"10822",1999,16019,56013
"10823",1999,49033,56035
"10824",1999,30003,56019
"10825",1999,30003,56043
"10826",1999,31157,56031
"10827",1999,8057,56009
"10828",1999,8057,56031
"10829",1999,8057,56013
"10830",1999,8057,56025
"10831",1999,46103,56009
"10832",1999,8107,56009
"10833",1999,8107,56013
"10834",1999,8107,56025
"10835",1999,16029,56035
"10836",1999,31007,56031
"10837",1999,30067,56013
"10838",1999,30067,56017
"10839",1999,30067,56043
"10840",1999,49009,56013
"10841",1999,49009,56035
"10842",1999,46047,56009
"10843",1999,46047,56031
"10844",1999,4027,6073
"10845",1999,4015,6029
"10846",1999,4015,6037
"10847",1999,4015,6059
"10848",1999,4015,49017
"10849",1999,4012,6029
"10850",1999,4012,6037
"10851",1999,4012,6059
"10852",1999,4012,6073
"10853",1999,4001,8111
"10854",1999,4001,35043
"10855",1999,4001,35051
"10856",1999,4001,35053
"10857",1999,4001,35001
"10858",1999,4001,35061
"10859",1999,4001,49015
"10860",1999,4001,49017
"10861",1999,4001,49055
"10862",1999,1061,12005
"10863",1999,1061,12133
"10864",1999,1061,12013
"10865",1999,1061,12077
"10866",1999,1039,12005
"10867",1999,1039,12133
"10868",1999,1069,12005
"10869",1999,1069,12013
"10870",1999,1069,12077
"10871",1999,1069,12133
"10872",1999,1069,13007
"10873",1999,1069,13037
"10874",1999,1069,13201
"10875",1999,12065,13071
"10876",1999,12065,13075
"10877",1999,12065,13205
"10878",1999,12039,13007
"10879",1999,12039,13201
"10880",1999,12039,13205
"10881",1999,1113,13197
"10882",1999,1113,13263
"10883",1999,1113,13243
"10884",1999,1113,13307
"10885",1999,1017,13199
"10886",1999,1017,13263
"10887",1999,1017,13077
"10888",1999,12089,13025
"10889",1999,12089,13127
"10890",1999,12073,13205
"10891",1999,12073,13071
"10892",1999,1019,13015
"10893",1999,1019,13129
"10894",1999,1019,13223
"10895",1999,12003,13003
"10896",1999,12003,13173
"10897",1999,12003,13025
"10898",1999,12003,13005
"10899",1999,12003,13069
"10900",1999,12003,13229
"10901",1999,1081,13199
"10902",1999,1081,13263
"10903",1999,12047,13173
"10904",1999,12047,13019
"10905",1999,12047,13075
"10906",1999,1005,13037
"10907",1999,1005,13243
"10908",1999,1005,13197
"10909",1999,1005,13307
"10910",1999,1071,47031
"10911",1999,1071,47061
"10912",1999,1071,47127
"10913",1999,1071,47153
"10914",1999,12079,13019
"10915",1999,12079,13075
"10916",1999,12079,13173
"10917",1999,12079,13071
"10918",1999,1067,13007
"10919",1999,1067,13037
"10920",1999,1067,13201
"10921",1999,1067,13243
"10922",1999,1111,13077
"10923",1999,1111,13199
"10924",1999,1111,13097
"10925",1999,1111,13121
"10926",1999,1111,13223
"10927",1999,1029,13015
"10928",1999,1029,13223
"10929",1999,1029,13077
"10930",1999,1029,13097
"10931",1999,1029,13121
"10932",1999,12063,13201
"10933",1999,1049,13129
"10934",1999,12023,13003
"10935",1999,12023,13173
"10936",1999,17075,18073
"10937",1999,17075,18157
"10938",1999,17075,18181
"10939",1999,17023,18021
"10940",1999,17023,18121
"10941",1999,17023,18055
"10942",1999,17185,18125
"10943",1999,17185,18027
"10944",1999,17185,18055
"10945",1999,17059,21233
"10946",1999,17091,18073
"10947",1999,17091,18127
"10948",1999,17031,18073
"10949",1999,17031,18127
"10950",1999,17033,18021
"10951",1999,17033,18055
"10952",1999,17033,18027
"10953",1999,17033,18125
"10954",1999,17101,18027
"10955",1999,17101,18055
"10956",1999,17101,18125
"10957",1999,17183,18073
"10958",1999,17183,18157
"10959",1999,17183,18181
"10960",1999,17183,18045
"10961",1999,17183,18121
"10962",1999,17193,18125
"10963",1999,17045,18045
"10964",1999,17045,18121
"10965",1999,17045,18021
"10966",1999,17197,18073
"10967",1999,17197,18127
"10968",1999,17071,19087
"10969",1999,17085,19105
"10970",1999,17085,19055
"10971",1999,17085,55049
"10972",1999,17085,55103
"10973",1999,17067,19087
"10974",1999,17067,29103
"10975",1999,17067,29205
"10976",1999,17015,19105
"10977",1999,17015,19031
"10978",1999,17161,19087
"10979",1999,17161,19103
"10980",1999,17161,19183
"10981",1999,17161,19031
"10982",1999,17161,19105
"10983",1999,17131,19087
"10984",1999,17131,19103
"10985",1999,17131,19183
"10986",1999,17195,19031
"10987",1999,17195,19105
"10988",1999,8009,20067
"10989",1999,8009,20093
"10990",1999,8009,35021
"10991",1999,8063,20109
"10992",1999,8063,20193
"10993",1999,8063,20203
"10994",1999,8125,31085
"10995",1999,8061,20203
"10996",1999,8017,20203
"10997",1999,8017,20109
"10998",1999,8099,20067
"10999",1999,8099,20093
"11000",1999,8099,20203
"11001",1999,18163,21149
"11002",1999,18163,21233
"11003",1999,17069,21033
"11004",1999,17069,21143
"11005",1999,17069,21233
"11006",1999,17069,21157
"11007",1999,17003,29207
"11008",1999,17003,29017
"11009",1999,18019,21029
"11010",1999,18019,21211
"11011",1999,18019,21215
"11012",1999,18019,21103
"11013",1999,18173,21149
"11014",1999,18173,21233
"11015",1999,18173,21183
"11016",1999,18029,21081
"11017",1999,18029,39113
"11018",1999,18029,39165
"11019",1999,18147,21149
"11020",1999,18147,21183
"11021",1999,17153,21157
"11022",1999,18061,21029
"11023",1999,18061,21085
"11024",1999,18061,21099
"11025",1999,18061,21123
"11026",1999,18061,21179
"11027",1999,18061,21211
"11028",1999,18061,21215
"11029",1999,18155,21081
"11030",1999,18155,21187
"11031",1999,18155,21103
"11032",1999,18077,21103
"11033",1999,18077,21187
"11034",1999,17127,21157
"11035",1999,17127,21143
"11036",1999,18123,21183
"11037",1999,18123,21085
"11038",1999,18129,21149
"11039",1999,18129,21233
