cofip_nbr,mean_temp_jan_nbr,mean_sunlight_jan_nbr,mean_sunlight_july_nbr,mean_humidity_july_nbr,top_code_nbr,pct_water_nbr,ln_pct_water_nbr,jan_tmp_z_nbr,jan_sun_z_nbr,jul_temp_z_nbr,jul_hum_z_nbr,top_z_nbr,pct_water_z_nbr,amen_scale_nbr
32013,28.2,200,71,19,12,0.1,2.333,-0.38556,1.46005,0.90302,2.53247,0.47368,-1.1159,3.87
32015,29.6,150,70,19,12,0.47,3.846,-0.26974,-0.0454,1.29248,2.53247,0.47368,-0.31508,3.67
32017,31.5,239,76,14,12,0.03,0.95,-0.11257,2.6343,-0.15715,2.87475,0.47368,-1.84826,3.86
32019,31.7,200,71.1,19,12,1.13,4.724,-0.09602,1.46005,1.17759,2.53247,0.47368,0.14959,5.7
32021,32.9,239,78,14,12,1.48,4.999,0.00325,2.6343,-0.57432,2.87475,0.47368,0.29528,5.71
32023,30.2,239,73,14,12,0.07,1.927,-0.22011,2.6343,0.53752,2.87475,0.47368,-1.33114,4.97
32027,30,200,75.2,19,12,0.97,4.573,-0.23665,1.46005,-0.07124,2.53247,0.47368,0.06984,4.23
32029,32.8,200,69.7,19,12,0.13,2.556,-0.00502,1.46005,1.64876,2.53247,0.47368,-0.99787,5.11
32031,31.9,200,69.3,19,12,3.19,5.765,-0.07948,1.46005,1.6788,2.53247,0.47368,0.70077,6.77
32033,23.6,150,67.2,19,12,0.23,3.142,-0.7661,-0.0454,1.52856,2.53247,0.47368,-0.68802,3.04
32510,32.8,200,69.7,19,12,7.9,6.672,-0.00502,1.46005,1.64876,2.53247,0.47368,1.18066,7.29
33001,20.4,140,70.3,68,16,14.36,7.269,-1.03082,-0.34649,0.41941,-0.82193,1.08035,1.49692,0.8
33003,20.4,140,70.3,68,20,5.89,6.378,-1.03082,-0.34649,0.41941,-0.82193,1.68702,1.02499,0.93
33005,22,140,70.2,68,16,2.98,5.698,-0.89846,-0.34649,0.58411,-0.82193,1.08035,0.66491,0.26
33007,16,115,63.3,79,20,1.7,5.134,-1.39481,-1.09921,1.92259,-1.57496,1.68702,0.36638,-0.09
33009,18.1,140,69.1,68,20,2.1,5.348,-1.22109,-0.34649,0.54397,-0.82193,1.68702,0.4799,0.32
33011,22.2,140,70,68,16,1.77,5.177,-0.88191,-0.34649,0.65511,-0.82193,1.08035,0.38914,0.07
33013,20.6,140,69.7,68,16,2.3,5.44,-1.01427,-0.34649,0.59797,-0.82193,1.08035,0.52851,0.02
33015,21.3,140,68.9,68,10,12.44,7.126,-0.95637,-0.34649,0.87336,-0.82193,0.17034,1.42121,0.34
33017,22.8,140,69.2,68,10,3.94,5.976,-0.83228,-0.34649,0.9219,-0.82193,0.17034,0.81223,-0.1
33019,18.1,140,69.1,68,16,2.63,5.573,-1.22109,-0.34649,0.54397,-0.82193,1.08035,0.59901,-0.17
34001,34.8,154,74.3,74,1,16.43,7.404,0.16043,0.07504,0.58418,-1.23267,-1.19466,1.56834,-0.04
34003,30.3,153,75.9,60,15,5.11,6.237,-0.21184,0.04493,-0.23362,-0.27427,0.92868,0.95045,1.2
34005,33,151,77.3,60,2,1.8,5.19,0.01152,-0.01529,-0.37749,-0.27427,-1.043,0.39635,-1.3
34007,32.3,151,76.8,60,2,2.31,5.441,-0.04639,-0.01529,-0.30335,-0.27427,-1.043,0.52912,-1.15
34009,32.7,154,75.1,74,1,58.86,8.68,-0.01329,0.07504,0.1882,-1.23267,-1.19466,2.24379,0.07
34011,33.2,151,76,60,1,27.68,7.926,0.02807,-0.01529,-0.01072,-0.27427,-1.19466,1.84439,0.38
34013,31.4,153,76.4,60,9,2.55,5.54,-0.12084,0.04493,-0.27331,-0.27427,0.01867,0.58146,-0.02
34015,32.4,151,75.7,60,2,3.6,5.886,-0.03811,-0.01529,0.00103,-0.27427,-1.043,0.76464,-0.61
34017,31,153,74.8,60,2,25.07,7.827,-0.15393,0.04493,0.12244,-0.27427,-1.043,1.79208,0.49
34019,29.2,153,74.5,60,15,1.77,5.177,-0.30283,0.04493,0.04807,-0.27427,0.92868,0.3896,0.83
34021,32.1,151,75.9,60,5,1.28,4.849,-0.06293,-0.01529,-0.07858,-0.27427,-0.588,0.21562,-0.8
34023,31.2,151,74.9,60,2,3.73,5.92,-0.13738,-0.01529,0.11278,-0.27427,-1.043,0.78285,-0.57
34025,31.3,151,74.5,60,2,29.08,7.975,-0.12911,-0.01529,0.22895,-0.27427,-1.043,1.87058,0.64
34027,27.6,153,72.5,60,15,2.55,5.543,-0.4352,0.04493,0.44802,-0.27427,0.92868,0.58285,1.3
34029,31.3,151,74.5,60,2,30.52,8.024,-0.12911,-0.01529,0.22895,-0.27427,-1.043,1.89621,0.66
34031,30.3,153,75.9,60,15,6.1,6.413,-0.21184,0.04493,-0.23362,-0.27427,0.92868,1.04382,1.3
34033,32,151,75.8,60,2,9.31,6.837,-0.0712,-0.01529,-0.06031,-0.27427,-1.043,1.26793,-0.2
34035,29.8,153,74.5,60,9,0.11,2.411,-0.2532,0.04493,0.09975,-0.27427,0.01867,-1.07479,-1.44
34037,25.2,153,71.7,60,16,2.75,5.615,-0.63374,0.04493,0.45641,-0.27427,1.08035,0.62148,1.3
34039,31.6,153,75.5,60,9,2.06,5.327,-0.10429,0.04493,-0.01409,-0.27427,0.01867,0.46863,0.14
34041,29.7,153,74.4,60,16,1.34,4.898,-0.26147,0.04493,0.11802,-0.27427,1.08035,0.24146,0.95
35001,35.2,233,78.7,28,12,0.22,3.106,0.19352,2.45365,-0.56444,1.91635,0.47368,-0.70691,3.77
35003,30.7,258,67.5,36,21,0.02,0.566,-0.17875,3.20637,2.05942,1.3687,1.83868,-2.05161,6.24
35005,38.1,246,79.2,35,15,0.07,1.936,0.43342,2.84507,-0.4491,1.43715,0.92868,-1.32635,3.87
35006,35.2,233,78.7,28,12,0.06,1.729,0.19352,2.45365,-0.56444,1.91635,0.47368,-2.35103,3.04
35007,29.1,202,72.2,37,16,0.3,3.408,-0.31111,1.52027,0.65788,1.30024,1.08035,-0.54713,3.7
35009,37.2,211,77.6,42,2,0.12,2.503,0.35897,1.79125,-0.09641,0.95795,-1.043,-1.02614,0.94
35011,38.5,246,78.8,35,5,0.38,3.648,0.46651,2.84507,-0.30709,1.43715,-0.588,-0.42012,3.43
35013,41.7,246,80,29,12,0.2,2.971,0.73124,2.84507,-0.35413,1.84789,0.47368,-0.7786,4.77
35015,42.7,246,81.3,35,15,0.37,3.612,0.81396,2.84507,-0.61754,1.43715,0.92868,-0.43901,4.97
35017,37.1,258,72.4,36,21,0.04,1.407,0.3507,3.20637,1.29315,1.3687,1.83868,-1.60635,6.45
35019,38.8,246,77.4,35,5,0.04,1.376,0.49133,2.84507,0.09518,1.43715,-0.588,-1.62279,2.66
35021,33,211,73.1,42,6,0.03,1.054,0.01152,1.79125,0.7518,0.95795,-0.43633,-1.7931,1.28
35023,41,246,78.9,29,12,0.01,0,0.67333,2.84507,-0.11865,1.84789,0.47368,-2.35103,3.37
35025,42.2,246,80.1,35,2,0.02,0.881,0.7726,2.84507,-0.33795,1.43715,-1.043,-1.88492,1.79
35027,36.2,233,75.9,28,20,0,0,0.27624,2.45365,0.27456,1.91635,1.68702,-2.35103,4.26
35028,29.1,202,68.5,37,17,0,0,-0.31111,1.52027,1.65273,1.30024,1.23201,-2.35103,3.04
35029,40.9,246,80.7,29,12,0.01,0,0.66505,2.84507,-0.61125,1.84789,0.47368,-2.35103,2.87
35031,30.3,183,71.4,21,11,0.12,2.476,-0.21184,0.9482,0.97634,2.39555,0.32201,-1.04027,3.39
35033,30.7,202,68.6,37,21,0.12,2.51,-0.17875,1.52027,1.76366,1.30024,1.83868,-1.02222,5.22
35035,39.3,246,80.6,29,20,0.01,0.306,0.53269,2.84507,-0.72217,1.84789,1.68702,-2.18908,4
35037,38.4,211,78.7,42,5,0.24,3.171,0.45824,1.79125,-0.28882,0.95795,-0.588,-0.67235,1.66
35039,22.6,202,64.5,37,17,0.65,4.178,-0.84882,1.52027,2.1684,1.30024,1.23201,-0.13939,5.23
35041,37.8,211,77.6,42,2,0.26,3.258,0.40861,1.79125,-0.04473,0.95795,-1.043,-0.62665,1.44
35043,29.1,202,68.5,37,12,0.13,2.598,-0.31111,1.52027,1.65273,1.30024,0.47368,-0.97594,3.66
35045,28.6,183,75,21,11,0.44,3.782,-0.35247,0.9482,-0.13805,2.39555,0.32201,-0.349,2.83
35047,31.2,202,68.3,37,6,0.39,3.67,-0.13738,1.52027,1.88739,1.30024,-0.43633,-0.40834,3.73
35049,29.8,202,70.4,37,12,0.08,2.125,-0.2532,1.52027,1.20216,1.30024,0.47368,-1.22619,3.02
35051,40,233,79.3,28,21,1.32,4.885,0.5906,2.45365,-0.31234,1.91635,1.83868,0.23503,6.72
35053,37.3,233,78.4,28,12,0.03,1.091,0.36724,2.45365,-0.3029,1.91635,0.47368,-1.77341,3.13
35055,21.9,202,65.8,37,21,0.07,1.89,-0.90673,1.52027,1.75857,1.30024,1.83868,-1.35036,4.16
35057,30.9,239,71,31,12,0.03,1.095,-0.1622,2.6343,1.13557,1.71098,0.47368,-1.77151,4.02
35059,33.1,211,73.6,42,6,0.02,0.724,0.0198,1.79125,0.62597,0.95795,-0.43633,-1.96792,0.99
35061,35.2,233,78.7,28,12,0.06,1.729,0.19352,2.45365,-0.56444,1.91635,0.47368,-1.43604,3.04
36001,21.5,135,72,62,20,1.82,5.204,-0.93982,-0.49703,0.05706,-0.41119,1.68702,0.40371,0.3
36003,22.8,110,67.7,66,15,0.41,3.704,-0.83228,-1.24976,1.32521,-0.68502,0.92868,-0.39047,-0.9
36005,32.2,151,76.6,63,9,26.8,7.894,-0.05466,-0.01529,-0.25818,-0.47965,0.01867,1.82741,1.04
36007,22,110,69.1,66,15,1.21,4.794,-0.89846,-1.24976,0.87988,-0.68502,0.92868,0.1865,-0.84
36009,22.2,110,66.8,66,15,0.94,4.54,-0.88191,-1.24976,1.51553,-0.68502,0.92868,0.05222,-0.32
36011,24.2,102,71.3,63,5,11,7.003,-0.71646,-1.49063,0.47783,-0.47965,-0.588,1.35584,-1.44
36013,24.8,109,69.8,61,5,29.2,7.979,-0.66683,-1.27987,0.93283,-0.34273,-0.588,1.68413,-0.26
36015,25,110,70.8,66,15,0.64,4.155,-0.65028,-1.24976,0.68118,-0.68502,0.92868,-0.15142,-1.13
36017,22.9,110,70,66,15,0.48,3.877,-0.82401,-1.24976,0.7154,-0.68502,0.92868,-0.29867,-1.41
36019,16.8,126,70.3,64,16,7,6.552,-1.32863,-0.76802,0.10934,-0.5481,1.08035,1.11701,-0.34
36021,23.8,135,73.1,62,15,1.93,5.264,-0.74955,-0.49703,-0.0406,-0.41119,0.92868,0.43546,-0.33
36023,21.8,110,69.3,66,15,0.37,3.619,-0.915,-1.24976,0.80888,-0.68502,0.92868,-0.43557,-1.55
36025,22.3,110,68.1,66,20,1.48,4.995,-0.87364,-1.24976,1.1746,-0.68502,1.68702,0.29278,0.35
36027,26.5,135,74.6,62,15,2.88,5.663,-0.52619,-0.49703,-0.21137,-0.41119,0.92868,0.64677,-0.07
36029,23.7,109,70.1,61,5,14.86,7.304,-0.75783,-1.27987,0.75742,-0.34273,-0.588,1.51511,-0.7
36031,16.8,126,69.8,64,16,6.24,6.437,-1.32863,-0.76802,0.24378,-0.5481,1.08035,1.05616,-0.26
36033,16.5,101,67.5,63,16,3.88,5.962,-1.35345,-1.52074,0.83637,-0.47965,1.08035,0.8049,-0.63
36035,20.8,102,70,63,16,6.9,6.536,-0.99773,-1.49063,0.53453,-0.47965,1.08035,1.10892,-0.24
36037,23.5,109,69.7,61,4,0.25,3.212,-0.77437,-1.27987,0.84775,-0.34273,-0.73966,-0.65076,-2.94
36039,23.8,135,73.1,62,20,1.57,5.057,-0.74955,-0.49703,-0.0406,-0.41119,1.68702,0.32578,0.31
36041,14.6,102,63.6,63,16,4.82,6.179,-1.51063,-1.49063,1.72135,-0.47965,1.08035,0.91963,0.24
36043,19.5,102,69.3,63,10,3.2,5.767,-1.10527,-1.49063,0.61078,-0.47965,0.17034,0.7018,-1.59
36045,18.8,109,70.5,61,6,31.5,8.055,-1.16318,-1.27987,0.22783,-0.34273,-0.43633,1.72184,-1.27
36047,32.2,151,76.6,63,1,27.19,7.908,-0.05466,-0.01529,-0.25818,-0.47965,-1.19466,1.83503,-0.17
36049,17.7,102,68.3,63,6,1.12,4.716,-1.25418,-1.49063,0.72462,-0.47965,-0.43633,0.14527,-2.79
36051,23.8,102,70.5,63,15,1.3,4.867,-0.74955,-1.49063,0.65848,-0.47965,0.92868,0.22515,-0.91
36053,18.8,110,66.8,66,15,0.86,4.454,-1.16318,-1.24976,1.22268,-0.68502,0.92868,0.00689,-0.94
36055,24,109,71.2,61,4,51.73,8.551,-0.73301,-1.27987,0.48749,-0.34273,-0.73966,1.85309,-0.75
36057,20.8,102,70,63,6,1.35,4.902,-0.99773,-1.49063,0.53453,-0.47965,-0.43633,0.24364,-2.63
36059,31.8,151,75.2,63,4,36.74,8.209,-0.08775,-0.01529,0.0838,-0.47965,-0.73966,1.99435,0.76
36061,32.2,151,76.6,63,2,15.74,7.361,-0.05466,-0.01529,-0.25818,-0.47965,-1.043,1.54552,-0.31
36063,24.1,109,70.7,61,4,54.12,8.596,-0.72474,-1.27987,0.63055,-0.34273,-0.73966,1.94016,-0.52
36065,17,102,65.9,63,6,3.53,5.867,-1.31209,-1.49063,1.30964,-0.47965,-0.43633,0.75471,-1.65
36067,23.6,102,71.5,63,5,3.15,5.754,-0.7661,-1.49063,0.37238,-0.47965,-0.588,0.69466,-2.26
36069,24.3,102,71.4,63,15,2.72,5.608,-0.70819,-1.49063,0.45956,-0.47965,0.92868,0.61726,-0.67
36071,27,135,74.7,62,16,2.65,5.579,-0.48483,-0.49703,-0.19519,-0.41119,1.08035,0.60201,0.09
36073,24,109,71.2,61,4,52.12,8.559,-0.73301,-1.27987,0.48749,-0.34273,-0.73966,2.02785,-0.58
36075,24.1,109,70.2,61,6,27.35,7.914,-0.72474,-1.27987,0.76499,-0.34273,-0.43633,1.78794,-0.23
36077,21.3,110,68.4,66,15,1.21,4.798,-0.95637,-1.24976,1.0078,-0.68502,0.92868,0.18868,-0.77
36079,27,135,74.7,62,15,5.98,6.394,-0.48483,-0.49703,-0.19519,-0.41119,0.92868,1.03347,0.37
36081,32.2,151,76.6,63,1,38.31,8.251,-0.05466,-0.01529,-0.25818,-0.47965,-1.19466,2.01655,0.01
36083,21.5,135,72,62,15,1.72,5.146,-0.93982,-0.49703,0.05706,-0.41119,0.92868,0.37301,-0.49
36085,32.2,151,76.6,63,2,42.89,8.364,-0.05466,-0.01529,-0.25818,-0.47965,-1.043,2.07623,0.23
36087,27,135,74.7,62,15,12.61,7.139,-0.48483,-0.49703,-0.19519,-0.41119,0.92868,1.42809,0.77
36089,16.3,101,69.9,63,10,4.82,6.177,-1.36999,-1.52074,0.17383,-0.47965,0.17034,0.91877,-2.11
36091,20.4,135,71.2,62,16,3.78,5.934,-1.03082,-0.49703,0.17742,-0.41119,1.08035,0.79014,0.11
36093,21.8,135,72.9,62,6,1.68,5.123,-0.915,-0.49703,-0.15909,-0.41119,-0.43633,0.361,-2.06
36095,21.3,110,68.4,66,20,0.69,4.239,-0.95637,-1.24976,1.0078,-0.68502,1.68702,-0.10738,-0.3
36097,23,102,69.4,63,15,5.04,6.222,-0.81573,-1.49063,0.88535,-0.47965,0.92868,0.94233,-0.03
36099,24.3,102,71.4,63,6,16.8,7.426,-0.70819,-1.49063,0.45956,-0.47965,-0.43633,1.58007,-1.08
36101,24.2,110,69.4,66,15,0.82,4.401,-0.71646,-1.24976,0.9887,-0.68502,0.92868,-0.02133,-0.76
36103,30.1,151,72.3,63,4,61.61,8.726,-0.22838,-0.01529,0.71712,-0.47965,-0.73966,2.26796,1.52
36105,26.3,110,72.6,66,20,2.72,5.606,-0.54274,-1.24976,0.30916,-0.68502,1.68702,0.61661,0.14
36107,22,110,69.1,66,15,0.81,4.388,-0.89846,-1.24976,0.87988,-0.68502,0.92868,-0.0281,-1.05
36109,23,102,69.4,63,15,3.17,5.758,-0.81573,-1.49063,0.88535,-0.47965,0.92868,0.69687,-0.28
36111,26.5,135,74.6,62,20,2.95,5.687,-0.52619,-0.49703,-0.21137,-0.41119,1.68702,0.65925,0.7
36113,20.4,126,71.2,64,16,6.66,6.501,-1.03082,-0.76802,0.17742,-0.5481,1.08035,1.09,0
36115,20.4,135,71.2,62,15,1.23,4.81,-1.03082,-0.49703,0.17742,-0.41119,0.92868,0.195,-0.64
36117,25.1,109,71.1,61,4,56.35,8.637,-0.64201,-1.27987,0.60912,-0.34273,-0.73966,1.88595,-0.51
36119,27,135,74.7,62,15,13.46,7.205,-0.48483,-0.49703,-0.19519,-0.41119,0.92868,1.46275,0.8
36121,23.8,102,70.5,63,6,0.59,4.072,-0.74955,-1.49063,0.65848,-0.47965,-0.43633,-0.19552,-2.69
36123,25.6,102,72.2,63,15,9.04,6.806,-0.60065,-1.49063,0.35642,-0.47965,0.92868,1.25186,-0.03
37001,38.7,158,77.2,72,4,0.95,4.549,0.48306,0.19547,0.14034,-1.09576,-0.73966,0.05688,-0.96
37003,40.4,176,75.6,74,10,1.13,4.726,0.62369,0.73744,0.71697,-1.23267,0.17034,0.15045,1.17
37005,38.3,174,75.8,76,20,0.36,3.574,0.44997,0.67722,0.48232,-1.36959,1.68702,-0.45906,1.47
37007,42.5,175,78.9,68,4,1.04,4.64,0.79742,0.70733,0.01054,-0.82193,-0.73966,0.10491,0.06
37009,33.7,174,68.2,76,20,0.15,2.723,0.06943,0.67722,2.1296,-1.36959,1.68702,-0.90952,2.28
37011,33.7,174,68.2,76,20,0.08,2.091,0.06943,0.67722,2.1296,-1.36959,1.68702,-1.24438,1.95
37013,42.3,172,79.4,78,1,13.61,7.216,0.78087,0.617,-0.14112,-1.5065,-1.19466,1.4687,0.02
37015,42.5,172,79,78,1,5.66,6.339,0.79742,0.617,-0.01635,-1.5065,-1.19466,1.00459,-0.3
37017,45.6,180,79.1,78,1,1.37,4.919,1.05387,0.85787,0.22377,-1.5065,-1.19466,0.25271,-0.31
37019,47,180,79.8,78,1,18.59,7.528,1.16968,0.85787,0.15614,-1.5065,-1.19466,1.63361,1.12
37021,37.9,171,73.5,76,20,0.57,4.045,0.41688,0.58689,1.06629,-1.36959,1.68702,-0.20979,2.18
37023,40.8,171,76.4,76,16,1.59,5.067,0.65678,0.58689,0.53632,-1.36959,1.08035,0.33104,1.82
37025,41.4,175,78.8,68,4,0.16,2.783,0.70642,0.70733,-0.05731,-0.82193,-0.73966,-0.878,-1.08
37027,40.4,174,75.6,76,16,0.56,4.023,0.62369,0.67722,0.71697,-1.36959,1.08035,-0.22148,1.51
37029,42.3,172,78.8,78,1,21.27,7.662,0.78087,0.617,0.0202,-1.5065,-1.19466,1.70497,0.42
37031,45,172,79.6,78,1,60.68,8.711,1.00423,0.617,0.03765,-1.5065,-1.19466,2.25998,1.22
37033,40.1,158,77.7,72,14,0.64,4.158,0.59887,0.19547,0.12648,-1.09576,0.77701,-0.14999,0.45
37035,39.1,176,76.3,74,10,3.27,5.791,0.51615,0.73744,0.41678,-1.23267,0.17034,0.71453,1.32
37037,39.7,176,76.9,74,4,3.68,5.908,0.56578,0.73744,0.30713,-1.23267,-0.73966,0.7764,0.41
37039,37.1,171,72.8,76,20,2.46,5.506,0.3507,0.58689,1.1856,-1.36959,1.68702,0.5636,3
37041,42.5,172,79,78,1,26.01,7.864,0.79742,0.617,-0.01635,-1.5065,-1.19466,1.81146,0.51
37043,37.1,171,72.8,76,20,2.67,5.589,0.3507,0.58689,1.1856,-1.36959,1.68702,0.60742,3.05
37045,40.3,175,77.9,68,10,0.85,4.44,0.61542,0.70733,0.08993,-0.82193,0.17034,-0.00077,0.76
37047,46.4,180,80.4,78,1,1.76,5.171,1.12005,0.85787,-0.05687,-1.5065,-1.19466,0.38642,-0.39
37049,45,172,79.6,78,1,8.7,6.768,1.00423,0.617,0.03765,-1.5065,-1.19466,1.23166,0.19
37051,43,180,79.6,78,4,0.82,4.401,0.83878,0.85787,-0.13461,-1.5065,-0.73966,-0.02129,-0.71
37053,42.3,172,78.8,78,1,50.21,8.521,0.78087,0.617,0.0202,-1.5065,-1.19466,2.15974,0.88
37055,45,172,78.5,78,1,75,8.923,1.00423,0.617,0.33342,-1.5065,-1.19466,2.37209,1.63
37057,42,176,79.5,74,4,2.57,5.55,0.75605,0.73744,-0.19385,-1.23267,-0.73966,0.58679,-0.09
37059,40.4,176,77.1,74,4,0.63,4.142,0.62369,0.73744,0.31365,-1.23267,-0.73966,-0.15834,-0.46
37061,44.6,180,78.7,78,1,0.16,2.78,0.97114,0.85787,0.24519,-1.5065,-1.19466,-0.87962,-1.51
37063,40.9,158,77.9,72,4,2.51,5.526,0.66505,0.19547,0.14161,-1.09576,-0.73966,0.57433,-0.26
37065,41.6,172,79.5,78,1,0.3,3.414,0.72296,0.617,-0.2283,-1.5065,-1.19466,-0.54366,-2.13
37067,38.7,158,77.2,72,4,0.79,4.366,0.48306,0.19547,0.14034,-1.09576,-0.73966,-0.04005,-1.06
37069,39.4,158,78.2,72,4,0.52,3.944,0.54097,0.19547,-0.06825,-1.09576,-0.73966,-0.26351,-1.43
37071,42.9,175,79.1,68,4,2.01,5.304,0.83051,0.70733,-0.00878,-0.82193,-0.73966,0.4567,0.42
37073,42.3,172,78.8,78,1,1.45,4.974,0.78087,0.617,0.0202,-1.5065,-1.19466,0.28213,-1
37075,37.1,171,72.8,76,20,3.16,5.756,0.3507,0.58689,1.1856,-1.36959,1.68702,0.69567,3.14
37077,38.6,158,77.2,72,4,1.01,4.617,0.47479,0.19547,0.13173,-1.09576,-0.73966,0.09295,-0.94
37079,42.7,172,79.8,78,1,0.17,2.851,0.81396,0.617,-0.21422,-1.5065,-1.19466,-0.84206,-2.33
37081,38.7,158,77.2,72,4,1.16,4.75,0.48306,0.19547,0.14034,-1.09576,-0.73966,0.16318,-0.85
37083,40.5,172,79.2,78,4,0.76,4.326,0.63196,0.617,-0.24238,-1.5065,-0.73966,-0.06102,-1.3
37085,42.7,180,79.2,78,4,1.04,4.645,0.81396,0.85787,-0.0529,-1.5065,-0.73966,0.10798,-0.52
37087,37.5,171,70.7,76,20,0.17,2.851,0.38379,0.58689,1.7847,-1.36959,1.68702,-0.84197,2.23
37089,38.2,171,72.9,76,20,0.27,3.294,0.4417,0.58689,1.25346,-1.36959,1.68702,-0.60751,1.99
37091,40.5,172,79.2,78,1,1.98,5.29,0.63196,0.617,-0.24238,-1.5065,-1.19466,0.44942,-1.25
37093,43,180,79.6,78,4,0.29,3.351,0.83878,0.85787,-0.13461,-1.5065,-0.73966,-0.57696,-1.26
37095,45,172,78.5,78,1,56.96,8.648,1.00423,0.617,0.33342,-1.5065,-1.19466,2.2265,1.48
37097,40.4,176,77.1,74,10,3.21,5.77,0.62369,0.73744,0.31365,-1.23267,0.17034,0.70323,1.32
37099,39.1,171,73.2,76,20,0.76,4.337,0.51615,0.58689,1.25031,-1.36959,1.68702,-0.05538,2.62
37101,42.7,172,79.2,78,4,0.49,3.897,0.81396,0.617,-0.0529,-1.5065,-0.73966,-0.28821,-1.16
37103,45,172,79.6,78,1,0.3,3.412,1.00423,0.617,0.03765,-1.5065,-1.19466,-0.5448,-1.59
37105,39.3,176,77.7,74,4,0.8,4.38,0.53269,0.73744,0.05758,-1.23267,-0.73966,-0.03269,-0.68
37107,42.7,172,79.8,78,1,0.56,4.02,0.81396,0.617,-0.21422,-1.5065,-1.19466,-0.22303,-1.71
37109,42.9,175,79.1,68,10,2.68,5.592,0.83051,0.70733,-0.00878,-0.82193,0.17034,0.6092,1.49
37111,40.3,171,76.1,76,20,1.06,4.663,0.61542,0.58689,0.57392,-1.36959,1.68702,0.11728,2.21
37113,37.7,171,69.1,76,20,0.58,4.053,0.40033,0.58689,2.23213,-1.36959,1.68702,-0.20568,3.33
37115,36.1,171,73,76,20,0.48,3.872,0.26797,0.58689,1.04569,-1.36959,1.68702,-0.30129,1.92
37117,41.6,172,79.5,78,1,0.07,1.902,0.72296,0.617,-0.2283,-1.5065,-1.19466,-1.34441,-2.93
37119,42.1,175,78.5,68,4,4.06,6.006,0.76433,0.70733,0.08364,-0.82193,-0.73966,0.82815,0.82
37121,40.3,171,76.1,76,20,0.31,3.421,0.61542,0.58689,0.57392,-1.36959,1.68702,-0.53998,1.55
37123,42.1,175,77.9,68,9,2,5.3,0.76433,0.70733,0.24497,-0.82193,0.01867,0.45453,1.37
37125,42.6,175,78.8,68,4,1.07,4.671,0.80569,0.70733,0.04604,-0.82193,-0.73966,0.12128,0.12
37127,41,172,78.8,78,4,0.44,3.789,0.67333,0.617,-0.09177,-1.5065,-0.73966,-0.34524,-1.39
37129,46.4,180,80.4,78,1,39.33,8.277,1.12005,0.85787,-0.05687,-1.5065,-1.19466,2.03047,1.25
37131,40.5,172,79.2,78,4,2.57,5.548,0.63196,0.617,-0.24238,-1.5065,-0.73966,0.58551,-0.65
37133,45,180,79.6,78,1,15.59,7.352,1.00423,0.85787,0.03765,-1.5065,-1.19466,1.54043,0.74
37135,40.8,158,78.1,72,4,0.34,3.523,0.65678,0.19547,0.07922,-1.09576,-0.73966,-0.4859,-1.39
37137,45,172,79.6,78,1,40.5,8.306,1.00423,0.617,0.03765,-1.5065,-1.19466,2.04586,1
37139,42.3,172,78.8,78,1,21.61,7.678,0.78087,0.617,0.0202,-1.5065,-1.19466,1.7135,0.43
37141,45.6,180,79.1,78,1,6.64,6.499,1.05387,0.85787,0.22377,-1.5065,-1.19466,1.08911,0.52
37143,42.3,172,78.8,78,1,24.85,7.818,0.78087,0.617,0.0202,-1.5065,-1.19466,1.78747,0.5
37145,40.7,158,77.8,72,14,2.91,5.673,0.64851,0.19547,0.15127,-1.09576,0.77701,0.65212,1.33
37147,42.3,172,79.4,78,1,0.49,3.886,0.78087,0.617,-0.14112,-1.5065,-1.19466,-0.294,-1.74
37149,43.2,171,76.9,76,20,0.31,3.448,0.85532,0.58689,0.60859,-1.36959,1.68702,-0.52589,1.84
37151,41.8,176,77.8,74,9,0.32,3.455,0.73951,0.73744,0.24602,-1.23267,0.01867,-0.52235,-0.01
37153,42.7,175,79,68,9,1.17,4.76,0.81396,0.70733,0.00088,-0.82193,0.01867,0.16867,0.89
37155,43.9,180,79,78,1,0.23,3.127,0.91323,0.85787,0.10424,-1.5065,-1.19466,-0.69553,-1.52
37157,40.1,158,77.7,72,10,1.03,4.632,0.59887,0.19547,0.12648,-1.09576,0.17034,0.10095,0.1
37159,40.9,176,78.7,74,4,2.38,5.474,0.66505,0.73744,-0.07349,-1.23267,-0.73966,0.54657,-0.1
37161,41.1,171,78.5,76,16,0.31,3.437,0.6816,0.58689,-0.00249,-1.36959,1.08035,-0.53163,0.45
37163,43,180,78.7,78,1,0.21,3.05,0.83878,0.85787,0.10738,-1.5065,-1.19466,-0.73673,-1.63
37165,43.9,180,79,78,4,0.46,3.839,0.91323,0.85787,0.10424,-1.5065,-0.73966,-0.31901,-0.69
37167,42.1,175,77.9,68,4,2.28,5.427,0.76433,0.70733,0.24497,-0.82193,-0.73966,0.52191,0.68
37169,40.1,158,77.7,72,10,0.89,4.487,0.59887,0.19547,0.12648,-1.09576,0.17034,0.02401,0.02
37171,38.3,174,75.8,76,20,0.23,3.146,0.44997,0.67722,0.48232,-1.36959,1.68702,-0.68573,1.24
37173,37.1,171,72.8,76,20,2.32,5.445,0.3507,0.58689,1.1856,-1.36959,1.68702,0.53117,2.97
37175,38.2,171,72.9,76,20,0.58,4.062,0.4417,0.58689,1.25346,-1.36959,1.68702,-0.20103,2.4
