cofip_nbr,mean_temp_jan_nbr,mean_sunlight_jan_nbr,mean_sunlight_july_nbr,mean_humidity_july_nbr,top_code_nbr,pct_water_nbr,ln_pct_water_nbr,jan_tmp_z_nbr,jan_sun_z_nbr,jul_temp_z_nbr,jul_hum_z_nbr,top_z_nbr,pct_water_z_nbr,amen_scale_nbr
19071,23.8,165,77.2,57,13,1.06,4.662,-0.74955,0.40624,-1.14301,-0.0689,0.62534,0.11675,-0.81
19073,19.7,169,74.2,57,4,0.48,3.863,-1.08873,0.52667,-0.68951,-0.0689,-0.73966,-0.30603,-2.37
19075,17.1,150,72.1,57,4,0.01,0,-1.30381,-0.0454,-0.3488,-0.0689,-0.73966,-2.35103,-4.86
19077,19.2,169,74.3,57,13,0.41,3.725,-1.13009,0.52667,-0.75946,-0.0689,0.62534,-0.37915,-1.19
19079,17.4,150,73.2,57,4,0.13,2.577,-1.279,-0.0454,-0.61873,-0.0689,-0.73966,-0.98679,-3.74
19081,15.4,151,72.8,62,2,0.35,3.567,-1.44445,-0.01529,-0.68344,-0.41119,-1.043,-0.46278,-4.06
19083,17.1,150,72.4,57,4,0.12,2.479,-1.30381,-0.0454,-0.42946,-0.0689,-0.73966,-1.03876,-3.63
19085,20.6,169,75.4,57,13,0.59,4.076,-1.01427,0.52667,-0.93465,-0.0689,0.62534,-0.19337,-1.06
19087,23.1,146,75.3,60,4,0.51,3.938,-0.80746,-0.16583,-0.69243,-0.27427,-0.73966,-0.26673,-2.95
19089,15.3,155,71.4,63,4,0.08,2.028,-1.45272,0.10515,-0.31562,-0.47965,-0.73966,-1.27758,-4.16
19091,16.9,151,73.4,62,2,0.3,3.411,-1.32036,-0.01529,-0.71557,-0.41119,-1.043,-0.5455,-4.05
19093,18.2,169,74.8,57,13,0.12,2.487,-1.21282,0.52667,-0.98003,-0.0689,0.62534,-1.03435,-2.14
19095,20.6,141,74.1,60,4,0.15,2.718,-1.01427,-0.31638,-0.5851,-0.27427,-0.73966,-0.91222,-3.84
19097,20,141,73.4,60,14,2.1,5.348,-1.06391,-0.31638,-0.44856,-0.27427,0.77701,0.47995,-0.85
19099,20.8,150,75.5,57,4,0.4,3.692,-0.99773,-0.0454,-0.94431,-0.0689,-0.73966,-0.39689,-3.19
19101,22.7,146,75.6,60,4,0.32,3.453,-0.84055,-0.16583,-0.80755,-0.27427,-0.73966,-0.52319,-3.35
19103,21.2,141,74.4,60,4,1.42,4.958,-0.96464,-0.31638,-0.61409,-0.27427,-0.73966,0.27334,-2.64
19105,18.8,141,72.4,60,4,0.24,3.175,-1.16318,-0.31638,-0.28304,-0.27427,-0.73966,-0.67036,-3.45
19107,21.8,146,75.5,60,4,0.13,2.56,-0.915,-0.16583,-0.85818,-0.27427,-0.73966,-0.9961,-3.95
19109,16,151,72.9,62,2,0.14,2.651,-1.39481,-0.01529,-0.65865,-0.41119,-1.043,-0.94799,-4.47
19111,25.8,146,77.3,60,4,3.97,5.983,-0.5841,-0.16583,-0.99764,-0.27427,-0.73966,0.81625,-1.95
19113,20.4,141,73.9,60,4,0.98,4.585,-1.03082,-0.31638,-0.54855,-0.27427,-0.73966,0.07589,-2.83
19115,22.2,146,74.5,60,4,3.77,5.931,-0.88191,-0.16583,-0.55484,-0.27427,-0.73966,0.78861,-1.83
19117,22.3,140,74.6,57,4,0.83,4.423,-0.87364,-0.34649,-0.57312,-0.0689,-0.73966,-0.0096,-2.61
19119,15.3,169,73.3,57,4,0.02,0.794,-1.45272,0.52667,-0.82649,-0.0689,-0.73966,-1.93076,-4.49
19121,21.3,140,74.6,57,13,0.21,3.027,-0.95637,-0.34649,-0.65925,-0.0689,0.62534,-0.74889,-2.15
19123,21.9,146,75.1,60,13,0.44,3.775,-0.90673,-0.16583,-0.74201,-0.27427,0.62534,-0.35279,-1.82
19125,22.3,140,75.8,57,4,2.86,5.656,-0.87364,-0.34649,-0.89577,-0.0689,-0.73966,0.64296,-2.28
19127,18.8,150,73.8,57,4,0.12,2.503,-1.16318,-0.0454,-0.65947,-0.0689,-0.73966,-1.02627,-3.7
19129,22.5,165,76.3,57,13,0.71,4.265,-0.8571,0.40624,-1.01299,-0.0689,0.62534,-0.09324,-1
19131,15.4,151,71.6,62,4,0.1,2.304,-1.44445,-0.01529,-0.36078,-0.41119,-0.73966,-1.13152,-4.1
19133,19.9,169,75.5,57,13,0.82,4.407,-1.07218,0.52667,-1.02182,-0.0689,0.62534,-0.01846,-1.03
19135,22.9,140,75.9,57,13,0.16,2.78,-0.82401,-0.34649,-0.87098,-0.0689,0.62534,-0.8793,-2.36
19137,21.9,165,76.1,57,13,0.22,3.086,-0.90673,0.40624,-1.01089,-0.0689,0.62534,-0.71745,-1.67
19139,22.5,141,75.2,60,4,2.32,5.445,-0.8571,-0.31638,-0.71722,-0.27427,-0.73966,0.53119,-2.37
19141,14.8,169,72.6,57,4,0.03,1.087,-1.49408,0.52667,-0.68134,-0.0689,-0.73966,-1.77565,-4.23
19143,14.7,169,72.2,57,4,0.18,2.892,-1.50236,0.52667,-0.5824,-0.0689,-0.73966,-0.8204,-3.19
19145,22.9,165,75.7,57,13,0.1,2.273,-0.82401,0.40624,-0.81721,-0.0689,0.62534,-1.14761,-1.83
19147,14.7,169,72.2,57,4,0.98,4.583,-1.50236,0.52667,-0.5824,-0.0689,-0.73966,0.07497,-2.29
19149,17.3,169,74.3,57,13,0.04,1.481,-1.28727,0.52667,-0.92311,-0.0689,0.62534,-1.56699,-2.69
19151,17,169,73.4,57,4,0.25,3.206,-1.31209,0.52667,-0.70696,-0.0689,-0.73966,-0.65374,-2.95
19153,19.4,150,75.1,57,4,3.79,5.939,-1.11355,-0.0454,-0.95734,-0.0689,-0.73966,0.79255,-2.13
19155,20.7,165,74.9,57,13,0.59,4.08,-1.006,0.40624,-0.79159,-0.0689,0.62534,-0.19114,-1.03
19157,19.3,150,74,57,4,0.2,2.976,-1.12182,-0.0454,-0.67018,-0.0689,-0.73966,-0.7755,-3.42
19159,22.6,140,74.7,57,13,0.23,3.144,-0.84882,-0.34649,-0.57417,-0.0689,0.62534,-0.68687,-1.9
19161,18.2,169,74.8,57,13,0.45,3.802,-1.21282,0.52667,-0.98003,-0.0689,0.62534,-0.33864,-1.45
19163,22.9,141,75.4,60,4,2.2,5.393,-0.82401,-0.31638,-0.73654,-0.27427,-0.73966,0.5035,-2.39
19165,20.3,169,74.9,57,13,0.08,2.114,-1.03909,0.52667,-0.82604,-0.0689,0.62534,-1.23174,-2.01
19167,17.6,169,74.6,57,4,0.09,2.209,-1.26245,0.52667,-0.97793,-0.0689,-0.73966,-1.1817,-3.7
19169,18.9,150,73.6,57,4,0.15,2.684,-1.15491,-0.0454,-0.59708,-0.0689,-0.73966,-0.93037,-3.54
19171,19.1,150,73,57,4,0.15,2.695,-1.13836,-0.0454,-0.41853,-0.0689,-0.73966,-0.92425,-3.34
19173,23.7,165,75.8,57,13,0.16,2.789,-0.75783,0.40624,-0.77519,-0.0689,0.62534,-0.87465,-1.44
19175,21.4,140,74.6,57,13,0.37,3.607,-0.94809,-0.34649,-0.65064,-0.0689,0.62534,-0.44168,-1.83
19177,24.4,146,75.7,60,13,1.09,4.69,-0.69992,-0.16583,-0.68801,-0.27427,0.62534,0.13156,-1.07
19179,22.7,146,75.6,60,13,0.96,4.561,-0.84055,-0.16583,-0.80755,-0.27427,0.62534,0.06306,-1.4
19181,22,140,75.6,57,13,0.27,3.304,-0.89846,-0.34649,-0.86784,-0.0689,0.62534,-0.60223,-2.16
19183,22.5,146,75.4,60,4,0.35,3.546,-0.8571,-0.16583,-0.771,-0.27427,-0.73966,-0.47379,-3.28
19185,23.6,140,75.7,57,13,0.28,3.335,-0.7661,-0.34649,-0.75692,-0.0689,0.62534,-0.5857,-1.9
19187,17.8,150,73.6,57,4,0.39,3.67,-1.24591,-0.0454,-0.69183,-0.0689,-0.73966,-0.4081,-3.2
19189,14.9,151,72.2,62,4,0.28,3.319,-1.48581,-0.01529,-0.56518,-0.41119,-0.73966,-0.59401,-3.81
19191,16.2,155,71.7,63,4,0.04,1.364,-1.37827,0.10515,-0.31877,-0.47965,-0.73966,-1.62879,-4.44
19193,18,169,75.3,57,13,0.54,3.998,-1.22936,0.52667,-1.1317,-0.0689,0.62534,-0.23484,-1.51
19195,14.7,151,71.8,62,4,0.43,3.757,-1.50236,-0.01529,-0.47485,-0.41119,-0.73966,-0.36236,-3.51
19197,16.3,151,72.4,62,4,0.31,3.442,-1.36999,-0.01529,-0.49837,-0.41119,-0.73966,-0.52919,-3.56
20001,32.4,169,80,51,4,0.43,3.76,-0.03811,0.52667,-1.15515,0.34184,-0.73966,-0.36069,-1.43
20003,30.6,167,79.1,59,4,0.23,3.155,-0.18702,0.46645,-1.06819,-0.20582,-0.73966,-0.68114,-2.42
20005,27.7,166,78,59,13,0.62,4.128,-0.42692,0.43635,-1.0222,-0.20582,0.62534,-0.16585,-0.76
20007,33.7,181,81.8,46,5,0.18,2.917,0.06943,0.88798,-1.52716,0.68412,-0.588,-0.80706,-1.28
20009,30.5,182,80,48,4,0.72,4.273,-0.19529,0.91809,-1.3188,0.54721,-0.73966,-0.08915,-0.88
20011,33.2,169,81.2,51,4,0.27,3.305,0.02807,0.52667,-1.4089,0.34184,-0.73966,-0.60182,-1.85
20013,26.2,166,77.3,59,4,0.27,3.28,-0.55101,0.43635,-0.96318,-0.20582,-0.73966,-0.61505,-2.64
20015,31.9,169,80,51,14,1.27,4.842,-0.07948,0.52667,-1.19821,0.34184,0.77701,0.21203,0.58
20017,30.7,167,79.4,59,14,0.27,3.305,-0.17875,0.46645,-1.14024,-0.20582,0.77701,-0.60158,-0.88
20019,33.8,169,80.6,51,14,0.49,3.886,0.0777,0.52667,-1.19589,0.34184,0.77701,-0.29427,0.23
20021,34.4,169,79.3,51,2,0.65,4.177,0.12734,0.52667,-0.79467,0.34184,-1.043,-0.1402,-0.98
20023,30.3,205,77.2,42,4,0.09,2.231,-0.21184,1.6106,-0.58316,0.95795,-0.73966,-1.17027,-0.14
20025,33.1,209,80.9,41,5,0.26,3.25,0.0198,1.73103,-1.33685,1.02641,-0.588,-0.63076,0.22
20027,28.5,181,79.6,50,4,1.77,5.175,-0.36074,0.88798,-1.38351,0.4103,-0.73966,0.38839,-0.8
20029,26.4,181,77.9,50,4,0.4,3.677,-0.53447,0.88798,-1.10729,0.4103,-0.73966,-0.40466,-1.49
20031,30.6,167,79.1,59,4,3.72,5.919,-0.18702,0.46645,-1.06819,-0.20582,-0.73966,0.78225,-0.95
20033,33.2,181,81.3,46,5,0.18,2.868,0.02807,0.88798,-1.43579,0.68412,-0.588,-0.83292,-1.26
20035,33.9,169,80.8,51,4,0.56,4.023,0.08598,0.52667,-1.24105,0.34184,-0.73966,-0.22133,-1.25
20037,34.4,169,79.3,51,4,0.36,3.578,0.12734,0.52667,-0.79467,0.34184,-0.73966,-0.4572,-1
20039,28.2,205,77.9,42,4,0.07,1.952,-0.38556,1.6106,-0.95225,0.95795,-0.73966,-1.31757,-0.83
20041,29.1,182,78.7,48,4,0.49,3.902,-0.31111,0.91809,-1.08984,0.54721,-0.73966,-0.28564,-0.96
20043,26.2,166,78.2,59,4,1.23,4.813,-0.55101,0.43635,-1.20518,-0.20582,-0.73966,0.19687,-2.07
20045,30.3,167,79.1,59,13,3.7,5.913,-0.21184,0.46645,-1.09403,-0.20582,0.62534,0.77873,0.36
20047,31.8,181,80.1,46,2,0.01,0.251,-0.08775,0.88798,-1.23371,0.68412,-1.043,-2.21792,-3.01
20049,33.1,169,80.1,51,14,0.39,3.669,0.0198,0.52667,-1.12174,0.34184,0.77701,-0.40897,0.13
20051,27.8,182,78.6,48,4,0.06,1.714,-0.41865,0.91809,-1.17492,0.54721,-0.73966,-1.44362,-2.31
20053,29.7,182,80.5,48,9,1.04,4.647,-0.26147,0.91809,-1.52214,0.54721,0.01867,0.10855,-0.19
20055,30.6,209,79.2,41,2,0.19,2.966,-0.18702,1.73103,-1.09508,1.02641,-1.043,-0.78081,-0.35
20057,30.8,209,79.2,41,2,0.07,1.972,-0.17047,1.73103,-1.07785,1.02641,-1.043,-1.30709,-0.84
20059,30.5,167,78.8,59,4,0.49,3.883,-0.19529,0.46645,-0.99614,-0.20582,-0.73966,-0.29579,-1.97
20061,28.7,167,79.1,59,14,4.87,6.189,-0.3442,0.46645,-1.23184,-0.20582,0.77701,0.92488,0.39
20063,27.5,206,77.3,42,4,0.01,0,-0.44347,1.64071,-0.85121,0.95795,-0.73966,-2.35103,-1.79
20065,28.2,205,78.6,42,4,0.04,1.442,-0.38556,1.6106,-1.14047,0.95795,-0.73966,-1.58783,-1.28
20067,32.8,209,79.3,41,2,0.03,1.141,-0.00502,1.73103,-0.93248,1.02641,-1.043,-1.74705,-0.97
20069,31.2,209,79.2,41,2,0.05,1.622,-0.13738,1.73103,-1.0434,1.02641,-1.043,-1.49267,-0.96
20071,29.4,206,77.4,42,2,0,0,-0.28629,1.64071,-0.71445,0.95795,-1.043,-2.35103,-1.8
20073,32,169,79.5,51,14,1.11,4.713,-0.0712,0.52667,-1.05516,0.34184,0.77701,0.14379,0.66
20075,31.2,209,79.4,41,2,0.11,2.427,-0.13738,1.73103,-1.09718,1.02641,-1.043,-1.06624,-0.59
20077,33.3,181,81.5,46,5,0.19,2.934,0.03634,0.88798,-1.48095,0.68412,-0.588,-0.79789,-1.26
20079,31,181,80.2,46,2,0.21,3.022,-0.15393,0.88798,-1.32951,0.68412,-1.043,-0.75129,-1.71
20081,32.8,209,79.3,41,2,0.06,1.83,-0.00502,1.73103,-0.93248,1.02641,-1.043,-1.38257,-0.61
20083,31.6,209,79.9,41,4,0.04,1.314,-0.10429,1.73103,-1.19716,1.02641,-0.73966,-1.65567,-0.94
20085,27.7,166,78,59,4,0.16,2.761,-0.42692,0.43635,-1.0222,-0.20582,-0.73966,-0.88978,-2.85
20087,28.7,166,78.2,59,4,3.74,5.924,-0.3442,0.43635,-0.98985,-0.20582,-0.73966,0.78489,-1.06
20089,26.2,181,78.8,50,13,0.58,4.058,-0.55101,0.88798,-1.3665,0.4103,0.62534,-0.20309,-0.2
20091,29.2,167,77.7,59,4,0.71,4.26,-0.30283,0.46645,-0.81234,-0.20582,-0.73966,-0.09606,-1.69
20093,31.2,209,79.4,41,2,0.17,2.859,-0.13738,1.73103,-1.09718,1.02641,-1.043,-0.83777,-0.36
20095,32.8,181,80.6,46,5,0.35,3.554,-0.00502,0.88798,-1.28202,0.68412,-0.588,-0.46967,-0.77
20097,31.8,181,80.1,46,5,0.03,1.158,-0.08775,0.88798,-1.23371,0.68412,-0.588,-1.7382,-2.08
20099,34.6,169,80.9,51,4,0.68,4.221,0.14388,0.52667,-1.20765,0.34184,-0.73966,-0.11662,-1.05
20101,30.8,206,78.2,42,4,0.03,1.074,-0.17047,1.64071,-0.80897,0.95795,-0.73966,-1.78254,-0.9
20103,28.7,166,78.2,59,13,1.08,4.682,-0.3442,0.43635,-0.98985,-0.20582,0.62534,0.12759,-0.35
20105,29.4,182,80.7,48,9,0.15,2.699,-0.28629,0.91809,-1.60176,0.54721,0.01867,-0.92245,-1.33
20107,30.6,167,79.1,59,4,1.25,4.828,-0.18702,0.46645,-1.06819,-0.20582,-0.73966,0.20484,-1.53
20109,30.2,206,77.7,42,4,0.01,0.025,-0.22011,1.64071,-0.72621,0.95795,-0.73966,-2.33796,-1.43
20111,29.8,167,78.5,59,14,0.49,3.899,-0.2532,0.46645,-0.97577,-0.20582,0.77701,-0.28722,-0.48
20113,30.4,182,80.5,48,4,0.16,2.799,-0.20356,0.91809,-1.46185,0.54721,-0.73966,-0.86964,-1.81
20115,30.4,182,80.5,48,4,1.09,4.695,-0.20356,0.91809,-1.46185,0.54721,-0.73966,0.13412,-0.81
20117,26.4,166,77.8,59,14,0.2,2.98,-0.53447,0.43635,-1.0804,-0.20582,0.77701,-0.77377,-1.38
20119,33.1,209,80.9,41,5,0.13,2.538,0.0198,1.73103,-1.33685,1.02641,-0.588,-1.00746,-0.16
20121,30.5,167,78.8,59,4,2.28,5.428,-0.19529,0.46645,-0.99614,-0.20582,-0.73966,0.52229,-1.15
20123,27.8,181,78.6,50,9,2.61,5.563,-0.41865,0.88798,-1.17492,0.4103,0.01867,0.59374,0.32
20125,33.9,169,80.2,51,4,0.95,4.554,0.08598,0.52667,-1.07973,0.34184,-0.73966,0.05963,-0.81
20127,28.7,167,78.4,59,14,0.78,4.353,-0.3442,0.46645,-1.04362,-0.20582,0.77701,-0.04703,-0.4
20129,31.9,209,78.8,41,2,0,0,-0.07948,1.73103,-0.87556,1.02641,-1.043,-2.35103,-1.59
20131,26.4,166,77.8,59,4,0.05,1.61,-0.53447,0.43635,-1.0804,-0.20582,-0.73966,-1.49867,-3.62
20133,31.5,169,79.7,51,4,1.07,4.67,-0.11257,0.52667,-1.152,0.34184,-0.73966,0.12116,-1.01
20135,30.5,206,80,42,4,0.02,0.883,-0.19529,1.64071,-1.3188,0.95795,-0.73966,-1.88355,-1.54
20137,27.9,205,77.3,42,13,0.4,3.696,-0.41038,1.6106,-0.81676,0.95795,0.62534,-0.39472,1.57
20139,30,167,78.5,59,4,2.18,5.385,-0.23665,0.46645,-0.95854,-0.20582,-0.73966,0.49952,-1.17
20141,27.8,181,78.6,50,9,0.19,2.945,-0.41865,0.88798,-1.17492,0.4103,0.01867,-0.79216,-1.07
20143,29.3,181,80.6,50,9,0.11,2.354,-0.29456,0.88798,-1.58348,0.4103,0.01867,-1.10498,-1.67
20145,31.3,181,80.1,46,4,0.05,1.617,-0.12911,0.88798,-1.27678,0.68412,-0.73966,-1.49531,-2.07
20147,27.8,181,79.5,50,13,0.96,4.563,-0.41865,0.88798,-1.41691,0.4103,0.62534,0.06442,0.15
20149,29.2,166,79.4,59,14,2.07,5.332,-0.30283,0.43635,-1.26944,-0.20582,0.77701,0.47132,-0.09
20151,32.8,181,80.6,46,5,0.1,2.335,-0.00502,0.88798,-1.28202,0.68412,-0.588,-1.11504,-1.42
20153,29,205,77.1,42,4,0.01,0.028,-0.31938,1.6106,-0.66824,0.95795,-0.73966,-2.33629,-1.5
20155,31,181,80.2,46,4,1.32,4.885,-0.15393,0.88798,-1.32951,0.68412,-0.73966,0.23485,-0.42
20157,26.2,181,78.8,50,4,0.53,3.968,-0.55101,0.88798,-1.3665,0.4103,-0.73966,-0.25049,-1.61
20159,30.4,182,80.5,48,4,0.24,3.162,-0.20356,0.91809,-1.46185,0.54721,-0.73966,-0.6773,-1.62
20161,28.7,166,79.1,59,14,2.01,5.304,-0.3442,0.43635,-1.23184,-0.20582,0.77701,0.45643,-0.11
20163,29.1,181,78.9,50,4,0.78,4.362,-0.31111,0.88798,-1.14361,0.4103,-0.73966,-0.04213,-0.94
20165,30.5,182,80,48,4,0.03,1.073,-0.19529,0.91809,-1.3188,0.54721,-0.73966,-1.78326,-2.57
20167,28.8,182,79.6,48,9,1.59,5.069,-0.33592,0.91809,-1.35767,0.54721,0.01867,0.33198,0.12
20169,29.6,182,80.6,48,9,0.23,3.142,-0.26974,0.91809,-1.55764,0.54721,0.01867,-0.6878,-1.03
20171,30.8,206,78.2,42,2,0.02,0.514,-0.17047,1.64071,-0.80897,0.95795,-1.043,-2.07893,-1.5
20173,31.3,181,80.7,46,4,0.91,4.516,-0.12911,0.88798,-1.43811,0.68412,-0.73966,0.03927,-0.7
20175,34.7,209,80.8,41,2,0.15,2.738,0.15216,1.73103,-1.17215,1.02641,-1.043,-0.90171,-0.21
20177,28,167,78.2,59,4,1.17,4.761,-0.40211,0.46645,-1.05014,-0.20582,-0.73966,0.16903,-1.76
20179,29.3,205,78.2,42,4,0.03,1.025,-0.29456,1.6106,-0.93817,0.95795,-0.73966,-1.80826,-1.21
20181,27.6,205,75.8,42,2,0.02,0.687,-0.4352,1.6106,-0.43928,0.95795,-1.043,-1.98717,-1.34
20183,27.8,181,79.5,50,13,0.12,2.507,-0.41865,0.88798,-1.41691,0.4103,0.62534,-1.02393,-0.94
20185,31.3,181,80.1,46,1,0.34,3.514,-0.12911,0.88798,-1.27678,0.68412,-1.19466,-0.49073,-1.52
20187,31.9,209,78.8,41,2,0.01,0,-0.07948,1.73103,-0.87556,1.02641,-1.043,-2.35103,-1.59
20189,34.7,209,80.8,41,2,0.02,0.906,0.15216,1.73103,-1.17215,1.02641,-1.043,-1.87169,-1.18
20191,33.8,181,81.4,46,4,0.25,3.222,0.0777,0.88798,-1.411,0.68412,-0.73966,-0.64575,-1.15
20193,27.7,205,76.6,42,4,0.01,0.023,-0.42692,1.6106,-0.64577,0.95795,-0.73966,-2.33884,-1.58
20195,29.3,206,78.2,42,4,1.19,4.782,-0.29456,1.64071,-0.93817,0.95795,-0.73966,0.18028,0.81
20197,28.8,182,78.1,48,14,0.3,3.401,-0.33592,0.91809,-0.95435,0.54721,0.77701,-0.55054,0.4
20199,30,206,76.5,42,2,0.01,0,-0.23665,1.64071,-0.42078,0.95795,-1.043,-2.35103,-1.45
20201,26.2,181,78.8,50,4,0.04,1.442,-0.55101,0.88798,-1.3665,0.4103,-0.73966,-1.58793,-2.95
20203,29.4,206,77.4,42,2,0,0,-0.28629,1.64071,-0.71445,0.95795,-1.043,-2.35103,-1.8
20205,33.1,169,80.1,51,4,0.2,2.978,0.0198,0.52667,-1.12174,0.34184,-0.73966,-0.77459,-1.75
20207,31.4,181,79.6,46,4,0.96,4.564,-0.12084,0.88798,-1.13373,0.68412,-0.73966,0.06476,-0.36
20209,27.8,166,78.8,59,13,2.76,5.621,-0.41865,0.43635,-1.22869,-0.20582,0.62534,0.62441,-0.17
21001,34.9,128,76.9,60,15,1.31,4.873,0.1687,-0.7078,-0.10629,-0.27427,0.92868,0.22858,0.24
21003,35.6,128,78.1,60,4,1.68,5.125,0.22661,-0.7078,-0.36866,-0.27427,-0.73966,0.36178,-1.5
21005,32.9,131,76.2,63,14,0.79,4.367,0.00325,-0.61747,-0.09034,-0.47965,0.77701,-0.03941,-0.45
21007,36.3,131,78.7,59,4,8.2,6.709,0.28452,-0.61747,-0.46969,-0.20582,-0.73966,1.20055,-0.55
21009,35.6,128,78.1,60,4,1.8,5.192,0.22661,-0.7078,-0.36866,-0.27427,-0.73966,0.39728,-1.47
21011,34.9,131,76,63,14,1.59,5.07,0.1687,-0.61747,0.1357,-0.47965,0.77701,0.33274,0.32
21013,37.8,125,76,66,20,0.16,2.776,0.40861,-0.79812,0.38548,-0.68502,1.68702,-0.88172,0.12
21015,31.1,131,75.6,63,14,4.17,6.033,-0.14566,-0.61747,-0.08405,-0.47965,0.77701,0.84223,0.29
21017,32.9,131,76.2,63,4,0.08,2.065,0.00325,-0.61747,-0.09034,-0.47965,-0.73966,-1.25794,-3.18
21019,34.5,125,75.8,66,18,1.01,4.618,0.13561,-0.79812,0.15502,-0.68502,1.38368,0.09373,0.28
21021,33.8,131,75.4,63,14,0.6,4.089,0.0777,-0.61747,0.20228,-0.47965,0.77701,-0.18676,-0.23
21023,32.4,131,74.8,63,14,2.71,5.604,-0.03811,-0.61747,0.24303,-0.47965,0.77701,0.6152,0.5
21025,36,125,75.5,66,19,0.02,0.597,0.2597,-0.79812,0.36488,-0.68502,1.53535,-2.03491,-1.36
21027,34.6,128,76.8,60,14,2.24,5.412,0.14388,-0.7078,-0.10525,-0.27427,0.77701,0.51372,0.35
21029,33.3,128,76.9,60,14,0.36,3.583,0.03634,-0.7078,-0.2441,-0.27427,0.77701,-0.4545,-0.87
21031,35.9,128,77.1,60,14,0.8,4.378,0.25143,-0.7078,-0.07394,-0.27427,0.77701,-0.03334,-0.06
21033,36,131,77.8,59,14,0.34,3.54,0.2597,-0.61747,-0.25354,-0.20582,0.77701,-0.47722,-0.52
21035,36.8,131,78.5,59,4,5.97,6.392,0.32588,-0.61747,-0.37285,-0.20582,-0.73966,1.03257,-0.58
21037,32.1,131,76.2,63,14,4.94,6.203,-0.06293,-0.61747,-0.15924,-0.47965,0.77701,0.93247,0.39
21039,36.3,131,78.7,59,4,3.28,5.793,0.28452,-0.61747,-0.46969,-0.20582,-0.73966,0.71559,-1.03
21041,33.7,131,77.4,63,14,5.23,6.26,0.06943,-0.61747,-0.34409,-0.47965,0.77701,0.96244,0.37
21043,34.6,125,75.1,66,19,0.38,3.627,0.14388,-0.79812,0.35185,-0.68502,1.53535,-0.43103,0.12
21045,34.9,128,76.9,60,14,0.03,0.99,0.1687,-0.7078,-0.10629,-0.27427,0.77701,-1.82681,-1.97
21047,35.1,131,77.8,59,14,0.37,3.615,0.18525,-0.61747,-0.33106,-0.20582,0.77701,-0.43745,-0.63
21049,34.9,131,76,63,14,0.33,3.506,0.1687,-0.61747,0.1357,-0.47965,0.77701,-0.49524,-0.51
21051,36,125,75.5,66,19,0.01,0.396,0.2597,-0.79812,0.36488,-0.68502,1.53535,-2.14139,-1.46
21053,35.6,128,78.1,60,15,3.94,5.975,0.22661,-0.7078,-0.36866,-0.27427,0.92868,0.81193,0.62
21055,35.9,131,77.9,59,14,2.37,5.47,0.25143,-0.61747,-0.28904,-0.20582,0.77701,0.54452,0.46
21057,37.3,128,77.3,60,15,1.62,5.086,0.36724,-0.7078,-0.00713,-0.27427,0.92868,0.3414,0.65
21059,34.9,131,78.2,59,4,2.91,5.674,0.1687,-0.61747,-0.45584,-0.20582,-0.73966,0.65246,-1.2
21061,35.1,128,75.6,60,14,1.75,5.165,0.18525,-0.7078,0.26048,-0.27427,0.77701,0.38285,0.62
21063,34.6,125,75.1,66,19,0.52,3.957,0.14388,-0.79812,0.35185,-0.68502,1.53535,-0.25652,0.29
21065,36,125,75.5,66,19,0.66,4.197,0.2597,-0.79812,0.36488,-0.68502,1.53535,-0.12945,0.55
21067,32.9,131,76.2,63,4,0.35,3.566,0.00325,-0.61747,-0.09034,-0.47965,-0.73966,-0.46343,-2.39
21069,34.6,131,75.1,63,14,0.12,2.481,0.14388,-0.61747,0.35185,-0.47965,0.77701,-1.03792,-0.86
21071,38.1,125,77.1,66,19,0.29,3.379,0.43342,-0.79812,0.11555,-0.68502,1.53535,-0.56258,0.04
21073,33.4,131,76.1,63,14,0.78,4.354,0.04461,-0.61747,-0.02039,-0.47965,0.77701,-0.04632,-0.34
21075,35.9,131,78.4,59,4,9.37,6.843,0.25143,-0.61747,-0.42348,-0.20582,-0.73966,1.271,-0.46
21077,33,131,76.1,63,14,5.58,6.324,0.01152,-0.61747,-0.05484,-0.47965,0.77701,0.99661,0.63
21079,36.1,131,76.2,63,4,1.14,4.738,0.26797,-0.61747,0.18528,-0.47965,-0.73966,0.15676,-1.23
21081,31.8,131,75.6,63,14,0.33,3.496,-0.08775,-0.61747,-0.02376,-0.47965,0.77701,-0.50048,-0.93
21083,36.6,131,78.2,59,4,0.15,2.714,0.30933,-0.61747,-0.30941,-0.20582,-0.73966,-0.91423,-2.48
21085,35.4,128,76.9,60,14,1.4,4.944,0.21006,-0.7078,-0.06323,-0.27427,0.77701,0.26611,0.21
21087,34.9,128,76.9,60,4,0.02,0.549,0.1687,-0.7078,-0.10629,-0.27427,-0.73966,-2.06049,-3.72
21089,33.9,125,76.4,66,19,2.34,5.457,0.08598,-0.79812,-0.05799,-0.68502,1.53535,0.53759,0.62
21091,34.1,131,78.2,59,14,5.09,6.232,0.10252,-0.61747,-0.52474,-0.20582,0.77701,0.94777,0.48
21093,33.2,128,75.8,60,14,0.3,3.391,0.02807,-0.7078,0.04305,-0.27427,0.77701,-0.55618,-0.69
21095,34.4,125,73,66,20,0.17,2.813,0.12734,-0.79812,0.89927,-0.68502,1.68702,-0.86175,0.37
21097,33.4,131,76.1,63,14,0.06,1.759,0.04461,-0.61747,-0.02039,-0.47965,0.77701,-1.41975,-1.72
