FIPS Code,Rural-urban_continuum,urban_influence,mean_temp_jan,mean_sunlight_jan,mean_sunlight_july,mean_humidity_july,top_code,pct_water,ln_pct_water,jan_tmp_z,jan_sun_z,jul_temp_z,jul_hum_z,top_z,pct_water_z,amen_scale
19029,6 ,6 ,20.2 ,165 ,74.3 ,57 ,13 ,0.12 ,2.488 ,-1.04736 ,0.40624 ,-0.67333 ,-0.06890 ,0.62534 ,-1.03414,-1.79 
19031,6 ,6 ,20.4 ,141 ,73.9 ,60 ,4 ,0.42 ,3.736 ,-1.03082 ,-0.31638 ,-0.54855 ,-0.27427 ,-0.73966 ,-0.37349,-3.28 
19033,5 ,7 ,15.1 ,151 ,72.0 ,62 ,4 ,1.17 ,4.765 ,-1.46927 ,-0.01529 ,-0.49417 ,-0.41119 ,-0.73966 ,0.17138,-2.96 
19035,7 ,8 ,16.7 ,169 ,73.1 ,57 ,13 ,0.03 ,1.137 ,-1.33690 ,0.52667 ,-0.65213 ,-0.06890 ,0.62534 ,-1.74915,-2.66 
19037,7 ,8 ,15.4 ,155 ,71.1 ,63 ,4 ,0.16 ,2.798 ,-1.44445 ,0.10515 ,-0.22634 ,-0.47965 ,-0.73966 ,-0.86972,-3.65 
19039,6 ,6 ,22.4 ,140 ,75.5 ,57 ,13 ,0.14 ,2.632 ,-0.86537 ,-0.34649 ,-0.80650 ,-0.06890 ,0.62534 ,-0.95798,-2.42 
19041,7 ,7 ,14.7 ,169 ,72.2 ,57 ,4 ,0.63 ,4.149 ,-1.50236 ,0.52667 ,-0.58240 ,-0.06890 ,-0.73966 ,-0.15455,-2.52 
19043,8 ,6 ,19.4 ,155 ,74.1 ,63 ,14 ,1.77 ,5.174 ,-1.11355 ,0.10515 ,-0.68846 ,-0.47965 ,0.77701 ,0.38765,-1.01 
19045,4 ,5 ,21.6 ,141 ,74.4 ,60 ,4 ,2.14 ,5.367 ,-0.93155 ,-0.31638 ,-0.57963 ,-0.27427 ,-0.73966 ,0.48976,-2.35 
19047,7 ,8 ,18.9 ,169 ,73.7 ,57 ,13 ,0.09 ,2.176 ,-1.15491 ,0.52667 ,-0.62397 ,-0.06890 ,0.62534 ,-1.1992,-1.89 
19049,2 ,2 ,19.5 ,150 ,73.9 ,57 ,4 ,0.89 ,4.487 ,-1.10527 ,-0.04540 ,-0.62607 ,-0.06890 ,-0.73966 ,0.02431,-2.56 
19051,7 ,8 ,22.9 ,146 ,75.7 ,60 ,13 ,0.33 ,3.487 ,-0.82401 ,-0.16583 ,-0.81721 ,-0.27427 ,0.62534 ,-0.50538,-1.96 
19053,9 ,9 ,22.6 ,140 ,75.0 ,57 ,13 ,0.21 ,3.036 ,-0.84882 ,-0.34649 ,-0.65483 ,-0.06890 ,0.62534 ,-0.74421,-2.04 
19055,6 ,6 ,16.7 ,155 ,71.6 ,63 ,4 ,0.21 ,3.031 ,-1.33690 ,0.10515 ,-0.24881 ,-0.47965 ,-0.73966 ,-0.74648,-3.45 
19057,5 ,7 ,22.9 ,146 ,75.4 ,60 ,4 ,3.18 ,5.761 ,-0.82401 ,-0.16583 ,-0.73654 ,-0.27427 ,-0.73966 ,0.69834,-2.04 
19059,7 ,8 ,14.2 ,169 ,72.4 ,57 ,4 ,5.61 ,6.329 ,-1.54372 ,0.52667 ,-0.67924 ,-0.06890 ,-0.73966 ,0.99936,-1.51 
19061,3 ,2 ,17.7 ,155 ,71.7 ,63 ,14 ,1.36 ,4.915 ,-1.25418 ,0.10515 ,-0.18957 ,-0.47965 ,0.77701 ,0.25094,-0.79 
19063,7 ,8 ,15.0 ,169 ,72.7 ,57 ,4 ,1.65 ,5.104 ,-1.47754 ,0.52667 ,-0.69100 ,-0.06890 ,-0.73966 ,0.35099,-2.10 
19065,6 ,6 ,16.6 ,155 ,71.7 ,63 ,4 ,0.07 ,1.902 ,-1.34518 ,0.10515 ,-0.28431 ,-0.47965 ,-0.73966 ,-1.34426,-4.09 
19067,7 ,8 ,16.2 ,151 ,72.6 ,62 ,4 ,0.15 ,2.692 ,-1.37827 ,-0.01529 ,-0.56076 ,-0.41119 ,-0.73966 ,-0.92606,-4.03 
19069,7 ,8 ,16.3 ,151 ,72.4 ,62 ,4 ,0.10 ,2.280 ,-1.36999 ,-0.01529 ,-0.49837 ,-0.41119 ,-0.73966 ,-1.14417,-4.18 
19071,9 ,8 ,23.8 ,165 ,77.2 ,57 ,13 ,1.06 ,4.662 ,-0.74955 ,0.40624 ,-1.14301 ,-0.06890 ,0.62534 ,0.11675,-0.81 
19073,7 ,8 ,19.7 ,169 ,74.2 ,57 ,4 ,0.48 ,3.863 ,-1.08873 ,0.52667 ,-0.68951 ,-0.06890 ,-0.73966 ,-0.30603,-2.37 
19075,8 ,6 ,17.1 ,150 ,72.1 ,57 ,4 ,0.01 ,0.000 ,-1.30381 ,-0.04540 ,-0.34880 ,-0.06890 ,-0.73966 ,-2.35103,-4.86 
19077,8 ,6 ,19.2 ,169 ,74.3 ,57 ,13 ,0.41 ,3.725 ,-1.13009 ,0.52667 ,-0.75946 ,-0.06890 ,0.62534 ,-0.37915,-1.19 
19079,7 ,8 ,17.4 ,150 ,73.2 ,57 ,4 ,0.13 ,2.577 ,-1.27900 ,-0.04540 ,-0.61873 ,-0.06890 ,-0.73966 ,-0.98679,-3.74 
19081,7 ,8 ,15.4 ,151 ,72.8 ,62 ,2 ,0.35 ,3.567 ,-1.44445 ,-0.01529 ,-0.68344 ,-0.41119 ,-1.04300 ,-0.46278,-4.06 
19083,7 ,8 ,17.1 ,150 ,72.4 ,57 ,4 ,0.12 ,2.479 ,-1.30381 ,-0.04540 ,-0.42946 ,-0.06890 ,-0.73966 ,-1.03876,-3.63 
19085,6 ,6 ,20.6 ,169 ,75.4 ,57 ,13 ,0.59 ,4.076 ,-1.01427 ,0.52667 ,-0.93465 ,-0.06890 ,0.62534 ,-0.19337,-1.06 
19087,7 ,8 ,23.1 ,146 ,75.3 ,60 ,4 ,0.51 ,3.938 ,-0.80746 ,-0.16583 ,-0.69243 ,-0.27427 ,-0.73966 ,-0.26673,-2.95 
19089,7 ,8 ,15.3 ,155 ,71.4 ,63 ,4 ,0.08 ,2.028 ,-1.45272 ,0.10515 ,-0.31562 ,-0.47965 ,-0.73966 ,-1.27758,-4.16 
19091,7 ,8 ,16.9 ,151 ,73.4 ,62 ,2 ,0.30 ,3.411 ,-1.32036 ,-0.01529 ,-0.71557 ,-0.41119 ,-1.04300 ,-0.5455,-4.05 
19093,8 ,6 ,18.2 ,169 ,74.8 ,57 ,13 ,0.12 ,2.487 ,-1.21282 ,0.52667 ,-0.98003 ,-0.06890 ,0.62534 ,-1.03435,-2.14 
19095,8 ,6 ,20.6 ,141 ,74.1 ,60 ,4 ,0.15 ,2.718 ,-1.01427 ,-0.31638 ,-0.58510 ,-0.27427 ,-0.73966 ,-0.91222,-3.84 
19097,6 ,6 ,20.0 ,141 ,73.4 ,60 ,14 ,2.10 ,5.348 ,-1.06391 ,-0.31638 ,-0.44856 ,-0.27427 ,0.77701 ,0.47995,-0.85 
19099,6 ,5 ,20.8 ,150 ,75.5 ,57 ,4 ,0.40 ,3.692 ,-0.99773 ,-0.04540 ,-0.94431 ,-0.06890 ,-0.73966 ,-0.39689,-3.19 
19101,7 ,8 ,22.7 ,146 ,75.6 ,60 ,4 ,0.32 ,3.453 ,-0.84055 ,-0.16583 ,-0.80755 ,-0.27427 ,-0.73966 ,-0.52319,-3.35 
19103,3 ,2 ,21.2 ,141 ,74.4 ,60 ,4 ,1.42 ,4.958 ,-0.96464 ,-0.31638 ,-0.61409 ,-0.27427 ,-0.73966 ,0.27334,-2.64 
19105,6 ,6 ,18.8 ,141 ,72.4 ,60 ,4 ,0.24 ,3.175 ,-1.16318 ,-0.31638 ,-0.28304 ,-0.27427 ,-0.73966 ,-0.67036,-3.45 
19107,9 ,9 ,21.8 ,146 ,75.5 ,60 ,4 ,0.13 ,2.560 ,-0.91500 ,-0.16583 ,-0.85818 ,-0.27427 ,-0.73966 ,-0.9961,-3.95 
19109,7 ,8 ,16.0 ,151 ,72.9 ,62 ,2 ,0.14 ,2.651 ,-1.39481 ,-0.01529 ,-0.65865 ,-0.41119 ,-1.04300 ,-0.94799,-4.47 
19111,5 ,7 ,25.8 ,146 ,77.3 ,60 ,4 ,3.97 ,5.983 ,-0.58410 ,-0.16583 ,-0.99764 ,-0.27427 ,-0.73966 ,0.81625,-1.95 
19113,3 ,2 ,20.4 ,141 ,73.9 ,60 ,4 ,0.98 ,4.585 ,-1.03082 ,-0.31638 ,-0.54855 ,-0.27427 ,-0.73966 ,0.07589,-2.83 
19115,8 ,6 ,22.2 ,146 ,74.5 ,60 ,4 ,3.77 ,5.931 ,-0.88191 ,-0.16583 ,-0.55484 ,-0.27427 ,-0.73966 ,0.78861,-1.83 
19117,6 ,6 ,22.3 ,140 ,74.6 ,57 ,4 ,0.83 ,4.423 ,-0.87364 ,-0.34649 ,-0.57312 ,-0.06890 ,-0.73966 ,-0.0096,-2.61 
19119,6 ,6 ,15.3 ,169 ,73.3 ,57 ,4 ,0.02 ,0.794 ,-1.45272 ,0.52667 ,-0.82649 ,-0.06890 ,-0.73966 ,-1.93076,-4.49 
19121,6 ,6 ,21.3 ,140 ,74.6 ,57 ,13 ,0.21 ,3.027 ,-0.95637 ,-0.34649 ,-0.65925 ,-0.06890 ,0.62534 ,-0.74889,-2.15 
19123,7 ,7 ,21.9 ,146 ,75.1 ,60 ,13 ,0.44 ,3.775 ,-0.90673 ,-0.16583 ,-0.74201 ,-0.27427 ,0.62534 ,-0.35279,-1.82 
19125,6 ,6 ,22.3 ,140 ,75.8 ,57 ,4 ,2.86 ,5.656 ,-0.87364 ,-0.34649 ,-0.89577 ,-0.06890 ,-0.73966 ,0.64296,-2.28 
19127,5 ,7 ,18.8 ,150 ,73.8 ,57 ,4 ,0.12 ,2.503 ,-1.16318 ,-0.04540 ,-0.65947 ,-0.06890 ,-0.73966 ,-1.02627,-3.70 
19129,6 ,6 ,22.5 ,165 ,76.3 ,57 ,13 ,0.71 ,4.265 ,-0.85710 ,0.40624 ,-1.01299 ,-0.06890 ,0.62534 ,-0.09324,-1.00 
19131,7 ,8 ,15.4 ,151 ,71.6 ,62 ,4 ,0.10 ,2.304 ,-1.44445 ,-0.01529 ,-0.36078 ,-0.41119 ,-0.73966 ,-1.13152,-4.10 
19133,6 ,6 ,19.9 ,169 ,75.5 ,57 ,13 ,0.82 ,4.407 ,-1.07218 ,0.52667 ,-1.02182 ,-0.06890 ,0.62534 ,-0.01846,-1.03 
19135,7 ,8 ,22.9 ,140 ,75.9 ,57 ,13 ,0.16 ,2.780 ,-0.82401 ,-0.34649 ,-0.87098 ,-0.06890 ,0.62534 ,-0.8793,-2.36 
19137,6 ,6 ,21.9 ,165 ,76.1 ,57 ,13 ,0.22 ,3.086 ,-0.90673 ,0.40624 ,-1.01089 ,-0.06890 ,0.62534 ,-0.71745,-1.67 
19139,4 ,5 ,22.5 ,141 ,75.2 ,60 ,4 ,2.32 ,5.445 ,-0.85710 ,-0.31638 ,-0.71722 ,-0.27427 ,-0.73966 ,0.53119,-2.37 
19141,7 ,8 ,14.8 ,169 ,72.6 ,57 ,4 ,0.03 ,1.087 ,-1.49408 ,0.52667 ,-0.68134 ,-0.06890 ,-0.73966 ,-1.77565,-4.23 
19143,7 ,8 ,14.7 ,169 ,72.2 ,57 ,4 ,0.18 ,2.892 ,-1.50236 ,0.52667 ,-0.58240 ,-0.06890 ,-0.73966 ,-0.8204,-3.19 
19145,7 ,8 ,22.9 ,165 ,75.7 ,57 ,13 ,0.10 ,2.273 ,-0.82401 ,0.40624 ,-0.81721 ,-0.06890 ,0.62534 ,-1.14761,-1.83 
19147,7 ,8 ,14.7 ,169 ,72.2 ,57 ,4 ,0.98 ,4.583 ,-1.50236 ,0.52667 ,-0.58240 ,-0.06890 ,-0.73966 ,0.07497,-2.29 
19149,6 ,6 ,17.3 ,169 ,74.3 ,57 ,13 ,0.04 ,1.481 ,-1.28727 ,0.52667 ,-0.92311 ,-0.06890 ,0.62534 ,-1.56699,-2.69 
19151,9 ,9 ,17.0 ,169 ,73.4 ,57 ,4 ,0.25 ,3.206 ,-1.31209 ,0.52667 ,-0.70696 ,-0.06890 ,-0.73966 ,-0.65374,-2.95 
19153,2 ,2 ,19.4 ,150 ,75.1 ,57 ,4 ,3.79 ,5.939 ,-1.11355 ,-0.04540 ,-0.95734 ,-0.06890 ,-0.73966 ,0.79255,-2.13 
19155,2 ,2 ,20.7 ,165 ,74.9 ,57 ,13 ,0.59 ,4.080 ,-1.00600 ,0.40624 ,-0.79159 ,-0.06890 ,0.62534 ,-0.19114,-1.03 
19157,7 ,8 ,19.3 ,150 ,74.0 ,57 ,4 ,0.20 ,2.976 ,-1.12182 ,-0.04540 ,-0.67018 ,-0.06890 ,-0.73966 ,-0.7755,-3.42 
19159,9 ,9 ,22.6 ,140 ,74.7 ,57 ,13 ,0.23 ,3.144 ,-0.84882 ,-0.34649 ,-0.57417 ,-0.06890 ,0.62534 ,-0.68687,-1.90 
19161,9 ,9 ,18.2 ,169 ,74.8 ,57 ,13 ,0.45 ,3.802 ,-1.21282 ,0.52667 ,-0.98003 ,-0.06890 ,0.62534 ,-0.33864,-1.45 
19163,2 ,2 ,22.9 ,141 ,75.4 ,60 ,4 ,2.20 ,5.393 ,-0.82401 ,-0.31638 ,-0.73654 ,-0.27427 ,-0.73966 ,0.5035,-2.39 
19165,6 ,6 ,20.3 ,169 ,74.9 ,57 ,13 ,0.08 ,2.114 ,-1.03909 ,0.52667 ,-0.82604 ,-0.06890 ,0.62534 ,-1.23174,-2.01 
19167,7 ,8 ,17.6 ,169 ,74.6 ,57 ,4 ,0.09 ,2.209 ,-1.26245 ,0.52667 ,-0.97793 ,-0.06890 ,-0.73966 ,-1.1817,-3.70 
19169,4 ,5 ,18.9 ,150 ,73.6 ,57 ,4 ,0.15 ,2.684 ,-1.15491 ,-0.04540 ,-0.59708 ,-0.06890 ,-0.73966 ,-0.93037,-3.54 
19171,6 ,6 ,19.1 ,150 ,73.0 ,57 ,4 ,0.15 ,2.695 ,-1.13836 ,-0.04540 ,-0.41853 ,-0.06890 ,-0.73966 ,-0.92425,-3.34 
19173,9 ,9 ,23.7 ,165 ,75.8 ,57 ,13 ,0.16 ,2.789 ,-0.75783 ,0.40624 ,-0.77519 ,-0.06890 ,0.62534 ,-0.87465,-1.44 
19175,7 ,8 ,21.4 ,140 ,74.6 ,57 ,13 ,0.37 ,3.607 ,-0.94809 ,-0.34649 ,-0.65064 ,-0.06890 ,0.62534 ,-0.44168,-1.83 
19177,9 ,9 ,24.4 ,146 ,75.7 ,60 ,13 ,1.09 ,4.690 ,-0.69992 ,-0.16583 ,-0.68801 ,-0.27427 ,0.62534 ,0.13156,-1.07 
19179,5 ,7 ,22.7 ,146 ,75.6 ,60 ,13 ,0.96 ,4.561 ,-0.84055 ,-0.16583 ,-0.80755 ,-0.27427 ,0.62534 ,0.06306,-1.40 
19181,2 ,2 ,22.0 ,140 ,75.6 ,57 ,13 ,0.27 ,3.304 ,-0.89846 ,-0.34649 ,-0.86784 ,-0.06890 ,0.62534 ,-0.60223,-2.16 
19183,6 ,6 ,22.5 ,146 ,75.4 ,60 ,4 ,0.35 ,3.546 ,-0.85710 ,-0.16583 ,-0.77100 ,-0.27427 ,-0.73966 ,-0.47379,-3.28 
19185,9 ,9 ,23.6 ,140 ,75.7 ,57 ,13 ,0.28 ,3.335 ,-0.76610 ,-0.34649 ,-0.75692 ,-0.06890 ,0.62534 ,-0.5857,-1.90 
19187,5 ,7 ,17.8 ,150 ,73.6 ,57 ,4 ,0.39 ,3.670 ,-1.24591 ,-0.04540 ,-0.69183 ,-0.06890 ,-0.73966 ,-0.4081,-3.20 
19189,7 ,8 ,14.9 ,151 ,72.2 ,62 ,4 ,0.28 ,3.319 ,-1.48581 ,-0.01529 ,-0.56518 ,-0.41119 ,-0.73966 ,-0.59401,-3.81 
19191,7 ,8 ,16.2 ,155 ,71.7 ,63 ,4 ,0.04 ,1.364 ,-1.37827 ,0.10515 ,-0.31877 ,-0.47965 ,-0.73966 ,-1.62879,-4.44 
19193,3 ,2 ,18.0 ,169 ,75.3 ,57 ,13 ,0.54 ,3.998 ,-1.22936 ,0.52667 ,-1.13170 ,-0.06890 ,0.62534 ,-0.23484,-1.51 
19195,9 ,9 ,14.7 ,151 ,71.8 ,62 ,4 ,0.43 ,3.757 ,-1.50236 ,-0.01529 ,-0.47485 ,-0.41119 ,-0.73966 ,-0.36236,-3.51 
19197,7 ,8 ,16.3 ,151 ,72.4 ,62 ,4 ,0.31 ,3.442 ,-1.36999 ,-0.01529 ,-0.49837 ,-0.41119 ,-0.73966 ,-0.52919,-3.56 
20001,7 ,8 ,32.4 ,169 ,80.0 ,51 ,4 ,0.43 ,3.760 ,-0.03811 ,0.52667 ,-1.15515 ,0.34184 ,-0.73966 ,-0.36069,-1.43 
20003,6 ,4 ,30.6 ,167 ,79.1 ,59 ,4 ,0.23 ,3.155 ,-0.18702 ,0.46645 ,-1.06819 ,-0.20582 ,-0.73966 ,-0.68114,-2.42 
20005,6 ,3 ,27.7 ,166 ,78.0 ,59 ,13 ,0.62 ,4.128 ,-0.42692 ,0.43635 ,-1.02220 ,-0.20582 ,0.62534 ,-0.16585,-0.76 
20007,9 ,9 ,33.7 ,181 ,81.8 ,46 ,5 ,0.18 ,2.917 ,0.06943 ,0.88798 ,-1.52716 ,0.68412 ,-0.58800 ,-0.80706,-1.28 
20009,7 ,7 ,30.5 ,182 ,80.0 ,48 ,4 ,0.72 ,4.273 ,-0.19529 ,0.91809 ,-1.31880 ,0.54721 ,-0.73966 ,-0.08915,-0.88 
20011,7 ,8 ,33.2 ,169 ,81.2 ,51 ,4 ,0.27 ,3.305 ,0.02807 ,0.52667 ,-1.40890 ,0.34184 ,-0.73966 ,-0.60182,-1.85 
20013,7 ,8 ,26.2 ,166 ,77.3 ,59 ,4 ,0.27 ,3.280 ,-0.55101 ,0.43635 ,-0.96318 ,-0.20582 ,-0.73966 ,-0.61505,-2.64 
20015,2 ,2 ,31.9 ,169 ,80.0 ,51 ,14 ,1.27 ,4.842 ,-0.07948 ,0.52667 ,-1.19821 ,0.34184 ,0.77701 ,0.21203,0.58 
20017,9 ,9 ,30.7 ,167 ,79.4 ,59 ,14 ,0.27 ,3.305 ,-0.17875 ,0.46645 ,-1.14024 ,-0.20582 ,0.77701 ,-0.60158,-0.88 
20019,9 ,9 ,33.8 ,169 ,80.6 ,51 ,14 ,0.49 ,3.886 ,0.07770 ,0.52667 ,-1.19589 ,0.34184 ,0.77701 ,-0.29427,0.23 
20021,6 ,6 ,34.4 ,169 ,79.3 ,51 ,2 ,0.65 ,4.177 ,0.12734 ,0.52667 ,-0.79467 ,0.34184 ,-1.04300 ,-0.1402,-0.98 
20023,9 ,9 ,30.3 ,205 ,77.2 ,42 ,4 ,0.09 ,2.231 ,-0.21184 ,1.61060 ,-0.58316 ,0.95795 ,-0.73966 ,-1.17027,-0.14 
20025,9 ,9 ,33.1 ,209 ,80.9 ,41 ,5 ,0.26 ,3.250 ,0.01980 ,1.73103 ,-1.33685 ,1.02641 ,-0.58800 ,-0.63076,0.22 
20027,7 ,8 ,28.5 ,181 ,79.6 ,50 ,4 ,1.77 ,5.175 ,-0.36074 ,0.88798 ,-1.38351 ,0.41030 ,-0.73966 ,0.38839,-0.80 
20029,7 ,8 ,26.4 ,181 ,77.9 ,50 ,4 ,0.40 ,3.677 ,-0.53447 ,0.88798 ,-1.10729 ,0.41030 ,-0.73966 ,-0.40466,-1.49 
20031,7 ,8 ,30.6 ,167 ,79.1 ,59 ,4 ,3.72 ,5.919 ,-0.18702 ,0.46645 ,-1.06819 ,-0.20582 ,-0.73966 ,0.78225,-0.95 
20033,9 ,9 ,33.2 ,181 ,81.3 ,46 ,5 ,0.18 ,2.868 ,0.02807 ,0.88798 ,-1.43579 ,0.68412 ,-0.58800 ,-0.83292,-1.26 
20035,4 ,5 ,33.9 ,169 ,80.8 ,51 ,4 ,0.56 ,4.023 ,0.08598 ,0.52667 ,-1.24105 ,0.34184 ,-0.73966 ,-0.22133,-1.25 
20037,4 ,5 ,34.4 ,169 ,79.3 ,51 ,4 ,0.36 ,3.578 ,0.12734 ,0.52667 ,-0.79467 ,0.34184 ,-0.73966 ,-0.4572,-1.00 
20039,9 ,9 ,28.2 ,205 ,77.9 ,42 ,4 ,0.07 ,1.952 ,-0.38556 ,1.61060 ,-0.95225 ,0.95795 ,-0.73966 ,-1.31757,-0.83 
20041,7 ,8 ,29.1 ,182 ,78.7 ,48 ,4 ,0.49 ,3.902 ,-0.31111 ,0.91809 ,-1.08984 ,0.54721 ,-0.73966 ,-0.28564,-0.96 
20043,8 ,6 ,26.2 ,166 ,78.2 ,59 ,4 ,1.23 ,4.813 ,-0.55101 ,0.43635 ,-1.20518 ,-0.20582 ,-0.73966 ,0.19687,-2.07 
20045,3 ,2 ,30.3 ,167 ,79.1 ,59 ,13 ,3.70 ,5.913 ,-0.21184 ,0.46645 ,-1.09403 ,-0.20582 ,0.62534 ,0.77873,0.36 
20047,9 ,9 ,31.8 ,181 ,80.1 ,46 ,2 ,0.01 ,0.251 ,-0.08775 ,0.88798 ,-1.23371 ,0.68412 ,-1.04300 ,-2.21792,-3.01 
20049,8 ,6 ,33.1 ,169 ,80.1 ,51 ,14 ,0.39 ,3.669 ,0.01980 ,0.52667 ,-1.12174 ,0.34184 ,0.77701 ,-0.40897,0.13 
20051,7 ,7 ,27.8 ,182 ,78.6 ,48 ,4 ,0.06 ,1.714 ,-0.41865 ,0.91809 ,-1.17492 ,0.54721 ,-0.73966 ,-1.44362,-2.31 
20053,9 ,9 ,29.7 ,182 ,80.5 ,48 ,9 ,1.04 ,4.647 ,-0.26147 ,0.91809 ,-1.52214 ,0.54721 ,0.01867 ,0.10855,-0.19 
20055,5 ,7 ,30.6 ,209 ,79.2 ,41 ,2 ,0.19 ,2.966 ,-0.18702 ,1.73103 ,-1.09508 ,1.02641 ,-1.04300 ,-0.78081,-0.35 
20057,5 ,7 ,30.8 ,209 ,79.2 ,41 ,2 ,0.07 ,1.972 ,-0.17047 ,1.73103 ,-1.07785 ,1.02641 ,-1.04300 ,-1.30709,-0.84 
20059,6 ,3 ,30.5 ,167 ,78.8 ,59 ,4 ,0.49 ,3.883 ,-0.19529 ,0.46645 ,-0.99614 ,-0.20582 ,-0.73966 ,-0.29579,-1.97 
20061,5 ,7 ,28.7 ,167 ,79.1 ,59 ,14 ,4.87 ,6.189 ,-0.34420 ,0.46645 ,-1.23184 ,-0.20582 ,0.77701 ,0.92488,0.39 
20063,9 ,9 ,27.5 ,206 ,77.3 ,42 ,4 ,0.01 ,0.000 ,-0.44347 ,1.64071 ,-0.85121 ,0.95795 ,-0.73966 ,-2.35103,-1.79 
20065,9 ,9 ,28.2 ,205 ,78.6 ,42 ,4 ,0.04 ,1.442 ,-0.38556 ,1.61060 ,-1.14047 ,0.95795 ,-0.73966 ,-1.58783,-1.28 
20067,7 ,8 ,32.8 ,209 ,79.3 ,41 ,2 ,0.03 ,1.141 ,-0.00502 ,1.73103 ,-0.93248 ,1.02641 ,-1.04300 ,-1.74705,-0.97 
20069,9 ,9 ,31.2 ,209 ,79.2 ,41 ,2 ,0.05 ,1.622 ,-0.13738 ,1.73103 ,-1.04340 ,1.02641 ,-1.04300 ,-1.49267,-0.96 
20071,9 ,9 ,29.4 ,206 ,77.4 ,42 ,2 ,0.00 ,0.000 ,-0.28629 ,1.64071 ,-0.71445 ,0.95795 ,-1.04300 ,-2.35103,-1.80 
20073,6 ,6 ,32.0 ,169 ,79.5 ,51 ,14 ,1.11 ,4.713 ,-0.07120 ,0.52667 ,-1.05516 ,0.34184 ,0.77701 ,0.14379,0.66 
20075,9 ,9 ,31.2 ,209 ,79.4 ,41 ,2 ,0.11 ,2.427 ,-0.13738 ,1.73103 ,-1.09718 ,1.02641 ,-1.04300 ,-1.06624,-0.59 
20077,7 ,8 ,33.3 ,181 ,81.5 ,46 ,5 ,0.19 ,2.934 ,0.03634 ,0.88798 ,-1.48095 ,0.68412 ,-0.58800 ,-0.79789,-1.26 
20079,2 ,2 ,31.0 ,181 ,80.2 ,46 ,2 ,0.21 ,3.022 ,-0.15393 ,0.88798 ,-1.32951 ,0.68412 ,-1.04300 ,-0.75129,-1.71 
20081,9 ,9 ,32.8 ,209 ,79.3 ,41 ,2 ,0.06 ,1.830 ,-0.00502 ,1.73103 ,-0.93248 ,1.02641 ,-1.04300 ,-1.38257,-0.61 
20083,9 ,9 ,31.6 ,209 ,79.9 ,41 ,4 ,0.04 ,1.314 ,-0.10429 ,1.73103 ,-1.19716 ,1.02641 ,-0.73966 ,-1.65567,-0.94 
20085,6 ,6 ,27.7 ,166 ,78.0 ,59 ,4 ,0.16 ,2.761 ,-0.42692 ,0.43635 ,-1.02220 ,-0.20582 ,-0.73966 ,-0.88978,-2.85 
20087,8 ,6 ,28.7 ,166 ,78.2 ,59 ,4 ,3.74 ,5.924 ,-0.34420 ,0.43635 ,-0.98985 ,-0.20582 ,-0.73966 ,0.78489,-1.06 
20089,9 ,9 ,26.2 ,181 ,78.8 ,50 ,13 ,0.58 ,4.058 ,-0.55101 ,0.88798 ,-1.36650 ,0.41030 ,0.62534 ,-0.20309,-0.20 
20091,0 ,1 ,29.2 ,167 ,77.7 ,59 ,4 ,0.71 ,4.260 ,-0.30283 ,0.46645 ,-0.81234 ,-0.20582 ,-0.73966 ,-0.09606,-1.69 
20093,9 ,9 ,31.2 ,209 ,79.4 ,41 ,2 ,0.17 ,2.859 ,-0.13738 ,1.73103 ,-1.09718 ,1.02641 ,-1.04300 ,-0.83777,-0.36 
20095,6 ,6 ,32.8 ,181 ,80.6 ,46 ,5 ,0.35 ,3.554 ,-0.00502 ,0.88798 ,-1.28202 ,0.68412 ,-0.58800 ,-0.46967,-0.77 
20097,9 ,9 ,31.8 ,181 ,80.1 ,46 ,5 ,0.03 ,1.158 ,-0.08775 ,0.88798 ,-1.23371 ,0.68412 ,-0.58800 ,-1.7382,-2.08 
20099,7 ,7 ,34.6 ,169 ,80.9 ,51 ,4 ,0.68 ,4.221 ,0.14388 ,0.52667 ,-1.20765 ,0.34184 ,-0.73966 ,-0.11662,-1.05 
20101,9 ,9 ,30.8 ,206 ,78.2 ,42 ,4 ,0.03 ,1.074 ,-0.17047 ,1.64071 ,-0.80897 ,0.95795 ,-0.73966 ,-1.78254,-0.90 
20103,1 ,1 ,28.7 ,166 ,78.2 ,59 ,13 ,1.08 ,4.682 ,-0.34420 ,0.43635 ,-0.98985 ,-0.20582 ,0.62534 ,0.12759,-0.35 
20105,9 ,9 ,29.4 ,182 ,80.7 ,48 ,9 ,0.15 ,2.699 ,-0.28629 ,0.91809 ,-1.60176 ,0.54721 ,0.01867 ,-0.92245,-1.33 
20107,8 ,4 ,30.6 ,167 ,79.1 ,59 ,4 ,1.25 ,4.828 ,-0.18702 ,0.46645 ,-1.06819 ,-0.20582 ,-0.73966 ,0.20484,-1.53 
20109,9 ,9 ,30.2 ,206 ,77.7 ,42 ,4 ,0.01 ,0.025 ,-0.22011 ,1.64071 ,-0.72621 ,0.95795 ,-0.73966 ,-2.33796,-1.43 
20111,5 ,7 ,29.8 ,167 ,78.5 ,59 ,14 ,0.49 ,3.899 ,-0.25320 ,0.46645 ,-0.97577 ,-0.20582 ,0.77701 ,-0.28722,-0.48 
20113,7 ,7 ,30.4 ,182 ,80.5 ,48 ,4 ,0.16 ,2.799 ,-0.20356 ,0.91809 ,-1.46185 ,0.54721 ,-0.73966 ,-0.86964,-1.81 
