"","V1","V2","V3","V4"
"999",2013,1079,1,33776
"1000",2014,1079,1,33571
"1001",1990,1081,1,85851
"1002",1991,1081,1,87488
"1003",1992,1081,1,88243
"1004",1993,1081,1,89290
"1005",1994,1081,1,90952
"1006",1995,1081,1,91656
"1007",1996,1081,1,93802
"1008",1997,1081,1,95402
"1009",1998,1081,1,98438
"1010",1999,1081,1,100481
"1011",2000,1081,1,102164
"1012",2001,1081,1,115511
"1013",2002,1081,1,116759
"1014",2003,1081,1,118197
"1015",2004,1081,1,119631
"1016",2005,1081,1,121698
"1017",2006,1081,1,125350
"1018",2007,1081,1,128217
"1019",2008,1081,1,130791
"1020",2009,1081,1,133105
"1021",2010,1081,1,135883
"1022",2011,1081,1,140799
"1023",2012,1081,1,144146
"1024",2013,1081,1,148040
"1025",2014,1081,1,151708
"1026",1990,1083,1,53810
"1027",1991,1083,1,54320
"1028",1992,1083,1,55453
"1029",1993,1083,1,56753
"1030",1994,1083,1,57940
"1031",1995,1083,1,58583
"1032",1996,1083,1,59178
"1033",1997,1083,1,59998
"1034",1998,1083,1,61135
"1035",1999,1083,1,62247
"1036",2000,1083,1,63037
"1037",2001,1083,1,65930
"1038",2002,1083,1,66643
"1039",2003,1083,1,67108
"1040",2004,1083,1,67685
"1041",2005,1083,1,68407
"1042",2006,1083,1,69792
"1043",2007,1083,1,71795
"1044",2008,1083,1,73909
"1045",2009,1083,1,76314
"1046",2010,1083,1,78572
"1047",2011,1083,1,83179
"1048",2012,1083,1,85580
"1049",2013,1083,1,87363
"1050",2014,1083,1,88924
"1051",1990,1085,1,12728
"1052",1991,1085,1,12661
"1053",1992,1085,1,12669
"1054",1993,1085,1,12682
"1055",1994,1085,1,12756
"1056",1995,1085,1,12753
"1057",1996,1085,1,12950
"1058",1997,1085,1,12838
"1059",1998,1085,1,12876
"1060",1999,1085,1,12984
"1061",2000,1085,1,13029
"1062",2001,1085,1,13487
"1063",2002,1085,1,13451
"1064",2003,1085,1,13459
"1065",2004,1085,1,13316
"1066",2005,1085,1,13033
"1067",2006,1085,1,12898
"1068",2007,1085,1,12711
"1069",2008,1085,1,12664
"1070",2009,1085,1,12592
"1071",2010,1085,1,12293
"1072",2011,1085,1,11285
"1073",2012,1085,1,11131
"1074",2013,1085,1,10864
"1075",2014,1085,1,10730
"1076",1990,1087,1,25213
"1077",1991,1087,1,24882
"1078",1992,1087,1,24486
"1079",1993,1087,1,24655
"1080",1994,1087,1,24414
"1081",1995,1087,1,23980
"1082",1996,1087,1,23586
"1083",1997,1087,1,23533
"1084",1998,1087,1,23074
"1085",1999,1087,1,23207
"1086",2000,1087,1,22993
"1087",2001,1087,1,24075
"1088",2002,1087,1,23980
"1089",2003,1087,1,23651
"1090",2004,1087,1,23470
"1091",2005,1087,1,23041
"1092",2006,1087,1,22736
"1093",2007,1087,1,22544
"1094",2008,1087,1,22258
"1095",2009,1087,1,22195
"1096",2010,1087,1,21789
"1097",2011,1087,1,21542
"1098",2012,1087,1,21264
"1099",2013,1087,1,20470
"1100",2014,1087,1,19822
"1101",1990,1089,1,235778
"1102",1991,1089,1,240142
"1103",1992,1089,1,247060
"1104",1993,1089,1,255250
"1105",1994,1089,1,264433
"1106",1995,1089,1,268929
"1107",1996,1089,1,268728
"1108",1997,1089,1,270331
"1109",1998,1089,1,272382
"1110",1999,1089,1,278008
"1111",2000,1089,1,280381
"1112",2001,1089,1,277868
"1113",2002,1089,1,281264
"1114",2003,1089,1,286037
"1115",2004,1089,1,290763
"1116",2005,1089,1,294814
"1117",2006,1089,1,300272
"1118",2007,1089,1,307509
"1119",2008,1089,1,313796
"1120",2009,1089,1,320914
"1121",2010,1089,1,327744
"1122",2011,1089,1,336239
"1123",2012,1089,1,339668
"1124",2013,1089,1,342868
"1125",2014,1089,1,347073
"1126",1990,1091,1,23428
"1127",1991,1091,1,23021
"1128",1992,1091,1,23120
"1129",1993,1091,1,23251
"1130",1994,1091,1,23449
"1131",1995,1091,1,23492
"1132",1996,1091,1,23499
"1133",1997,1091,1,23440
"1134",1998,1091,1,23508
"1135",1999,1091,1,23375
"1136",2000,1091,1,23158
"1137",2001,1091,1,22566
"1138",2002,1091,1,22179
"1139",2003,1091,1,22161
"1140",2004,1091,1,21930
"1141",2005,1091,1,21649
"1142",2006,1091,1,21405
"1143",2007,1091,1,21335
"1144",2008,1091,1,21265
"1145",2009,1091,1,21100
"1146",2010,1091,1,20943
"1147",2011,1091,1,20951
"1148",2012,1091,1,20711
"1149",2013,1091,1,20443
"1150",2014,1091,1,20228
"1151",1990,1093,1,29957
"1152",1991,1093,1,29826
"1153",1992,1093,1,29579
"1154",1993,1093,1,29706
"1155",1994,1093,1,29945
"1156",1995,1093,1,30145
"1157",1996,1093,1,30483
"1158",1997,1093,1,30882
"1159",1998,1093,1,30914
"1160",1999,1093,1,30857
"1161",2000,1093,1,30464
"1162",2001,1093,1,31149
"1163",2002,1093,1,30588
"1164",2003,1093,1,30235
"1165",2004,1093,1,29972
"1166",2005,1093,1,29712
"1167",2006,1093,1,29493
"1168",2007,1093,1,29585
"1169",2008,1093,1,29501
"1170",2009,1093,1,29378
"1171",2010,1093,1,29116
"1172",2011,1093,1,30810
"1173",2012,1093,1,30731
"1174",2013,1093,1,30516
"1175",2014,1093,1,30305
"1176",1990,1095,1,70563
"1177",1991,1095,1,71020
"1178",1992,1095,1,71799
"1179",1993,1095,1,73268
"1180",1994,1095,1,75053
"1181",1995,1095,1,76674
"1182",1996,1095,1,78125
"1183",1997,1095,1,79322
"1184",1998,1095,1,79951
"1185",1999,1095,1,80192
"1186",2000,1095,1,80524
"1187",2001,1095,1,82333
"1188",2002,1095,1,82191
"1189",2003,1095,1,82922
"1190",2004,1095,1,83592
"1191",2005,1095,1,84161
"1192",2006,1095,1,85298
"1193",2007,1095,1,86760
"1194",2008,1095,1,87970
"1195",2009,1095,1,89200
"1196",2010,1095,1,90399
"1197",2011,1095,1,93170
"1198",2012,1095,1,93927
"1199",2013,1095,1,94303
"1200",2014,1095,1,94569
"1201",1990,1097,1,378869
"1202",1991,1097,1,379163
"1203",1992,1097,1,382982
"1204",1993,1097,1,388122
"1205",1994,1097,1,393816
"1206",1995,1097,1,395838
"1207",1996,1097,1,395863
"1208",1997,1097,1,396444
"1209",1998,1097,1,398229
"1210",1999,1097,1,398886
"1211",2000,1097,1,399652
"1212",2001,1097,1,400061
"1213",2002,1097,1,400094
"1214",2003,1097,1,398417
"1215",2004,1097,1,397707
"1216",2005,1097,1,397521
"1217",2006,1097,1,398369
"1218",2007,1097,1,402199
"1219",2008,1097,1,405234
"1220",2009,1097,1,409132
"1221",2010,1097,1,411721
"1222",2011,1097,1,413432
"1223",2012,1097,1,413154
"1224",2013,1097,1,413955
"1225",2014,1097,1,414560
"1226",1990,1099,1,23370
"1227",1991,1099,1,24123
"1228",1992,1099,1,23863
"1229",1993,1099,1,24010
"1230",1994,1099,1,24259
"1231",1995,1099,1,24393
"1232",1996,1099,1,24455
"1233",1997,1099,1,24391
"1234",1998,1099,1,24147
"1235",1999,1099,1,24005
"1236",2000,1099,1,23960
"1237",2001,1099,1,24281
"1238",2002,1099,1,24004
"1239",2003,1099,1,23803
"1240",2004,1099,1,23532
"1241",2005,1099,1,23351
"1242",2006,1099,1,23169
"1243",2007,1099,1,22986
"1244",2008,1099,1,22759
"1245",2009,1099,1,22648
"1246",2010,1099,1,22389
"1247",2011,1099,1,23003
"1248",2012,1099,1,22797
"1249",2013,1099,1,22609
"1250",2014,1099,1,22188
"1251",1990,1101,1,209650
"1252",1991,1101,1,209344
"1253",1992,1101,1,211685
"1254",1993,1101,1,213905
"1255",1994,1101,1,215979
"1256",1995,1101,1,217324
"1257",1996,1101,1,217638
"1258",1997,1101,1,217605
"1259",1998,1101,1,217715
"1260",1999,1101,1,217392
"1261",2000,1101,1,215813
"1262",2001,1101,1,223413
"1263",2002,1101,1,222901
"1264",2003,1101,1,222936
"1265",2004,1101,1,222486
"1266",2005,1101,1,222085
"1267",2006,1101,1,222220
"1268",2007,1101,1,225333
"1269",2008,1101,1,225648
"1270",2009,1101,1,224525
"1271",2010,1101,1,224119
"1272",2011,1101,1,229795
"1273",2012,1101,1,231571
"1274",2013,1101,1,229426
"1275",2014,1101,1,227271
"1276",1990,1103,1,98771
"1277",1991,1103,1,100489
"1278",1992,1103,1,101904
"1279",1993,1103,1,103394
"1280",1994,1103,1,104978
"1281",1995,1103,1,105835
"1282",1996,1103,1,106708
"1283",1997,1103,1,107397
"1284",1998,1103,1,108377
"1285",1999,1103,1,109218
"1286",2000,1103,1,109665
"1287",2001,1103,1,111194
"1288",2002,1103,1,111494
"1289",2003,1103,1,111397
"1290",2004,1103,1,112287
"1291",2005,1103,1,112210
"1292",2006,1103,1,112951
"1293",2007,1103,1,114297
"1294",2008,1103,1,115148
"1295",2009,1103,1,116297
"1296",2010,1103,1,117293
"1297",2011,1103,1,119557
"1298",2012,1103,1,119870
"1299",2013,1103,1,120057
"1300",2014,1103,1,119628
"1301",1990,1105,1,13066
"1302",1991,1105,1,12706
"1303",1992,1105,1,12443
"1304",1993,1105,1,12369
"1305",1994,1105,1,12479
"1306",1995,1105,1,12575
"1307",1996,1105,1,12778
"1308",1997,1105,1,12605
"1309",1998,1105,1,12605
"1310",1999,1105,1,12682
"1311",2000,1105,1,12610
"1312",2001,1105,1,11808
"1313",2002,1105,1,11632
"1314",2003,1105,1,11521
"1315",2004,1105,1,11241
"1316",2005,1105,1,11078
"1317",2006,1105,1,10787
"1318",2007,1105,1,10554
"1319",2008,1105,1,10726
"1320",2009,1105,1,10753
"1321",2010,1105,1,10623
"1322",2011,1105,1,10536
"1323",2012,1105,1,10502
"1324",2013,1105,1,10172
"1325",2014,1105,1,9978
"1326",1990,1107,1,20896
"1327",1991,1107,1,20682
"1328",1992,1107,1,20741
"1329",1993,1107,1,20930
"1330",1994,1107,1,20982
"1331",1995,1107,1,20902
"1332",1996,1107,1,20890
"1333",1997,1107,1,20982
"1334",1998,1107,1,20946
"1335",1999,1107,1,21019
"1336",2000,1107,1,21028
"1337",2001,1107,1,20904
"1338",2002,1107,1,20823
"1339",2003,1107,1,20708
"1340",2004,1107,1,20316
"1341",2005,1107,1,20096
"1342",2006,1107,1,19834
"1343",2007,1107,1,19698
"1344",2008,1107,1,19503
"1345",2009,1107,1,19385
"1346",2010,1107,1,19218
"1347",2011,1107,1,19706
"1348",2012,1107,1,19348
"1349",2013,1107,1,19344
"1350",2014,1107,1,19383
"1351",1990,1109,1,27648
"1352",1991,1109,1,27635
"1353",1992,1109,1,27989
"1354",1993,1109,1,28139
"1355",1994,1109,1,28346
"1356",1995,1109,1,28748
"1357",1996,1109,1,28558
"1358",1997,1109,1,28359
"1359",1998,1109,1,28540
"1360",1999,1109,1,28648
"1361",2000,1109,1,28469
"1362",2001,1109,1,29734
"1363",2002,1109,1,29631
"1364",2003,1109,1,29279
"1365",2004,1109,1,29413
"1366",2005,1109,1,29727
"1367",2006,1109,1,29685
"1368",2007,1109,1,29975
"1369",2008,1109,1,30186
"1370",2009,1109,1,30371
"1371",2010,1109,1,30461
"1372",2011,1109,1,32959
"1373",2012,1109,1,32922
"1374",2013,1109,1,33128
"1375",2014,1109,1,33682
"1376",1990,1111,1,19888
"1377",1991,1111,1,19942
"1378",1992,1111,1,20037
"1379",1993,1111,1,20253
"1380",1994,1111,1,20309
"1381",1995,1111,1,20239
"1382",1996,1111,1,20184
"1383",1997,1111,1,20209
"1384",1998,1111,1,19962
"1385",1999,1111,1,20025
"1386",2000,1111,1,20263
"1387",2001,1111,1,22414
"1388",2002,1111,1,22470
"1389",2003,1111,1,22429
"1390",2004,1111,1,22268
"1391",2005,1111,1,22394
"1392",2006,1111,1,22472
"1393",2007,1111,1,22461
"1394",2008,1111,1,22389
"1395",2009,1111,1,22620
"1396",2010,1111,1,22577
"1397",2011,1111,1,22928
"1398",2012,1111,1,22834
"1399",2013,1111,1,22657
"1400",2014,1111,1,22663
"1401",1990,1113,1,46604
"1402",1991,1113,1,46964
"1403",1992,1113,1,47690
"1404",1993,1113,1,48978
"1405",1994,1113,1,49948
"1406",1995,1113,1,51494
"1407",1996,1113,1,51376
"1408",1997,1113,1,51602
"1409",1998,1113,1,50737
"1410",1999,1113,1,50368
"1411",2000,1113,1,50071
"1412",2001,1113,1,49692
"1413",2002,1113,1,49408
"1414",2003,1113,1,49188
"1415",2004,1113,1,48684
"1416",2005,1113,1,48980
"1417",2006,1113,1,49094
"1418",2007,1113,1,49695
"1419",2008,1113,1,50227
"1420",2009,1113,1,50285
"1421",2010,1113,1,50846
"1422",2011,1113,1,53279
"1423",2012,1113,1,54845
"1424",2013,1113,1,57736
"1425",2014,1113,1,59430
"1426",1990,1115,1,49164
"1427",1991,1115,1,50089
"1428",1992,1115,1,51376
"1429",1993,1115,1,52896
"1430",1994,1115,1,54525
"1431",1995,1115,1,56018
"1432",1996,1115,1,57812
"1433",1997,1115,1,59380
"1434",1998,1115,1,60648
"1435",1999,1115,1,62018
"1436",2000,1115,1,63852
"1437",2001,1115,1,65079
"1438",2002,1115,1,66013
"1439",2003,1115,1,67090
"1440",2004,1115,1,68292
"1441",2005,1115,1,69966
"1442",2006,1115,1,72004
"1443",2007,1115,1,75223
"1444",2008,1115,1,78515
"1445",2009,1115,1,80287
"1446",2010,1115,1,81895
"1447",2011,1115,1,83800
"1448",2012,1115,1,84305
"1449",2013,1115,1,85165
"1450",2014,1115,1,86244
"1451",1990,1117,1,96496
"1452",1991,1117,1,100130
"1453",1992,1117,1,103375
"1454",1993,1117,1,107547
"1455",1994,1117,1,113605
"1456",1995,1117,1,119989
"1457",1996,1117,1,125322
"1458",1997,1117,1,130157
"1459",1998,1117,1,135805
"1460",1999,1117,1,140853
"1461",2000,1117,1,146392
"1462",2001,1117,1,144523
"1463",2002,1117,1,149280
"1464",2003,1117,1,153918
"1465",2004,1117,1,159608
"1466",2005,1117,1,165723
"1467",2006,1117,1,171678
"1468",2007,1117,1,178840
"1469",2008,1117,1,183478
"1470",2009,1117,1,188483
"1471",2010,1117,1,192503
"1472",2011,1117,1,196036
"1473",2012,1117,1,197988
"1474",2013,1117,1,200963
"1475",2014,1117,1,204196
"1476",1990,1119,1,16294
"1477",1991,1119,1,16166
"1478",1992,1119,1,16231
"1479",1993,1119,1,16118
"1480",1994,1119,1,16047
"1481",1995,1119,1,16303
"1482",1996,1119,1,16222
"1483",1997,1119,1,16164
"1484",1998,1119,1,15901
"1485",1999,1119,1,15765
"1486",2000,1119,1,15615
"1487",2001,1119,1,14748
"1488",2002,1119,1,14555
"1489",2003,1119,1,14143
"1490",2004,1119,1,13996
"1491",2005,1119,1,13869
"1492",2006,1119,1,13640
"1493",2007,1119,1,13471
"1494",2008,1119,1,13269
"1495",2009,1119,1,13102
"1496",2010,1119,1,12853
"1497",2011,1119,1,13748
"1498",2012,1119,1,13494
"1499",2013,1119,1,13411
"1500",2014,1119,1,13345
"1501",1990,1121,1,74228
"1502",1991,1121,1,74119
"1503",1992,1121,1,74446
"1504",1993,1121,1,74917
"1505",1994,1121,1,75453
"1506",1995,1121,1,75735
"1507",1996,1121,1,76064
"1508",1997,1121,1,76418
"1509",1998,1121,1,76648
"1510",1999,1121,1,77025
"1511",2000,1121,1,77521
"1512",2001,1121,1,80338
"1513",2002,1121,1,80291
"1514",2003,1121,1,80247
"1515",2004,1121,1,79776
"1516",2005,1121,1,79746
"1517",2006,1121,1,79902
"1518",2007,1121,1,80124
"1519",2008,1121,1,80186
"1520",2009,1121,1,80495
"1521",2010,1121,1,80242
"1522",2011,1121,1,82067
"1523",2012,1121,1,81781
"1524",2013,1121,1,81858
"1525",2014,1121,1,81339
"1526",1990,1123,1,38748
"1527",1991,1123,1,38891
"1528",1992,1123,1,39211
"1529",1993,1123,1,39338
"1530",1994,1123,1,39475
"1531",1995,1123,1,39571
"1532",1996,1123,1,39519
"1533",1997,1123,1,40077
"1534",1998,1123,1,40287
"1535",1999,1123,1,40360
"1536",2000,1123,1,40329
"1537",2001,1123,1,41743
"1538",2002,1123,1,41390
"1539",2003,1123,1,40947
"1540",2004,1123,1,40693
"1541",2005,1123,1,40605
"1542",2006,1123,1,40445
"1543",2007,1123,1,40719
"1544",2008,1123,1,40797
"1545",2009,1123,1,40920
"1546",2010,1123,1,41008
"1547",2011,1123,1,41490
"1548",2012,1123,1,41443
"1549",2013,1123,1,41156
"1550",2014,1123,1,41221
"1551",1990,1125,1,148984
"1552",1991,1125,1,151015
"1553",1992,1125,1,153113
"1554",1993,1125,1,153188
"1555",1994,1125,1,154519
"1556",1995,1125,1,155892
"1557",1996,1125,1,158702
"1558",1997,1125,1,158511
"1559",1998,1125,1,159878
"1560",1999,1125,1,160761
"1561",2000,1125,1,161435
"1562",2001,1125,1,165191
"1563",2002,1125,1,166110
"1564",2003,1125,1,166610
"1565",2004,1125,1,167484
"1566",2005,1125,1,169051
"1567",2006,1125,1,172060
"1568",2007,1125,1,176899
"1569",2008,1125,1,178998
"1570",2009,1125,1,181780
"1571",2010,1125,1,184035
"1572",2011,1125,1,195056
"1573",2012,1125,1,196697
"1574",2013,1125,1,198643
"1575",2014,1125,1,200744
"1576",1990,1127,1,67860
"1577",1991,1127,1,67652
"1578",1992,1127,1,68016
"1579",1993,1127,1,68318
"1580",1994,1127,1,68670
"1581",1995,1127,1,68921
"1582",1996,1127,1,69462
"1583",1997,1127,1,70177
"1584",1998,1127,1,70677
"1585",1999,1127,1,71006
"1586",2000,1127,1,71318
"1587",2001,1127,1,70680
"1588",2002,1127,1,70577
"1589",2003,1127,1,70097
"1590",2004,1127,1,69514
"1591",2005,1127,1,69153
"1592",2006,1127,1,69124
"1593",2007,1127,1,68978
"1594",2008,1127,1,68655
"1595",2009,1127,1,68903
"1596",2010,1127,1,68742
"1597",2011,1127,1,66991
"1598",2012,1127,1,66607
"1599",2013,1127,1,66125
"1600",2014,1127,1,65859
"1601",1990,1129,1,16767
"1602",1991,1129,1,16694
"1603",1992,1129,1,16777
"1604",1993,1129,1,16814
"1605",1994,1129,1,17054
"1606",1995,1129,1,17070
"1607",1996,1129,1,17263
"1608",1997,1129,1,17425
"1609",1998,1129,1,17585
"1610",1999,1129,1,17663
"1611",2000,1129,1,17742
"1612",2001,1129,1,18112
"1613",2002,1129,1,17890
"1614",2003,1129,1,17795
"1615",2004,1129,1,17743
"1616",2005,1129,1,17579
"1617",2006,1129,1,17410
"1618",2007,1129,1,17369
"1619",2008,1129,1,17124
"1620",2009,1129,1,17088
"1621",2010,1129,1,17069
"1622",2011,1129,1,17601
"1623",2012,1129,1,17319
"1624",2013,1129,1,17088
"1625",2014,1129,1,16842
"1626",1990,1131,1,13828
"1627",1991,1131,1,13510
"1628",1992,1131,1,13760
"1629",1993,1131,1,13686
"1630",1994,1131,1,13705
"1631",1995,1131,1,13681
"1632",1996,1131,1,13641
"1633",1997,1131,1,13604
"1634",1998,1131,1,13455
"1635",1999,1131,1,13451
"1636",2000,1131,1,13414
"1637",2001,1131,1,12980
"1638",2002,1131,1,12908
"1639",2003,1131,1,12928
"1640",2004,1131,1,12781
"1641",2005,1131,1,12721
"1642",2006,1131,1,12642
"1643",2007,1131,1,12538
"1644",2008,1131,1,12580
"1645",2009,1131,1,12617
"1646",2010,1131,1,12384
"1647",2011,1131,1,11579
"1648",2012,1131,1,11510
"1649",2013,1131,1,11386
"1650",2014,1131,1,11262
"1651",1990,1133,1,21864
"1652",1991,1133,1,22105
"1653",1992,1133,1,22009
"1654",1993,1133,1,22252
"1655",1994,1133,1,22623
"1656",1995,1133,1,23105
"1657",1996,1133,1,23333
"1658",1997,1133,1,23735
"1659",1998,1133,1,23970
"1660",1999,1133,1,24130
"1661",2000,1133,1,24459
"1662",2001,1133,1,24882
"1663",2002,1133,1,24546
"1664",2003,1133,1,24468
"1665",2004,1133,1,24350
"1666",2005,1133,1,24307
"1667",2006,1133,1,24236
"1668",2007,1133,1,24321
"1669",2008,1133,1,24326
"1670",2009,1133,1,24068
"1671",2010,1133,1,23997
"1672",2011,1133,1,24409
"1673",2012,1133,1,24348
"1674",2013,1133,1,24185
"1675",2014,1133,1,24187
"1676",1990,4001,4,60827
"1677",1991,4001,4,61906
"1678",1992,4001,4,62471
"1679",1993,4001,4,62729
"1680",1994,4001,4,64054
"1681",1995,4001,4,65508
"1682",1996,4001,4,67547
"1683",1997,4001,4,68631
"1684",1998,4001,4,69450
"1685",1999,4001,4,68734
"1686",2000,4001,4,68562
"1687",2001,4001,4,69516
"1688",2002,4001,4,67857
"1689",2003,4001,4,67267
"1690",2004,4001,4,67938
"1691",2005,4001,4,67943
"1692",2006,4001,4,68250
"1693",2007,4001,4,69066
"1694",2008,4001,4,69278
"1695",2009,4001,4,69520
"1696",2010,4001,4,70591
"1697",2011,4001,4,71749
"1698",2012,4001,4,72354
"1699",2013,4001,4,72911
"1700",2014,4001,4,71867
"1701",1990,4003,4,97551
"1702",1991,4003,4,97829
"1703",1992,4003,4,98579
"1704",1993,4003,4,100568
"1705",1994,4003,4,103085
"1706",1995,4003,4,107505
"1707",1996,4003,4,110167
"1708",1997,4003,4,110134
"1709",1998,4003,4,111652
"1710",1999,4003,4,112404
"1711",2000,4003,4,112754
"1712",2001,4003,4,118028
"1713",2002,4003,4,118573
"1714",2003,4003,4,119750
"1715",2004,4003,4,121175
"1716",2005,4003,4,123235
"1717",2006,4003,4,125637
"1718",2007,4003,4,126751
"1719",2008,4003,4,127736
"1720",2009,4003,4,128425
"1721",2010,4003,4,129518
"1722",2011,4003,4,131868
"1723",2012,4003,4,133058
"1724",2013,4003,4,131919
"1725",2014,4003,4,129744
"1726",1990,4005,4,95194
"1727",1991,4005,4,97080
"1728",1992,4005,4,99525
"1729",1993,4005,4,102279
"1730",1994,4005,4,105244
"1731",1995,4005,4,108256
"1732",1996,4005,4,110426
"1733",1997,4005,4,112054
"1734",1998,4005,4,113719
"1735",1999,4005,4,114087
"1736",2000,4005,4,114498
"1737",2001,4005,4,116717
"1738",2002,4005,4,117803
"1739",2003,4005,4,120390
"1740",2004,4005,4,121545
"1741",2005,4005,4,123349
"1742",2006,4005,4,124804
"1743",2007,4005,4,126029
"1744",2008,4005,4,127451
"1745",2009,4005,4,128426
"1746",2010,4005,4,129849
"1747",2011,4005,4,134603
"1748",2012,4005,4,134159
"1749",2013,4005,4,135949
"1750",2014,4005,4,136690
"1751",1990,4007,4,39592
"1752",1991,4007,4,40386
"1753",1992,4007,4,41120
"1754",1993,4007,4,42228
"1755",1994,4007,4,43441
"1756",1995,4007,4,44630
"1757",1996,4007,4,46086
"1758",1997,4007,4,47234
"1759",1998,4007,4,48215
"1760",1999,4007,4,48839
"1761",2000,4007,4,49051
"1762",2001,4007,4,51355
"1763",2002,4007,4,51165
"1764",2003,4007,4,51225
"1765",2004,4007,4,50906
"1766",2005,4007,4,50848
"1767",2006,4007,4,50914
"1768",2007,4007,4,51635
"1769",2008,4007,4,52231
"1770",2009,4007,4,52273
"1771",2010,4007,4,52199
"1772",2011,4007,4,53534
"1773",2012,4007,4,53469
"1774",2013,4007,4,53027
"1775",2014,4007,4,53063
"1776",1990,4009,4,26213
"1777",1991,4009,4,26584
"1778",1992,4009,4,27194
"1779",1993,4009,4,27712
"1780",1994,4009,4,28578
"1781",1995,4009,4,29139
"1782",1996,4009,4,29933
"1783",1997,4009,4,30697
"1784",1998,4009,4,31255
"1785",1999,4009,4,31711
"1786",2000,4009,4,31998
"1787",2001,4009,4,33541
"1788",2002,4009,4,33307
"1789",2003,4009,4,33120
"1790",2004,4009,4,32785
"1791",2005,4009,4,32441
"1792",2006,4009,4,32629
"1793",2007,4009,4,33286
"1794",2008,4009,4,34736
"1795",2009,4009,4,36204
"1796",2010,4009,4,37045
"1797",2011,4009,4,37139
"1798",2012,4009,4,37081
"1799",2013,4009,4,36945
"1800",2014,4009,4,37435
"1801",1990,4011,4,7839
"1802",1991,4011,4,8039
"1803",1992,4011,4,8320
"1804",1993,4011,4,8667
"1805",1994,4011,4,8889
"1806",1995,4011,4,8990
"1807",1996,4011,4,9155
"1808",1997,4011,4,9321
"1809",1998,4011,4,9418
"1810",1999,4011,4,9323
"1811",2000,4011,4,9018
"1812",2001,4011,4,8542
"1813",2002,4011,4,8281
"1814",2003,4011,4,7706
"1815",2004,4011,4,7381
"1816",2005,4011,4,7307
"1817",2006,4011,4,7292
"1818",2007,4011,4,7465
"1819",2008,4011,4,7760
"1820",2009,4011,4,8058
"1821",2010,4011,4,8041
"1822",2011,4011,4,8343
"1823",2012,4011,4,8593
"1824",2013,4011,4,8775
"1825",2014,4011,4,8944
"1826",1990,4012,4,13807
"1827",1991,4012,4,13863
"1828",1992,4012,4,13791
"1829",1993,4012,4,13731
"1830",1994,4012,4,13794
"1831",1995,4012,4,14023
"1832",1996,4012,4,14185
"1833",1997,4012,4,14590
