year,cofip_sub,cofip_nbr
2007,31045,46047
2007,27155,46109
2007,38081,46091
2007,27117,46099
2007,38051,46089
2007,27011,46109
2007,38001,46063
2007,30011,46063
2007,27173,46039
2007,31103,46121
2007,5035,47167
2007,1071,47051
2007,21075,47131
2007,28003,47071
2007,1077,47181
2007,28003,47069
2007,37011,47091
2007,37011,47019
2007,37115,47171
2007,1089,47103
2007,28033,47157
2007,37039,47123
2007,5093,47097
2007,21171,47111
2007,1083,47103
2007,37009,47091
2007,21219,47125
2007,21075,47095
2007,37173,47009
2007,21105,47183
2007,28141,47071
2007,21147,47013
2007,28003,47109
2007,37199,47171
2007,21035,47161
2007,37115,47029
2007,21083,47079
2007,37075,47123
2007,21047,47125
2007,21141,47147
2007,37087,47029
2007,21053,47137
2007,37039,47139
2007,37121,47171
2007,21047,47161
2007,21003,47111
2007,21235,47025
2007,13083,47065
2007,28093,47047
2007,21235,47013
2007,21105,47131
2007,1077,47099
2007,21053,47027
2007,29155,47095
2007,13083,47115
2007,13213,47011
2007,1083,47055
2007,21057,47027
2007,28093,47157
2007,13111,47139
2007,21083,47183
2007,21003,47165
2007,13213,47139
2007,21075,47095
2007,21013,47025
2007,13313,47065
2007,21213,47147
2007,29155,47045
2007,5093,47045
2007,21219,47147
2007,21213,47165
2007,1077,47055
2007,13295,47065
2007,13313,47011
2007,1077,47071
2007,37121,47019
2007,37115,47059
2007,5035,47157
2007,29143,47095
2007,28139,47069
2007,28009,47069
2007,21231,47151
2007,1089,47051
2007,37189,47091
2007,28009,47047
2007,21231,47137
2007,21221,47161
2007,21035,47079
2007,21147,47151
2007,37173,47155
2007,1071,47115
2007,37075,47009
2007,13047,47065
2007,21171,47027
2007,5093,47167
2007,37087,47155
2007,40025,48111
2007,40023,48387
2007,35015,48301
2007,35037,48117
2007,40009,48483
2007,40129,48483
2007,35059,48111
2007,40139,48357
2007,40139,48421
2007,22019,48351
2007,40007,48357
2007,35037,48359
2007,35025,48003
2007,35015,48109
2007,40045,48295
2007,35037,48205
2007,35035,48109
2007,22017,48365
2007,40033,48485
2007,22085,48403
2007,22031,48365
2007,35015,48389
2007,5091,48037
2007,22085,48419
2007,35059,48205
2007,35009,48117
2007,5091,48067
2007,40057,48075
2007,35041,48079
2007,35041,48017
2007,40023,48277
2007,40085,48337
2007,40139,48195
2007,40095,48181
2007,40089,48037
2007,40141,48487
2007,40057,48197
2007,40085,48097
2007,22031,48419
2007,35035,48229
2007,40013,48181
2007,40085,48181
2007,22085,48351
2007,22115,48351
2007,35025,48501
2007,40067,48337
2007,22017,48067
2007,40089,48387
2007,22023,48245
2007,22019,48361
2007,22017,48203
2007,35025,48495
2007,40007,48295
2007,35025,48079
2007,22023,48361
2007,35009,48017
2007,40129,48211
2007,40057,48087
2007,35035,48141
2007,40013,48277
2007,40045,48211
2007,40141,48485
2007,35009,48369
2007,40065,48197
2007,40009,48087
2007,40033,48077
2007,40067,48077
2007,5081,48037
2007,35025,48165
2007,35025,48301
2007,40013,48147
2007,40025,48421
2007,22017,48315
2007,40065,48487
2007,35013,48141
2007,22011,48351
2007,8085,49037
2007,8033,49037
2007,32017,49021
2007,8085,49019
2007,8077,49037
2007,16041,49033
2007,8113,49037
2007,32017,49053
2007,32033,49023
2007,4005,49025
2007,16007,49005
2007,8077,49019
2007,8081,49047
2007,8081,49009
2007,8045,49047
2007,32017,49001
2007,16071,49005
2007,35045,49037
2007,4017,49037
2007,32033,49027
2007,16071,49003
2007,8083,49037
2007,8103,49047
2007,8045,49019
2007,16031,49003
2007,4001,49037
2007,32017,49027
2007,32033,49045
2007,16041,49005
2007,32007,49045
2007,16007,49033
2007,4015,49053
2007,4005,49037
2007,32007,49003
2007,4015,49025
2007,33009,50017
2007,25003,50003
2007,36115,50021
2007,25011,50003
2007,33019,50025
2007,36115,50003
2007,33005,50025
2007,25011,50025
2007,36031,50007
2007,36115,50001
2007,36019,50013
2007,36083,50003
2007,33007,50009
2007,36031,50001
2007,36019,50007
2007,33009,50009
2007,33009,50027
2007,33019,50027
2007,33009,50005
2007,47067,51105
2007,37033,51590
2007,37145,51083
2007,47163,51169
2007,37009,51077
2007,37185,51025
2007,47091,51191
2007,24017,51059
2007,37073,51175
2007,21195,51195
2007,37053,51810
2007,37171,51077
2007,47073,51169
2007,37185,51117
2007,37073,51800
2007,37169,51141
2007,37029,51550
2007,37157,51089
2007,37091,51175
2007,37033,51143
2007,24031,51013
2007,37169,51089
2007,24021,51107
2007,37033,51083
2007,24031,51107
2007,37077,51117
2007,37157,51143
2007,21095,51105
2007,47025,51105
2007,37171,51035
2007,24039,51001
2007,24033,51059
2007,37131,51081
2007,47163,51520
2007,47067,51169
2007,37131,51025
2007,37077,51083
2007,37005,51077
2007,37181,51117
2007,24043,51107
2007,21013,51105
2007,24031,51059
2007,21133,51195
2007,37171,51141
2007,24039,51001
2007,37053,51550
2007,21095,51195
2007,47163,51191
2007,24033,51510
2007,47091,51077
2007,24047,51001
2007,21195,51051
2007,37131,51175
2007,21195,51027
2007,37029,51800
2007,41049,53005
2007,41009,53069
2007,41051,53059
2007,41009,53011
2007,41009,53015
2007,16021,53051
2007,16069,53075
2007,41007,53069
2007,41055,53039
2007,16057,53075
2007,16017,53063
2007,41063,53013
2007,16055,53063
2007,41059,53005
2007,41065,53039
2007,16069,53003
2007,41049,53039
2007,41063,53023
2007,41027,53039
2007,41063,53003
2007,41021,53039
2007,16009,53063
2007,41059,53013
2007,41059,53071
2007,16009,53075
2007,41027,53059
2007,16017,53051
2007,41051,53011
2007,24001,54057
2007,39105,54053
2007,24043,54065
2007,39029,54029
2007,51091,54075
2007,39081,54069
2007,42125,54069
2007,42125,54009
2007,39105,54107
2007,42051,54061
2007,51027,54059
2007,39053,54053
2007,39053,54011
2007,42059,54061
2007,24023,54077
2007,39013,54069
2007,39167,54107
2007,42059,54103
2007,51043,54003
2007,42051,54077
2007,51071,54055
2007,24043,54003
2007,39105,54035
2007,39009,54107
2007,39167,54095
2007,21159,54059
2007,51165,54071
2007,51107,54037
2007,51005,54025
2007,51091,54071
2007,51043,54037
2007,42125,54029
2007,21159,54099
2007,51165,54031
2007,51015,54071
2007,51069,54003
2007,24023,54057
2007,24001,54027
2007,51021,54055
2007,39081,54009
2007,51017,54075
2007,24001,54065
2007,51071,54063
2007,51069,54031
2007,39167,54073
2007,42007,54029
2007,42059,54051
2007,39111,54051
2007,21195,54059
2007,42125,54051
2007,51071,54089
2007,51045,54063
2007,21127,54099
2007,51171,54031
2007,51069,54027
2007,51069,54065
2007,39087,54011
2007,24043,54037
2007,51069,54037
2007,39111,54103
2007,51027,54047
2007,24023,54023
2007,39111,54095
2007,51185,54055
2007,39081,54029
2007,39013,54051
2007,39087,54099
2007,51185,54047
2007,51017,54025
2007,21019,54099
2007,51005,54063
2007,19005,55023
2007,27169,55011
2007,27169,55063
2007,27049,55091
2007,17201,55105
2007,17111,55059
2007,19061,55043
2007,27115,55031
2007,17201,55045
2007,27157,55011
2007,19043,55023
2007,26071,55041
2007,27017,55031
2007,17177,55065
2007,17177,55045
2007,26053,55051
2007,27025,55013
2007,17007,55127
2007,19043,55043
2007,17097,55059
2007,17085,55065
2007,27163,55093
2007,26071,55125
2007,17007,55105
2007,27055,55123
2007,27163,55095
2007,27055,55063
2007,17111,55127
2007,27157,55091
2007,27037,55093
2007,27115,55013
2007,26043,55075
2007,27169,55121
2007,26071,55037
2007,26109,55075
2007,26053,55125
2007,27049,55093
2007,27163,55109
2007,26043,55037
2007,19005,55123
2007,27137,55031
2007,27025,55095
2007,17085,55043
2007,46081,56011
2007,30075,56033
2007,31105,56021
2007,30009,56003
2007,46033,56045
2007,16043,56039
2007,46019,56011
2007,46081,56045
2007,49043,56041
2007,8069,56021
2007,30031,56029
2007,30011,56011
2007,16081,56039
2007,16019,56023
2007,49033,56023
2007,31165,56015
2007,8123,56021
2007,46033,56027
2007,30003,56033
2007,31157,56015
2007,8057,56001
2007,30075,56011
2007,30009,56029
2007,31165,56027
2007,46103,56045
2007,8107,56007
2007,8057,56007
2007,30031,56039
2007,8081,56007
2007,16029,56023
2007,16007,56023
2007,31007,56021
2007,31007,56015
2007,30067,56029
2007,49043,56037
2007,8069,56001
2007,8081,56037
2007,16019,56039
2007,49009,56037
2007,30003,56003
2007,30075,56005
2007,46047,56027
2007,49033,56041
2008,4027,6025
2008,4015,6071
2008,4012,6071
2008,4012,6025
2008,4012,6065
2008,4001,8083
2008,1003,12033
2008,1061,12131
2008,1039,12131
2008,1053,12091
2008,1069,12063
2008,1061,12063
2008,1039,12091
2008,1053,12033
2008,1061,12059
2008,1053,12113
2008,12065,13027
2008,12039,13087
2008,1113,13053
2008,1017,13145
2008,12065,13275
2008,12089,13049
2008,12073,13131
2008,1019,13055
2008,12003,13065
2008,1113,13259
2008,1081,13145
2008,1081,13215
2008,12047,13101
2008,1005,13061
2008,1071,13083
2008,1019,13115
2008,1069,13099
2008,12039,13131
2008,1017,13285
2008,12079,13185
2008,1067,13099
2008,1113,13215
2008,1111,13285
2008,1029,13233
2008,1111,13149
2008,12063,13253
2008,1005,13259
2008,12003,13049
2008,12073,13275
2008,1069,13253
2008,1049,13083
2008,12023,13065
2008,1029,13143
2008,12003,13299
2008,12047,13185
2008,1005,13239
2008,1111,13045
2008,1029,13045
2008,1049,13055
2008,1019,13233
2008,12079,13027
2008,12089,13039
2008,12023,13101
2008,1067,13061
2008,1049,13295
2008,12039,13253
2008,17075,18111
2008,17023,18167
2008,17185,18051
2008,17059,18129
2008,17185,18083
2008,17091,18111
2008,17031,18089
2008,17033,18153
2008,17101,18083
2008,17033,18083
2008,17091,18089
2008,17183,18007
2008,17075,18007
2008,17183,18171
2008,17193,18129
2008,17045,18165
2008,17023,18153
2008,17183,18165
2008,17193,18051
2008,17045,18167
2008,17197,18089
2008,17071,19057
2008,17085,19097
2008,17071,19111
2008,17067,19111
2008,17015,19097
2008,17161,19115
2008,17015,19045
2008,17085,19061
2008,17131,19115
2008,17131,19057
2008,17161,19139
2008,17161,19163
2008,17195,19045
2008,17161,19045
2008,8009,20129
2008,8063,20181
2008,8125,20023
2008,8061,20071
2008,8017,20071
2008,8099,20075
2008,8099,20071
2008,8017,20199
2008,8099,20187
2008,8009,20187
2008,8063,20023
2008,8063,20199
2008,18163,21101
2008,17069,21055
2008,17003,21007
2008,18019,21111
2008,18019,21223
2008,18019,21185
2008,17059,21225
2008,18173,21101
2008,18025,21163
2008,18029,21015
2008,18147,21059
2008,17153,21007
2008,18061,21093
2008,18061,21163
2008,18155,21015
2008,18077,21041
2008,17153,21145
2008,17127,21145
2008,18061,21111
2008,17069,21225
2008,18123,21163
2008,18129,21101
2008,18123,21091
2008,18147,21091
2008,18123,21027
2008,18043,21111
2008,18155,21077
2008,17127,21139
2008,18115,21015
2008,17151,21139
2008,17069,21139
2008,18155,21041
2008,18129,21225
2008,18173,21059
2008,18077,21223
2008,5139,22027
2008,5003,22111
2008,5091,22017
2008,5139,22111
2008,5027,22119
2008,5073,22119
2008,5017,22035
2008,5091,22015
2008,5139,22067
2008,5003,22067
2008,5017,22067
2008,5027,22027
2008,5017,22123
2008,5073,22015
2008,10005,24045
2008,10005,24019
2008,10005,24011
2008,10001,24035
2008,10001,24011
2008,10003,24029
2008,10003,24015
2008,10001,24029
2008,10005,24047
2008,9005,25013
2008,9013,25027
2008,9003,25013
2008,9013,25013
2008,9015,25027
2008,9005,25003
2008,18087,26023
2008,18141,26021
2008,18039,26149
2008,18151,26023
2008,18087,26149
2008,18151,26059
2008,18141,26027
2008,18091,26021
2008,18039,26027
2008,19191,27055
2008,19143,27063
2008,19109,27043
2008,19131,27099
2008,19063,27091
2008,19143,27105
2008,19109,27091
2008,19119,27133
2008,19005,27055
2008,19191,27045
2008,19119,27105
2008,19089,27099
2008,19189,27043
2008,19195,27047
2008,19189,27047
2008,19195,27099
2008,19089,27045
2008,19059,27063
2008,19063,27063
2008,1023,28153
2008,22107,28021
2008,1107,28087
2008,1129,28041
2008,1075,28095
2008,22117,28113
2008,5077,28143
2008,1077,28141
2008,5017,28011
2008,22117,28109
2008,5107,28143
2008,1093,28057
2008,1129,28153
2008,22107,28063
2008,22037,28005
2008,1119,28103
2008,22037,28157
2008,1093,28095
2008,22117,28147
2008,22029,28001
2008,1119,28075
2008,1107,28103
2008,1023,28075
2008,5017,28055
2008,22065,28149
2008,22105,28113
2008,22035,28149
2008,22107,28001
2008,22035,28055
2008,1059,28141
2008,1097,28041
2008,22125,28157
2008,22117,28091
2008,1119,28069
2008,22103,28045
2008,5035,28143
2008,1075,28087
2008,5107,28011
2008,22091,28005
2008,1023,28023
2008,22029,28157
2008,1097,28059
2008,5035,28033
2008,1033,28141
2008,1059,28057
2008,22107,28149
2008,1097,28039
2008,22065,28149
2008,5107,28027
2008,5041,28011
2008,22105,28005
2008,5017,28151
2008,22103,28109
2008,17157,29157
2008,20121,29013
2008,21075,29143
2008,17119,29183
2008,19051,29197
2008,19177,29045
2008,17149,29127
2008,20209,29095
2008,17149,29163
2008,5015,29209
2008,20091,29037
2008,20091,29095
2008,20209,29047
2008,20037,29011
2008,19185,29129
2008,17083,29183
2008,19071,29005
2008,5009,29213
2008,20107,29013
2008,20121,29037
2008,17133,29099
2008,5021,29023
2008,5015,29009
2008,17067,29045
2008,19051,29199
2008,17013,29163
2008,19145,29005
2008,19177,29199
2008,17003,29133
2008,21039,29133
2008,19053,29129
2008,20037,29217
2008,19145,29147
2008,5135,29149
2008,17067,29111
2008,19111,29045
2008,20043,29087
2008,17181,29031
2008,17149,29173
2008,20021,29145
2008,17003,29201
2008,19159,29227
2008,19053,29081
2008,17181,29157
2008,21075,29133
2008,5021,29069
2008,5093,29155
2008,17119,29510
2008,5007,29009
2008,20043,29003
2008,5049,29153
2008,20005,29021
2008,19173,29227
2008,20043,29021
2008,19185,29171
2008,19159,29081
2008,20011,29217
2008,17157,29186
2008,17003,29031
2008,21007,29133
2008,20005,29165
2008,20209,29165
2008,21075,29143
2008,5031,29069
2008,5121,29149
2008,19007,29171
2008,20037,29097
2008,5089,29153
2008,20103,29165
2008,5055,29069
2008,5121,29181
2008,5049,29149
2008,5089,29213
2008,17013,29183
2008,5005,29153
2008,19007,29197
2008,5021,29181
2008,20021,29097
2008,17163,29510
2008,17013,29113
2008,17133,29189
2008,5093,29069
2008,19173,29147
2008,5007,29119
2008,21105,29133
2008,17119,29189
2008,17133,29186
2008,5049,29091
2008,17077,29157
2008,17001,29127
2008,17001,29111
2008,20107,29217
2008,17163,29189
2008,5015,29213
2008,16049,30081
2008,16021,30053
2008,16017,30053
2008,16079,30089
2008,16033,30001
2008,16059,30001
2008,16049,30063
2008,16035,30063
2008,16043,30031
2008,16035,30061
2008,16043,30001
2008,16079,30061
2008,16017,30089
2008,16043,30057
2008,16059,30081
2008,29087,31127
2008,20201,31095
2008,8095,31029
2008,20153,31057
2008,20157,31095
2008,20183,31181
2008,19085,31177
2008,20117,31133
2008,20039,31145
2008,19085,31021
2008,8095,31135
2008,20043,31147
2008,20131,31147
2008,8125,31057
2008,20147,31061
2008,19193,31173
2008,8075,31105
2008,29005,31131
2008,20089,31181
2008,20157,31129
2008,20013,31147
2008,29005,31127
2008,8115,31033
2008,29087,31147
2008,19155,31055
2008,20089,31129
2008,8115,31135
2008,19133,31173
2008,19129,31153
2008,20147,31083
2008,20137,31083
2008,19133,31021
2008,19193,31043
2008,19155,31153
2008,20153,31145
2008,20039,31065
2008,20183,31061
2008,19071,31025
2008,20137,31065
2008,8123,31105
2008,20153,31087
2008,8075,31033
2008,20201,31169
2008,20023,31057
2008,20157,31169
2008,20131,31133
2008,19155,31177
2008,8125,31029
2008,19071,31131
2008,8115,31049
2008,20201,31067
2008,20117,31067
2008,19129,31025
2008,6049,32031
2008,4015,32017
2008,6071,32003
2008,6051,32009
2008,16073,32007
2008,6051,32005
2008,6003,32005
2008,6091,32031
2008,16031,32007
2008,6057,32031
2008,6027,32023
2008,6027,32003
2008,6027,32009
2008,6061,32510
2008,4015,32003
2008,16073,32013
2008,6051,32021
2008,6061,32031
2008,6017,32005
2008,6035,32031
2008,6051,32019
2008,16083,32007
2008,6061,32005
2008,23031,33003
2008,25009,33015
2008,25027,33011
2008,23031,33017
2008,25017,33011
2008,25027,33005
2008,23017,33003
2008,23031,33015
2008,25009,33011
2008,23017,33007
2008,25011,33005
2008,10003,34033
2008,10003,34015
2008,10003,34033
2008,4001,35031
2008,4011,35023
2008,8007,35045
2008,4011,35017
2008,8067,35045
2008,8071,35059
2008,8023,35007
2008,4011,35003
2008,8071,35007
2008,4003,35023
2008,8021,35039
2008,8023,35055
2008,4001,35003
2008,8009,35059
2008,8007,35039
2008,4001,35006
2008,4001,35045
2008,8083,35045
2008,8021,35055
2008,34003,36119
2008,34003,36061
2008,34037,36071
2008,34031,36071
2008,25003,36021
2008,25003,36027
2008,34031,36087
2008,9001,36079
2008,34017,36061
2008,34003,36005
2008,9001,36119
2008,25003,36083
2008,9005,36027
2008,9001,36027
2008,34003,36087
2008,13241,37113
2008,13241,37099
2008,13291,37043
2008,13241,37043
2008,13111,37039
2008,13291,37039
2008,13281,37043
2008,27027,38077
2008,27089,38099
2008,30085,38105
2008,27027,38017
2008,27089,38035
2008,27155,38077
2008,27069,38067
2008,27107,38097
2008,30025,38033
2008,30025,38087
2008,30091,38105
2008,27107,38017
2008,27119,38097
2008,30109,38053
2008,30083,38105
2008,30109,38033
2008,27167,38077
2008,27119,38035
2008,30083,38053
2008,27089,38067
2008,30025,38011
2008,30085,38053
2008,30091,38023
2008,26115,39095
2008,21161,39001
2008,26059,39171
2008,18001,39161
2008,26059,39051
2008,21191,39025
2008,18075,39037
2008,21089,39145
2008,26091,39051
2008,18177,39135
2008,18033,39171
2008,21019,39087
2008,21037,39061
2008,18029,39017
2008,18161,39017
2008,21089,39087
2008,18075,39107
2008,18047,39061
2008,18161,39135
2008,18151,39171
2008,21037,39025
2008,21023,39025
2008,21023,39015
2008,18003,39125
2008,18135,39037
2008,21161,39015
2008,21015,39061
2008,21117,39061
2008,21135,39145
2008,18177,39037
2008,21135,39001
2008,18047,39017
2008,18001,39107
2008,18003,39039
2008,18033,39039
2008,18029,39061
2008,26091,39095
2008,18003,39161
2008,5033,40135
2008,20191,40053
2008,5127,40079
2008,20007,40003
2008,20129,40139
2008,20119,40007
2008,5033,40001
2008,20025,40007
2008,20099,40035
2008,20021,40035
2008,20007,40151
2008,20025,40059
2008,20129,40025
2008,5007,40001
2008,20077,40003
2008,20125,40105
2008,20175,40139
2008,20035,40113
2008,35059,40025
2008,5113,40079
2008,20035,40071
2008,20175,40007
2008,20099,40105
2008,20077,40053
2008,5081,40089
2008,5113,40089
2008,20021,40115
2008,5007,40041
2008,20125,40147
2008,5133,40089
2008,20033,40059
2008,5131,40135
2008,8009,40025
2008,29119,40115
2008,20019,40113
2008,5143,40001
2008,29145,40115
2008,29119,40041
2008,20033,40151
2008,20019,40147
2008,20189,40139
2008,20191,40071
2008,5131,40079
2008,32031,41037
2008,6093,41035
2008,6015,41033
2008,16049,41063
2008,32031,41025
2008,6049,41037
2008,16087,41045
2008,16087,41001
2008,32013,41025
2008,6093,41033
2008,16003,41063
2008,16069,41063
2008,6015,41015
2008,6093,41029
2008,16075,41045
2008,16003,41001
2008,16073,41045
2008,6049,41035
2008,32013,41045
2008,16027,41045
2008,34041,42017
2008,24021,42001
2008,36025,42127
2008,34037,42103
2008,24025,42071
2008,24001,42009
2008,34015,42045
2008,36007,42115
2008,36107,42115
2008,24001,42111
2008,24013,42133
2008,36105,42127
2008,34037,42089
2008,39007,42049
2008,36013,42123
2008,36015,42015
2008,39099,42073
2008,39029,42007
2008,24015,42029
2008,24023,42111
2008,36003,42083
2008,24043,42057
2008,36009,42123
2008,34041,42089
2008,34021,42017
2008,39029,42073
2008,24021,42055
2008,36007,42127
2008,39155,42085
2008,34019,42017
2008,39007,42039
2008,36015,42117
2008,24043,42055
2008,39099,42085
2008,10003,42029
2008,36071,42103
2008,10003,42045
2008,24005,42133
2008,36009,42083
2008,34005,42101
2008,39155,42039
2008,36107,42015
2008,34005,42017
2008,24015,42071
2008,10003,42029
2008,36105,42103
2008,34015,42101
2008,36101,42117
2008,34007,42101
2008,36003,42105
2008,36101,42105
2008,34041,42095
2008,24001,42057
2008,24023,42051
2008,36013,42049
2008,24013,42001
2008,24025,42133
2008,25027,44007
2008,25021,44007
2008,25005,44001
2008,9015,44003
2008,25005,44007
2008,25005,44005
2008,9011,44009
2008,9011,44003
2008,9015,44007
2008,37161,45021
2008,37155,45033
2008,37155,45069
2008,37089,45045
2008,37175,45073
2008,13033,45003
2008,13137,45073
2008,13051,45053
2008,13241,45073
2008,37153,45069
2008,37045,45021
2008,37149,45083
2008,13119,45073
2008,37179,45057
2008,13181,45065
2008,37175,45045
2008,37155,45051
2008,13251,45005
2008,13073,45037
2008,13147,45073
2008,37119,45091
2008,13103,45053
2008,13245,45037
2008,13251,45049
2008,37007,45069
2008,37175,45077
2008,13257,45073
2008,37045,45091
2008,13245,45003
2008,37149,45045
2008,37153,45025
2008,37007,45025
2008,13105,45001
2008,37161,45083
2008,37119,45057
2008,37019,45051
2008,13033,45005
2008,13103,45049
2008,13105,45065
2008,13147,45007
2008,13033,45011
2008,13073,45065
2008,37099,45073
2008,37047,45051
2008,37165,45069
2008,13105,45007
2008,37113,45073
2008,37047,45033
2008,37071,45091
2008,37179,45025
2008,38051,46021
2008,31031,46113
2008,27133,46101
2008,27117,46101
2008,27073,46051
2008,27073,46039
2008,38081,46013
2008,27081,46101
2008,19193,46127
2008,30025,46063
2008,31031,46121
2008,38001,46105
2008,31043,46127
2008,31027,46027
2008,31051,46027
2008,31107,46009
2008,31107,46023
2008,31015,46023
2008,38001,46031
2008,38085,46031
2008,38029,46031
2008,31031,46123
2008,27081,46039
2008,38021,46013
2008,38021,46089
2008,30011,46019
2008,31027,46135
2008,38081,46109
2008,31103,46053
2008,38077,46091
2008,27011,46051
2008,38077,46109
2008,27117,46011
2008,19119,46083
2008,31045,46113
2008,38011,46063
2008,27073,46051
2008,19119,46099
2008,31103,46123
2008,31051,46127
2008,27081,46011
2008,31107,46135
2008,27133,46099
2008,19149,46127
2008,31031,46007
2008,38029,46021
2008,19167,46127
2008,31165,46047
2008,31015,46053
2008,31161,46113
2008,19167,46083
2008,31045,46047
2008,27155,46109
2008,38081,46091
2008,27117,46099
2008,38051,46089
2008,27011,46109
2008,38001,46063
2008,30011,46063
2008,27173,46039
2008,31103,46121
2008,5035,47167
2008,1071,47051
2008,21075,47131
2008,28003,47071
2008,1077,47181
2008,28003,47069
2008,37011,47091
2008,37011,47019
2008,37115,47171
2008,1089,47103
2008,28033,47157
2008,37039,47123
2008,5093,47097
2008,21171,47111
2008,1083,47103
2008,37009,47091
2008,21219,47125
2008,21075,47095
2008,37173,47009
2008,21105,47183
2008,28141,47071
2008,21147,47013
2008,28003,47109
2008,37199,47171
2008,21035,47161
2008,37115,47029
2008,21083,47079
2008,37075,47123
2008,21047,47125
2008,21141,47147
2008,37087,47029
2008,21053,47137
2008,37039,47139
2008,37121,47171
2008,21047,47161
2008,21003,47111
2008,21235,47025
2008,13083,47065
2008,28093,47047
2008,21235,47013
2008,21105,47131
2008,1077,47099
2008,21053,47027
2008,29155,47095
2008,13083,47115
2008,13213,47011
2008,1083,47055
2008,21057,47027
2008,28093,47157
2008,13111,47139
2008,21083,47183
2008,21003,47165
2008,13213,47139
2008,21075,47095
2008,21013,47025
2008,13313,47065
2008,21213,47147
2008,29155,47045
2008,5093,47045
2008,21219,47147
2008,21213,47165
2008,1077,47055
2008,13295,47065
2008,13313,47011
2008,1077,47071
2008,37121,47019
2008,37115,47059
2008,5035,47157
2008,29143,47095
2008,28139,47069
2008,28009,47069
2008,21231,47151
2008,1089,47051
2008,37189,47091
2008,28009,47047
2008,21231,47137
2008,21221,47161
2008,21035,47079
2008,21147,47151
2008,37173,47155
2008,1071,47115
2008,37075,47009
2008,13047,47065
2008,21171,47027
2008,5093,47167
2008,37087,47155
2008,40025,48111
2008,40023,48387
2008,35015,48301
2008,35037,48117
2008,40009,48483
2008,40129,48483
2008,35059,48111
2008,40139,48357
2008,40139,48421
2008,22019,48351
2008,40007,48357
2008,35037,48359
2008,35025,48003
2008,35015,48109
2008,40045,48295
2008,35037,48205
2008,35035,48109
2008,22017,48365
2008,40033,48485
2008,22085,48403
2008,22031,48365
2008,35015,48389
2008,5091,48037
2008,22085,48419
2008,35059,48205
2008,35009,48117
2008,5091,48067
2008,40057,48075
2008,35041,48079
2008,35041,48017
2008,40023,48277
2008,40085,48337
2008,40139,48195
2008,40095,48181
2008,40089,48037
2008,40141,48487
2008,40057,48197
2008,40085,48097
2008,22031,48419
2008,35035,48229
2008,40013,48181
2008,40085,48181
2008,22085,48351
2008,22115,48351
2008,35025,48501
2008,40067,48337
2008,22017,48067
2008,40089,48387
2008,22023,48245
2008,22019,48361
2008,22017,48203
2008,35025,48495
2008,40007,48295
2008,35025,48079
2008,22023,48361
2008,35009,48017
2008,40129,48211
2008,40057,48087
2008,35035,48141
2008,40013,48277
2008,40045,48211
2008,40141,48485
2008,35009,48369
2008,40065,48197
2008,40009,48087
2008,40033,48077
2008,40067,48077
2008,5081,48037
2008,35025,48165
2008,35025,48301
2008,40013,48147
2008,40025,48421
2008,22017,48315
2008,40065,48487
2008,35013,48141
2008,22011,48351
2008,8085,49037
2008,8033,49037
2008,32017,49021
2008,8085,49019
2008,8077,49037
2008,16041,49033
2008,8113,49037
2008,32017,49053
2008,32033,49023
2008,4005,49025
2008,16007,49005
2008,8077,49019
2008,8081,49047
2008,8081,49009
2008,8045,49047
2008,32017,49001
2008,16071,49005
2008,35045,49037
2008,4017,49037
2008,32033,49027
2008,16071,49003
2008,8083,49037
2008,8103,49047
2008,8045,49019
2008,16031,49003
2008,4001,49037
2008,32017,49027
2008,32033,49045
2008,16041,49005
2008,32007,49045
2008,16007,49033
2008,4015,49053
2008,4005,49037
2008,32007,49003
2008,4015,49025
2008,33009,50017
2008,25003,50003
2008,36115,50021
2008,25011,50003
2008,33019,50025
2008,36115,50003
2008,33005,50025
2008,25011,50025
2008,36031,50007
2008,36115,50001
2008,36019,50013
2008,36083,50003
2008,33007,50009
2008,36031,50001
2008,36019,50007
2008,33009,50009
2008,33009,50027
2008,33019,50027
2008,33009,50005
2008,47067,51105
2008,37033,51590
2008,37145,51083
2008,47163,51169
2008,37009,51077
2008,37185,51025
2008,47091,51191
2008,24017,51059
2008,37073,51175
2008,21195,51195
2008,37053,51810
2008,37171,51077
2008,47073,51169
2008,37185,51117
2008,37073,51800
2008,37169,51141
2008,37029,51550
2008,37157,51089
2008,37091,51175
2008,37033,51143
2008,24031,51013
2008,37169,51089
2008,24021,51107
2008,37033,51083
2008,24031,51107
2008,37077,51117
2008,37157,51143
2008,21095,51105
2008,47025,51105
2008,37171,51035
2008,24039,51001
2008,24033,51059
2008,37131,51081
2008,47163,51520
2008,47067,51169
2008,37131,51025
2008,37077,51083
2008,37005,51077
2008,37181,51117
2008,24043,51107
2008,21013,51105
2008,24031,51059
2008,21133,51195
2008,37171,51141
2008,24039,51001
2008,37053,51550
2008,21095,51195
2008,47163,51191
2008,24033,51510
2008,47091,51077
2008,24047,51001
2008,21195,51051
2008,37131,51175
2008,21195,51027
2008,37029,51800
2008,41049,53005
2008,41009,53069
2008,41051,53059
2008,41009,53011
2008,41009,53015
2008,16021,53051
2008,16069,53075
2008,41007,53069
2008,41055,53039
2008,16057,53075
2008,16017,53063
2008,41063,53013
2008,16055,53063
2008,41059,53005
2008,41065,53039
2008,16069,53003
2008,41049,53039
2008,41063,53023
2008,41027,53039
2008,41063,53003
2008,41021,53039
