year,cofip_sub,cofip_nbr
2002,37089,45045
2002,37175,45073
2002,13033,45003
2002,13137,45073
2002,13051,45053
2002,13241,45073
2002,37153,45069
2002,37045,45021
2002,37149,45083
2002,13119,45073
2002,37179,45057
2002,13181,45065
2002,37175,45045
2002,37155,45051
2002,13251,45005
2002,13073,45037
2002,13147,45073
2002,37119,45091
2002,13103,45053
2002,13245,45037
2002,13251,45049
2002,37007,45069
2002,37175,45077
2002,13257,45073
2002,37045,45091
2002,13245,45003
2002,37149,45045
2002,37153,45025
2002,37007,45025
2002,13105,45001
2002,37161,45083
2002,37119,45057
2002,37019,45051
2002,13033,45005
2002,13103,45049
2002,13105,45065
2002,13147,45007
2002,13033,45011
2002,13073,45065
2002,37099,45073
2002,37047,45051
2002,37165,45069
2002,13105,45007
2002,37113,45073
2002,37047,45033
2002,37071,45091
2002,37179,45025
2002,38051,46021
2002,31031,46113
2002,27133,46101
2002,27117,46101
2002,27073,46051
2002,27073,46039
2002,38081,46013
2002,27081,46101
2002,19193,46127
2002,30025,46063
2002,31031,46121
2002,38001,46105
2002,31043,46127
2002,31027,46027
2002,31051,46027
2002,31107,46009
2002,31107,46023
2002,31015,46023
2002,38001,46031
2002,38085,46031
2002,38029,46031
2002,31031,46123
2002,27081,46039
2002,38021,46013
2002,38021,46089
2002,30011,46019
2002,31027,46135
2002,38081,46109
2002,31103,46053
2002,38077,46091
2002,27011,46051
2002,38077,46109
2002,27117,46011
2002,19119,46083
2002,31045,46113
2002,38011,46063
2002,27073,46051
2002,19119,46099
2002,31103,46123
2002,31051,46127
2002,27081,46011
2002,31107,46135
2002,27133,46099
2002,19149,46127
2002,31031,46007
2002,38029,46021
2002,19167,46127
2002,31165,46047
2002,31015,46053
2002,31161,46113
2002,19167,46083
2002,31045,46047
2002,27155,46109
2002,38081,46091
2002,27117,46099
2002,38051,46089
2002,27011,46109
2002,38001,46063
2002,30011,46063
2002,27173,46039
2002,31103,46121
2002,5035,47167
2002,1071,47051
2002,21075,47131
2002,28003,47071
2002,1077,47181
2002,28003,47069
2002,37011,47091
2002,37011,47019
2002,37115,47171
2002,1089,47103
2002,28033,47157
2002,37039,47123
2002,5093,47097
2002,21171,47111
2002,1083,47103
2002,37009,47091
2002,21219,47125
2002,21075,47095
2002,37173,47009
2002,21105,47183
2002,28141,47071
2002,21147,47013
2002,28003,47109
2002,37199,47171
2002,21035,47161
2002,37115,47029
2002,21083,47079
2002,37075,47123
2002,21047,47125
2002,21141,47147
2002,37087,47029
2002,21053,47137
2002,37039,47139
2002,37121,47171
2002,21047,47161
2002,21003,47111
2002,21235,47025
2002,13083,47065
2002,28093,47047
2002,21235,47013
2002,21105,47131
2002,1077,47099
2002,21053,47027
2002,29155,47095
2002,13083,47115
2002,13213,47011
2002,1083,47055
2002,21057,47027
2002,28093,47157
2002,13111,47139
2002,21083,47183
2002,21003,47165
2002,13213,47139
2002,21075,47095
2002,21013,47025
2002,13313,47065
2002,21213,47147
2002,29155,47045
2002,5093,47045
2002,21219,47147
2002,21213,47165
2002,1077,47055
2002,13295,47065
2002,13313,47011
2002,1077,47071
2002,37121,47019
2002,37115,47059
2002,5035,47157
2002,29143,47095
2002,28139,47069
2002,28009,47069
2002,21231,47151
2002,1089,47051
2002,37189,47091
2002,28009,47047
2002,21231,47137
2002,21221,47161
2002,21035,47079
2002,21147,47151
2002,37173,47155
2002,1071,47115
2002,37075,47009
2002,13047,47065
2002,21171,47027
2002,5093,47167
2002,37087,47155
2002,40025,48111
2002,40023,48387
2002,35015,48301
2002,35037,48117
2002,40009,48483
2002,40129,48483
2002,35059,48111
2002,40139,48357
2002,40139,48421
2002,22019,48351
2002,40007,48357
2002,35037,48359
2002,35025,48003
2002,35015,48109
2002,40045,48295
2002,35037,48205
2002,35035,48109
2002,22017,48365
2002,40033,48485
2002,22085,48403
2002,22031,48365
2002,35015,48389
2002,5091,48037
2002,22085,48419
2002,35059,48205
2002,35009,48117
2002,5091,48067
2002,40057,48075
2002,35041,48079
2002,35041,48017
2002,40023,48277
2002,40085,48337
2002,40139,48195
2002,40095,48181
2002,40089,48037
2002,40141,48487
2002,40057,48197
2002,40085,48097
2002,22031,48419
2002,35035,48229
2002,40013,48181
2002,40085,48181
2002,22085,48351
2002,22115,48351
2002,35025,48501
2002,40067,48337
2002,22017,48067
2002,40089,48387
2002,22023,48245
2002,22019,48361
2002,22017,48203
2002,35025,48495
2002,40007,48295
2002,35025,48079
2002,22023,48361
2002,35009,48017
2002,40129,48211
2002,40057,48087
2002,35035,48141
2002,40013,48277
2002,40045,48211
2002,40141,48485
2002,35009,48369
2002,40065,48197
2002,40009,48087
2002,40033,48077
2002,40067,48077
2002,5081,48037
2002,35025,48165
2002,35025,48301
2002,40013,48147
2002,40025,48421
2002,22017,48315
2002,40065,48487
2002,35013,48141
2002,22011,48351
2002,8085,49037
2002,8033,49037
2002,32017,49021
2002,8085,49019
2002,8077,49037
2002,16041,49033
2002,8113,49037
2002,32017,49053
2002,32033,49023
2002,4005,49025
2002,16007,49005
2002,8077,49019
2002,8081,49047
2002,8081,49009
2002,8045,49047
2002,32017,49001
2002,16071,49005
2002,35045,49037
2002,4017,49037
2002,32033,49027
2002,16071,49003
2002,8083,49037
2002,8103,49047
2002,8045,49019
2002,16031,49003
2002,4001,49037
2002,32017,49027
2002,32033,49045
2002,16041,49005
2002,32007,49045
2002,16007,49033
2002,4015,49053
2002,4005,49037
2002,32007,49003
2002,4015,49025
2002,33009,50017
2002,25003,50003
2002,36115,50021
2002,25011,50003
2002,33019,50025
2002,36115,50003
2002,33005,50025
2002,25011,50025
2002,36031,50007
2002,36115,50001
2002,36019,50013
2002,36083,50003
2002,33007,50009
2002,36031,50001
2002,36019,50007
2002,33009,50009
2002,33009,50027
2002,33019,50027
2002,33009,50005
2002,47067,51105
2002,37033,51590
2002,37145,51083
2002,47163,51169
2002,37009,51077
2002,37185,51025
2002,47091,51191
2002,24017,51059
2002,37073,51175
2002,21195,51195
2002,37053,51810
2002,37171,51077
2002,47073,51169
2002,37185,51117
2002,37073,51800
2002,37169,51141
2002,37029,51550
2002,37157,51089
2002,37091,51175
2002,37033,51143
2002,24031,51013
2002,37169,51089
2002,24021,51107
2002,37033,51083
2002,24031,51107
2002,37077,51117
2002,37157,51143
2002,21095,51105
2002,47025,51105
2002,37171,51035
2002,24039,51001
2002,24033,51059
2002,37131,51081
2002,47163,51520
2002,47067,51169
2002,37131,51025
2002,37077,51083
2002,37005,51077
2002,37181,51117
2002,24043,51107
2002,21013,51105
2002,24031,51059
2002,21133,51195
2002,37171,51141
2002,24039,51001
2002,37053,51550
2002,21095,51195
2002,47163,51191
2002,24033,51510
2002,47091,51077
2002,24047,51001
2002,21195,51051
2002,37131,51175
2002,21195,51027
2002,37029,51800
2002,41049,53005
2002,41009,53069
2002,41051,53059
2002,41009,53011
2002,41009,53015
2002,16021,53051
2002,16069,53075
2002,41007,53069
2002,41055,53039
2002,16057,53075
2002,16017,53063
2002,41063,53013
2002,16055,53063
2002,41059,53005
2002,41065,53039
2002,16069,53003
2002,41049,53039
2002,41063,53023
2002,41027,53039
2002,41063,53003
2002,41021,53039
2002,16009,53063
2002,41059,53013
2002,41059,53071
2002,16009,53075
2002,41027,53059
2002,16017,53051
2002,41051,53011
2002,24001,54057
2002,39105,54053
2002,24043,54065
2002,39029,54029
2002,51091,54075
2002,39081,54069
2002,42125,54069
2002,42125,54009
2002,39105,54107
2002,42051,54061
2002,51027,54059
2002,39053,54053
2002,39053,54011
2002,42059,54061
2002,24023,54077
2002,39013,54069
2002,39167,54107
2002,42059,54103
2002,51043,54003
2002,42051,54077
2002,51071,54055
2002,24043,54003
2002,39105,54035
2002,39009,54107
2002,39167,54095
2002,21159,54059
2002,51165,54071
2002,51107,54037
2002,51005,54025
2002,51091,54071
2002,51043,54037
2002,42125,54029
2002,21159,54099
2002,51165,54031
2002,51015,54071
2002,51069,54003
2002,24023,54057
2002,24001,54027
2002,51021,54055
2002,39081,54009
2002,51017,54075
2002,24001,54065
2002,51071,54063
2002,51069,54031
2002,39167,54073
2002,42007,54029
2002,42059,54051
2002,39111,54051
2002,21195,54059
2002,42125,54051
2002,51071,54089
2002,51045,54063
2002,21127,54099
2002,51171,54031
2002,51069,54027
2002,51069,54065
2002,39087,54011
2002,24043,54037
2002,51069,54037
2002,39111,54103
2002,51027,54047
2002,24023,54023
2002,39111,54095
2002,51185,54055
2002,39081,54029
2002,39013,54051
2002,39087,54099
2002,51185,54047
2002,51017,54025
2002,21019,54099
2002,51005,54063
2002,19005,55023
2002,27169,55011
2002,27169,55063
2002,27049,55091
2002,17201,55105
2002,17111,55059
2002,19061,55043
2002,27115,55031
2002,17201,55045
2002,27157,55011
2002,19043,55023
2002,26071,55041
2002,27017,55031
2002,17177,55065
2002,17177,55045
2002,26053,55051
2002,27025,55013
2002,17007,55127
2002,19043,55043
2002,17097,55059
2002,17085,55065
2002,27163,55093
2002,26071,55125
2002,17007,55105
2002,27055,55123
2002,27163,55095
2002,27055,55063
2002,17111,55127
2002,27157,55091
2002,27037,55093
2002,27115,55013
2002,26043,55075
2002,27169,55121
2002,26071,55037
2002,26109,55075
2002,26053,55125
2002,27049,55093
2002,27163,55109
2002,26043,55037
2002,19005,55123
2002,27137,55031
2002,27025,55095
2002,17085,55043
2002,46081,56011
2002,30075,56033
2002,31105,56021
2002,30009,56003
2002,46033,56045
2002,16043,56039
2002,46019,56011
2002,46081,56045
2002,49043,56041
2002,8069,56021
2002,30031,56029
2002,30011,56011
2002,16081,56039
2002,16019,56023
2002,49033,56023
2002,31165,56015
2002,8123,56021
2002,46033,56027
2002,30003,56033
2002,31157,56015
2002,8057,56001
2002,30075,56011
2002,30009,56029
2002,31165,56027
2002,46103,56045
2002,8107,56007
2002,8057,56007
2002,30031,56039
2002,8081,56007
2002,16029,56023
2002,16007,56023
2002,31007,56021
2002,31007,56015
2002,30067,56029
2002,49043,56037
2002,8069,56001
2002,8081,56037
2002,16019,56039
2002,49009,56037
2002,30003,56003
2002,30075,56005
2002,46047,56027
2002,49033,56041
2003,4027,6025
2003,4015,6071
2003,4012,6071
2003,4012,6025
2003,4012,6065
2003,4001,8083
2003,1003,12033
2003,1061,12131
2003,1039,12131
2003,1053,12091
2003,1069,12063
2003,1061,12063
2003,1039,12091
2003,1053,12033
2003,1061,12059
2003,1053,12113
2003,12065,13027
2003,12039,13087
2003,1113,13053
2003,1017,13145
2003,12065,13275
2003,12089,13049
2003,12073,13131
2003,1019,13055
2003,12003,13065
2003,1113,13259
2003,1081,13145
2003,1081,13215
2003,12047,13101
2003,1005,13061
2003,1071,13083
2003,1019,13115
2003,1069,13099
2003,12039,13131
2003,1017,13285
2003,12079,13185
2003,1067,13099
2003,1113,13215
2003,1111,13285
2003,1029,13233
2003,1111,13149
2003,12063,13253
2003,1005,13259
2003,12003,13049
2003,12073,13275
2003,1069,13253
2003,1049,13083
2003,12023,13065
2003,1029,13143
2003,12003,13299
2003,12047,13185
2003,1005,13239
2003,1111,13045
2003,1029,13045
2003,1049,13055
2003,1019,13233
2003,12079,13027
2003,12089,13039
2003,12023,13101
2003,1067,13061
2003,1049,13295
2003,12039,13253
2003,17075,18111
2003,17023,18167
2003,17185,18051
2003,17059,18129
2003,17185,18083
2003,17091,18111
2003,17031,18089
2003,17033,18153
2003,17101,18083
2003,17033,18083
2003,17091,18089
2003,17183,18007
2003,17075,18007
2003,17183,18171
2003,17193,18129
2003,17045,18165
2003,17023,18153
2003,17183,18165
2003,17193,18051
2003,17045,18167
2003,17197,18089
2003,17071,19057
2003,17085,19097
2003,17071,19111
2003,17067,19111
2003,17015,19097
2003,17161,19115
2003,17015,19045
2003,17085,19061
2003,17131,19115
2003,17131,19057
2003,17161,19139
2003,17161,19163
2003,17195,19045
2003,17161,19045
2003,8009,20129
2003,8063,20181
2003,8125,20023
2003,8061,20071
2003,8017,20071
2003,8099,20075
2003,8099,20071
2003,8017,20199
2003,8099,20187
2003,8009,20187
2003,8063,20023
2003,8063,20199
2003,18163,21101
2003,17069,21055
2003,17003,21007
2003,18019,21111
2003,18019,21223
2003,18019,21185
2003,17059,21225
2003,18173,21101
2003,18025,21163
2003,18029,21015
2003,18147,21059
2003,17153,21007
2003,18061,21093
2003,18061,21163
2003,18155,21015
2003,18077,21041
2003,17153,21145
2003,17127,21145
2003,18061,21111
2003,17069,21225
2003,18123,21163
2003,18129,21101
2003,18123,21091
2003,18147,21091
2003,18123,21027
2003,18043,21111
2003,18155,21077
2003,17127,21139
2003,18115,21015
2003,17151,21139
2003,17069,21139
2003,18155,21041
2003,18129,21225
2003,18173,21059
2003,18077,21223
2003,5139,22027
2003,5003,22111
2003,5091,22017
2003,5139,22111
2003,5027,22119
2003,5073,22119
2003,5017,22035
2003,5091,22015
2003,5139,22067
2003,5003,22067
2003,5017,22067
2003,5027,22027
2003,5017,22123
2003,5073,22015
2003,10005,24045
2003,10005,24019
2003,10005,24011
2003,10001,24035
2003,10001,24011
2003,10003,24029
2003,10003,24015
2003,10001,24029
2003,10005,24047
2003,9005,25013
2003,9013,25027
2003,9003,25013
2003,9013,25013
2003,9015,25027
2003,9005,25003
2003,18087,26023
2003,18141,26021
2003,18039,26149
2003,18151,26023
2003,18087,26149
2003,18151,26059
2003,18141,26027
2003,18091,26021
2003,18039,26027
2003,19191,27055
2003,19143,27063
2003,19109,27043
2003,19131,27099
2003,19063,27091
2003,19143,27105
2003,19109,27091
2003,19119,27133
2003,19005,27055
2003,19191,27045
2003,19119,27105
2003,19089,27099
2003,19189,27043
2003,19195,27047
2003,19189,27047
2003,19195,27099
2003,19089,27045
2003,19059,27063
2003,19063,27063
2003,1023,28153
2003,22107,28021
2003,1107,28087
2003,1129,28041
2003,1075,28095
2003,22117,28113
2003,5077,28143
2003,1077,28141
2003,5017,28011
2003,22117,28109
2003,5107,28143
2003,1093,28057
2003,1129,28153
2003,22107,28063
2003,22037,28005
2003,1119,28103
2003,22037,28157
2003,1093,28095
2003,22117,28147
2003,22029,28001
2003,1119,28075
2003,1107,28103
2003,1023,28075
2003,5017,28055
2003,22065,28149
2003,22105,28113
2003,22035,28149
2003,22107,28001
2003,22035,28055
2003,1059,28141
2003,1097,28041
2003,22125,28157
2003,22117,28091
2003,1119,28069
2003,22103,28045
2003,5035,28143
2003,1075,28087
2003,5107,28011
2003,22091,28005
2003,1023,28023
2003,22029,28157
2003,1097,28059
2003,5035,28033
2003,1033,28141
2003,1059,28057
2003,22107,28149
2003,1097,28039
2003,22065,28149
2003,5107,28027
2003,5041,28011
2003,22105,28005
2003,5017,28151
2003,22103,28109
2003,17157,29157
2003,20121,29013
2003,21075,29143
2003,17119,29183
2003,19051,29197
2003,19177,29045
2003,17149,29127
2003,20209,29095
2003,17149,29163
2003,5015,29209
2003,20091,29037
2003,20091,29095
2003,20209,29047
2003,20037,29011
2003,19185,29129
2003,17083,29183
2003,19071,29005
2003,5009,29213
2003,20107,29013
2003,20121,29037
2003,17133,29099
2003,5021,29023
2003,5015,29009
2003,17067,29045
2003,19051,29199
2003,17013,29163
2003,19145,29005
2003,19177,29199
2003,17003,29133
2003,21039,29133
2003,19053,29129
2003,20037,29217
2003,19145,29147
2003,5135,29149
2003,17067,29111
2003,19111,29045
2003,20043,29087
2003,17181,29031
2003,17149,29173
2003,20021,29145
2003,17003,29201
2003,19159,29227
2003,19053,29081
2003,17181,29157
2003,21075,29133
2003,5021,29069
2003,5093,29155
2003,17119,29510
2003,5007,29009
2003,20043,29003
2003,5049,29153
2003,20005,29021
2003,19173,29227
2003,20043,29021
2003,19185,29171
2003,19159,29081
2003,20011,29217
2003,17157,29186
2003,17003,29031
2003,21007,29133
2003,20005,29165
2003,20209,29165
2003,21075,29143
2003,5031,29069
2003,5121,29149
2003,19007,29171
2003,20037,29097
2003,5089,29153
2003,20103,29165
2003,5055,29069
2003,5121,29181
2003,5049,29149
2003,5089,29213
2003,17013,29183
2003,5005,29153
2003,19007,29197
2003,5021,29181
2003,20021,29097
2003,17163,29510
2003,17013,29113
2003,17133,29189
2003,5093,29069
2003,19173,29147
2003,5007,29119
2003,21105,29133
2003,17119,29189
2003,17133,29186
2003,5049,29091
2003,17077,29157
2003,17001,29127
2003,17001,29111
2003,20107,29217
2003,17163,29189
2003,5015,29213
2003,16049,30081
2003,16021,30053
2003,16017,30053
2003,16079,30089
2003,16033,30001
2003,16059,30001
2003,16049,30063
2003,16035,30063
2003,16043,30031
2003,16035,30061
2003,16043,30001
2003,16079,30061
2003,16017,30089
2003,16043,30057
2003,16059,30081
2003,29087,31127
2003,20201,31095
2003,8095,31029
2003,20153,31057
2003,20157,31095
2003,20183,31181
2003,19085,31177
2003,20117,31133
2003,20039,31145
2003,19085,31021
2003,8095,31135
2003,20043,31147
2003,20131,31147
2003,8125,31057
2003,20147,31061
2003,19193,31173
2003,8075,31105
2003,29005,31131
2003,20089,31181
2003,20157,31129
2003,20013,31147
2003,29005,31127
2003,8115,31033
2003,29087,31147
2003,19155,31055
2003,20089,31129
2003,8115,31135
2003,19133,31173
2003,19129,31153
2003,20147,31083
2003,20137,31083
2003,19133,31021
2003,19193,31043
2003,19155,31153
2003,20153,31145
2003,20039,31065
2003,20183,31061
2003,19071,31025
2003,20137,31065
2003,8123,31105
2003,20153,31087
2003,8075,31033
2003,20201,31169
2003,20023,31057
2003,20157,31169
2003,20131,31133
2003,19155,31177
2003,8125,31029
2003,19071,31131
2003,8115,31049
2003,20201,31067
2003,20117,31067
2003,19129,31025
2003,6049,32031
2003,4015,32017
2003,6071,32003
2003,6051,32009
2003,16073,32007
2003,6051,32005
2003,6003,32005
2003,6091,32031
2003,16031,32007
2003,6057,32031
2003,6027,32023
2003,6027,32003
2003,6027,32009
2003,6061,32510
2003,4015,32003
2003,16073,32013
2003,6051,32021
2003,6061,32031
2003,6017,32005
2003,6035,32031
2003,6051,32019
2003,16083,32007
2003,6061,32005
2003,23031,33003
2003,25009,33015
2003,25027,33011
2003,23031,33017
2003,25017,33011
2003,25027,33005
2003,23017,33003
2003,23031,33015
2003,25009,33011
2003,23017,33007
2003,25011,33005
2003,10003,34033
2003,10003,34015
2003,10003,34033
2003,4001,35031
2003,4011,35023
2003,8007,35045
2003,4011,35017
2003,8067,35045
2003,8071,35059
2003,8023,35007
2003,4011,35003
2003,8071,35007
2003,4003,35023
2003,8021,35039
2003,8023,35055
2003,4001,35003
2003,8009,35059
2003,8007,35039
2003,4001,35006
2003,4001,35045
2003,8083,35045
2003,8021,35055
2003,34003,36119
2003,34003,36061
2003,34037,36071
2003,34031,36071
2003,25003,36021
2003,25003,36027
2003,34031,36087
2003,9001,36079
2003,34017,36061
2003,34003,36005
2003,9001,36119
2003,25003,36083
2003,9005,36027
2003,9001,36027
2003,34003,36087
2003,13241,37113
2003,13241,37099
2003,13291,37043
2003,13241,37043
2003,13111,37039
2003,13291,37039
2003,13281,37043
2003,27027,38077
2003,27089,38099
2003,30085,38105
2003,27027,38017
2003,27089,38035
2003,27155,38077
2003,27069,38067
2003,27107,38097
2003,30025,38033
2003,30025,38087
2003,30091,38105
2003,27107,38017
2003,27119,38097
2003,30109,38053
2003,30083,38105
2003,30109,38033
2003,27167,38077
2003,27119,38035
2003,30083,38053
2003,27089,38067
2003,30025,38011
2003,30085,38053
2003,30091,38023
2003,26115,39095
2003,21161,39001
2003,26059,39171
2003,18001,39161
2003,26059,39051
2003,21191,39025
2003,18075,39037
2003,21089,39145
2003,26091,39051
2003,18177,39135
2003,18033,39171
2003,21019,39087
2003,21037,39061
2003,18029,39017
2003,18161,39017
2003,21089,39087
2003,18075,39107
2003,18047,39061
2003,18161,39135
2003,18151,39171
2003,21037,39025
2003,21023,39025
2003,21023,39015
2003,18003,39125
2003,18135,39037
2003,21161,39015
2003,21015,39061
2003,21117,39061
2003,21135,39145
2003,18177,39037
2003,21135,39001
2003,18047,39017
2003,18001,39107
2003,18003,39039
2003,18033,39039
2003,18029,39061
2003,26091,39095
2003,18003,39161
2003,5033,40135
2003,20191,40053
2003,5127,40079
2003,20007,40003
2003,20129,40139
2003,20119,40007
2003,5033,40001
2003,20025,40007
2003,20099,40035
2003,20021,40035
2003,20007,40151
2003,20025,40059
2003,20129,40025
2003,5007,40001
2003,20077,40003
2003,20125,40105
2003,20175,40139
2003,20035,40113
2003,35059,40025
2003,5113,40079
2003,20035,40071
2003,20175,40007
2003,20099,40105
2003,20077,40053
2003,5081,40089
2003,5113,40089
2003,20021,40115
2003,5007,40041
2003,20125,40147
2003,5133,40089
2003,20033,40059
2003,5131,40135
2003,8009,40025
2003,29119,40115
2003,20019,40113
2003,5143,40001
2003,29145,40115
2003,29119,40041
2003,20033,40151
2003,20019,40147
2003,20189,40139
2003,20191,40071
2003,5131,40079
2003,32031,41037
2003,6093,41035
2003,6015,41033
2003,16049,41063
2003,32031,41025
2003,6049,41037
2003,16087,41045
2003,16087,41001
2003,32013,41025
2003,6093,41033
2003,16003,41063
2003,16069,41063
2003,6015,41015
2003,6093,41029
2003,16075,41045
2003,16003,41001
2003,16073,41045
2003,6049,41035
2003,32013,41045
2003,16027,41045
2003,34041,42017
2003,24021,42001
2003,36025,42127
2003,34037,42103
2003,24025,42071
2003,24001,42009
2003,34015,42045
2003,36007,42115
2003,36107,42115
2003,24001,42111
2003,24013,42133
2003,36105,42127
2003,34037,42089
2003,39007,42049
2003,36013,42123
2003,36015,42015
2003,39099,42073
2003,39029,42007
2003,24015,42029
2003,24023,42111
2003,36003,42083
2003,24043,42057
2003,36009,42123
2003,34041,42089
2003,34021,42017
2003,39029,42073
2003,24021,42055
2003,36007,42127
2003,39155,42085
2003,34019,42017
2003,39007,42039
2003,36015,42117
2003,24043,42055
2003,39099,42085
2003,10003,42029
2003,36071,42103
2003,10003,42045
2003,24005,42133
2003,36009,42083
2003,34005,42101
2003,39155,42039
2003,36107,42015
2003,34005,42017
2003,24015,42071
2003,10003,42029
2003,36105,42103
2003,34015,42101
2003,36101,42117
2003,34007,42101
2003,36003,42105
2003,36101,42105
2003,34041,42095
2003,24001,42057
2003,24023,42051
2003,36013,42049
2003,24013,42001
2003,24025,42133
2003,25027,44007
2003,25021,44007
2003,25005,44001
2003,9015,44003
2003,25005,44007
2003,25005,44005
2003,9011,44009
2003,9011,44003
2003,9015,44007
2003,37161,45021
2003,37155,45033
2003,37155,45069
2003,37089,45045
2003,37175,45073
2003,13033,45003
2003,13137,45073
2003,13051,45053
2003,13241,45073
2003,37153,45069
2003,37045,45021
2003,37149,45083
2003,13119,45073
2003,37179,45057
2003,13181,45065
2003,37175,45045
2003,37155,45051
2003,13251,45005
2003,13073,45037
2003,13147,45073
2003,37119,45091
2003,13103,45053
2003,13245,45037
2003,13251,45049
2003,37007,45069
2003,37175,45077
2003,13257,45073
2003,37045,45091
2003,13245,45003
2003,37149,45045
2003,37153,45025
2003,37007,45025
2003,13105,45001
2003,37161,45083
2003,37119,45057
2003,37019,45051
2003,13033,45005
2003,13103,45049
2003,13105,45065
2003,13147,45007
2003,13033,45011
2003,13073,45065
2003,37099,45073
2003,37047,45051
2003,37165,45069
2003,13105,45007
2003,37113,45073
2003,37047,45033
2003,37071,45091
2003,37179,45025
2003,38051,46021
2003,31031,46113
2003,27133,46101
2003,27117,46101
2003,27073,46051
2003,27073,46039
2003,38081,46013
2003,27081,46101
2003,19193,46127
2003,30025,46063
2003,31031,46121
2003,38001,46105
2003,31043,46127
2003,31027,46027
2003,31051,46027
2003,31107,46009
2003,31107,46023
2003,31015,46023
2003,38001,46031
2003,38085,46031
2003,38029,46031
2003,31031,46123
2003,27081,46039
2003,38021,46013
2003,38021,46089
2003,30011,46019
2003,31027,46135
2003,38081,46109
2003,31103,46053
2003,38077,46091
2003,27011,46051
2003,38077,46109
2003,27117,46011
2003,19119,46083
2003,31045,46113
2003,38011,46063
2003,27073,46051
2003,19119,46099
2003,31103,46123
2003,31051,46127
2003,27081,46011
2003,31107,46135
2003,27133,46099
2003,19149,46127
2003,31031,46007
2003,38029,46021
2003,19167,46127
2003,31165,46047
2003,31015,46053
2003,31161,46113
2003,19167,46083
2003,31045,46047
2003,27155,46109
2003,38081,46091
2003,27117,46099
2003,38051,46089
2003,27011,46109
2003,38001,46063
2003,30011,46063
2003,27173,46039
2003,31103,46121
2003,5035,47167
2003,1071,47051
2003,21075,47131
2003,28003,47071
2003,1077,47181
2003,28003,47069
2003,37011,47091
2003,37011,47019
2003,37115,47171
2003,1089,47103
2003,28033,47157
2003,37039,47123
2003,5093,47097
2003,21171,47111
2003,1083,47103
2003,37009,47091
2003,21219,47125
2003,21075,47095
2003,37173,47009
2003,21105,47183
2003,28141,47071
2003,21147,47013
2003,28003,47109
2003,37199,47171
2003,21035,47161
2003,37115,47029
2003,21083,47079
2003,37075,47123
2003,21047,47125
2003,21141,47147
2003,37087,47029
2003,21053,47137
2003,37039,47139
2003,37121,47171
2003,21047,47161
2003,21003,47111
2003,21235,47025
2003,13083,47065
2003,28093,47047
2003,21235,47013
2003,21105,47131
2003,1077,47099
2003,21053,47027
2003,29155,47095
2003,13083,47115
2003,13213,47011
2003,1083,47055
2003,21057,47027
2003,28093,47157
2003,13111,47139
2003,21083,47183
2003,21003,47165
2003,13213,47139
2003,21075,47095
2003,21013,47025
2003,13313,47065
2003,21213,47147
2003,29155,47045
2003,5093,47045
2003,21219,47147
2003,21213,47165
2003,1077,47055
2003,13295,47065
2003,13313,47011
2003,1077,47071
2003,37121,47019
2003,37115,47059
2003,5035,47157
2003,29143,47095
2003,28139,47069
2003,28009,47069
2003,21231,47151
2003,1089,47051
2003,37189,47091
2003,28009,47047
2003,21231,47137
2003,21221,47161
2003,21035,47079
2003,21147,47151
2003,37173,47155
2003,1071,47115
2003,37075,47009
2003,13047,47065
2003,21171,47027
2003,5093,47167
2003,37087,47155
2003,40025,48111
2003,40023,48387
2003,35015,48301
2003,35037,48117
2003,40009,48483
2003,40129,48483
2003,35059,48111
2003,40139,48357
2003,40139,48421
2003,22019,48351
2003,40007,48357
2003,35037,48359
2003,35025,48003
2003,35015,48109
2003,40045,48295
2003,35037,48205
2003,35035,48109
2003,22017,48365
2003,40033,48485
2003,22085,48403
2003,22031,48365
2003,35015,48389
2003,5091,48037
2003,22085,48419
2003,35059,48205
2003,35009,48117
2003,5091,48067
2003,40057,48075
2003,35041,48079
2003,35041,48017
2003,40023,48277
2003,40085,48337
2003,40139,48195
2003,40095,48181
2003,40089,48037
2003,40141,48487
2003,40057,48197
2003,40085,48097
2003,22031,48419
2003,35035,48229
2003,40013,48181
2003,40085,48181
2003,22085,48351
2003,22115,48351
2003,35025,48501
2003,40067,48337
2003,22017,48067
2003,40089,48387
2003,22023,48245
2003,22019,48361
2003,22017,48203
2003,35025,48495
2003,40007,48295
2003,35025,48079
2003,22023,48361
2003,35009,48017
2003,40129,48211
2003,40057,48087
2003,35035,48141
2003,40013,48277
2003,40045,48211
2003,40141,48485
2003,35009,48369
2003,40065,48197
2003,40009,48087
2003,40033,48077
2003,40067,48077
2003,5081,48037
2003,35025,48165
2003,35025,48301
2003,40013,48147
2003,40025,48421
2003,22017,48315
2003,40065,48487
2003,35013,48141
2003,22011,48351
2003,8085,49037
2003,8033,49037
2003,32017,49021
2003,8085,49019
2003,8077,49037
2003,16041,49033
2003,8113,49037
2003,32017,49053
2003,32033,49023
2003,4005,49025
2003,16007,49005
2003,8077,49019
2003,8081,49047
2003,8081,49009
2003,8045,49047
2003,32017,49001
2003,16071,49005
2003,35045,49037
2003,4017,49037
2003,32033,49027
2003,16071,49003
2003,8083,49037
2003,8103,49047
2003,8045,49019
2003,16031,49003
2003,4001,49037
2003,32017,49027
2003,32033,49045
2003,16041,49005
2003,32007,49045
2003,16007,49033
2003,4015,49053
